"t0_hhid","hhid","pid_unps","PID","availablevisit1","ws2aq1a","ws2aq1b_1","ws2aq1b","ws2aq1c","ws2aq2","ws2aq3","ws2aq4","ws2aq5"
"H3540101","161df9ca153241e19e955e373574448f","P35401-002",2,1,1,1,"1",2,,,16,
"H3800501","16282cde170b4278acdeccb779ce6b33",,5,1,2,1,"1",1,,,,
"H3090601","162c504b1fed4a5b9848882e7752940a","P30906-003",3,1,1,1,"2",1,,,,
"H0870101","162c7da3721a4b318a125f5be123aa6e","P08701-004",4,2,,,,,,,,
"H0870101","162c7da3721a4b318a125f5be123aa6e","P08701-003",3,1,1,1,"2",1,,,,
"H2520301","1644cc9b10c946bfbfaaf1d972bf7258","P25203-002",2,1,1,1,"1",1,,,,
"H3770702","16658cfcf7f14257a2be301b98bb0de1",,2,1,1,1,"1",1,,,,
"H0390902","16686bb795b54d2191e8f9df39d31e71","P03909-030",5,2,,,,,,,,
"H0390902","16686bb795b54d2191e8f9df39d31e71","P03909-031",6,1,3,,,,3,,,
"H0830704","1670e6df36b844d39aa258e60578dee4","P08307-002",1,1,2,2,,2,,,17,
"H2210202","16887c92f1b147cba6be26cdd50b01f3","P22102-013",8,1,3,,,,3,,,
"H1310801","168c7ae537cc4394827298958c374b1d","P13108-003",2,1,3,,,,2,3,18,"30"
"H1310801","168c7ae537cc4394827298958c374b1d","P13108-013",11,1,3,,,,3,,,
"H1821005","16bbbd98ba5e4f94a981844b8183ee50","P18210-019",2,1,1,1,"1",1,,,,
"1100701","16c0790e52ec43c58fcd99e7d75e10d3",,2,1,2,1,"1",1,,,,
"H0750101","16c883aca79d42159da4d313e9a0a17e","P07501-002",2,1,2,1,"1",1,,,,
"H0870801","16d236cfaa29413abb6fca138f544ec4","P08708-007",6,2,,,,,,,,
"H0870801","16d236cfaa29413abb6fca138f544ec4","P08708-002",2,1,1,1,"1",1,,,,
"H0300301","16daa4b4720d4509a216757cff6903d4","P03003-007",7,2,,,,,,,,
"H0300301","16daa4b4720d4509a216757cff6903d4","P03003-002",2,1,1,1,"1",1,,,,
"H0870301","16db46d7f22e41f9a04f1fbe342a0392",,11,1,1,1,"6",1,,,,
"H2561003","170275f8246f4dbebe53a915373b5984",,1,1,1,1,"4",1,,,,
"H3731001","17114af3aae5418e956cd93e3549aed1","P37310-002",2,1,1,1,"1",2,,,20,
"H1280801","17378333324c461a88f1ea03eb7e316d","P12808-002",2,1,2,1,"1",1,,,,
"H1280801","17378333324c461a88f1ea03eb7e316d","P12808-005",5,1,3,,,,3,,,
"H1810901","1743a758fcdf491da96b27fd16b6021d","P18109-002",2,1,1,1,"1",1,,,,
"H0750801","174d7bce575c45bbae624af39a4e3f2c","P07508-006",4,2,,,,,,,,
"H2990210","17708911b0a04503bd763dbaae648c71",,2,1,1,1,"1",1,,,,
"H2611103","17751f7703ab476bba3ef1ec613b0bec","P26111-010",1,1,2,1,"2",1,,,,
"H3350801","1776b63bada845109ea54547ac3216d1","P33508-002",2,1,1,1,"1",1,,,,
"H3680201","178ff51df3c54803bb149cb31659e262",,1,1,2,1,"9",1,,,,
"H0230501","179b274951eb4449a19d4de2deede9d6","P02305-002",2,1,3,,,,3,,,
"H1680602","17befd96efff47ca9c60b12d3dd1071c","P16806-011",2,1,2,1,"1",1,,,,
"H3560701","17c17bf8cc054454a67df0e8837d3cdc",,2,1,3,,,,2,3,15,"18"
"H3560701","17c17bf8cc054454a67df0e8837d3cdc",,3,2,,,,,,,,
"H0970101","17eb44366c7043bcaf46fb683b1beff3","P09701-003",2,1,3,,,,3,,,
"H3900701","17f8b87f9b8f4438bf729c2dea6df75d",,8,2,,,,,,,,
"H3900701","17f8b87f9b8f4438bf729c2dea6df75d","P39007-004",3,1,3,,,,2,3,17,"18"
"H1820203","18024d9ef636472298f3cf2ef37a7f74","P18202-019",2,1,1,1,"1",1,,,,
"H3500901","1822e5b54b08413d8730290994784e8b","P35009-004",4,2,,,,,,,,
"H3500901","1822e5b54b08413d8730290994784e8b","P35009-002",2,1,2,1,"1",1,,,,
"H3720601","1825c65f6b9f4adf9694914c8b688f31","P37206-002",2,1,1,1,"1",1,,,,
"H3720601","1825c65f6b9f4adf9694914c8b688f31","P37206-003",3,2,,,,,,,,
"H3720601","1825c65f6b9f4adf9694914c8b688f31","P37206-004",4,2,,,,,,,,
"H3080602","18419b46a04f4771a998a61279eb3ae1","P30806-010",4,1,3,,,,3,,,
"H1000901","1870fa2f0f224496a94898fe205ab40d","P10009-005",3,1,2,2,,1,,,,
"H1000901","1870fa2f0f224496a94898fe205ab40d","P10009-007",5,1,2,1,"1",1,,,,
"H1950501","187d1528fc524811bc61dd37d5dc083f",,5,1,2,1,"4",1,,,,
"H1950501","187d1528fc524811bc61dd37d5dc083f",,3,2,,,,,,,,
"H2160102","1881785b37cc4b85bc7022584c80427d",,1,1,1,2,,1,,,,
"H2051001","1882689344ef46b39e66d162a2a98a99",,6,1,3,,,,2,3,20,"38"
"H2051001","1882689344ef46b39e66d162a2a98a99",,7,1,3,,,,3,,,
"H2051001","1882689344ef46b39e66d162a2a98a99",,8,1,2,2,,1,,,,
"H0830101","18b9c926f94c4c8282495f4324e4cb68",,8,1,1,1,"9",1,,,,
"H2981001","18ce6918b33347719d97ec41a14e3df6",,8,1,3,,,,3,,,
"H2981001","18ce6918b33347719d97ec41a14e3df6",,7,1,1,1,"6",1,,,,
"H2540701","18f5bd33a6c246459366da21c90338a0",,3,2,,,,,,,,
"H2600906","192773eb6e2f480d8283caef17b07c92","P26009-006",1,1,1,1,"2",1,,,,
"H1420702","1928b1ae90cf45a68b37285a9554df5c","P14207-012",2,1,1,1,"5",1,,,,
"H1420702","1928b1ae90cf45a68b37285a9554df5c",,6,1,3,,,,3,,,
"H3420101","194a945af9444a8bb7ce17dd53a03244","P34201-003",3,2,,,,,,,,
"H3420101","194a945af9444a8bb7ce17dd53a03244","P34201-002",2,1,1,1,"1",1,,,,
"H1400402","194c70f94cca497aac045956fa1b6124","P14004-016",2,1,1,1,"-999999999",1,,,,
"H2090401","195edf76aa334d659715445d11dbf790",,3,1,2,1,"2",2,,,17,
"H1730802","196ac6fad9e746d6ab549d5e72e070ed",,5,1,1,1,"1",1,,,,
"H1241101","19783a8d2c5046e7ad2f63aa7e5189a9","P12411-009",6,2,,,,,,,,
"H1241101","19783a8d2c5046e7ad2f63aa7e5189a9",,21,1,3,,,,3,,,
"H1241101","19783a8d2c5046e7ad2f63aa7e5189a9","P12411-019",12,1,3,,,,1,3,25,"30"
"H1971103","19aebc5aa6da40c3a890064d3eaa92b1",,3,1,1,1,"1",2,,,14,
"H4130101","19c4fc257abc424384647435dadb3700","P41301-002",2,1,1,1,"1",1,,,,
"H4130101","19c4fc257abc424384647435dadb3700",,8,2,,,,,,,,
"H0140101","19cb4feac4dd4b60b8c0dc56633c3607",,6,1,1,1,"2",1,,,,
"H1670202","1a01bd1460524c62ab3b8f37161a1e86",,2,1,1,1,"1",1,,,,
"H3030301","1a01d47d8c8d492294f5d2c3f47d5d3d","P30303-003",2,1,1,1,"1",1,,,,
"H3210602","1a202f1842434ed6a844137614d526b3","P32106-010",1,1,1,1,"2",2,,,26,
"H3210602","1a202f1842434ed6a844137614d526b3",,11,1,3,,,,3,,,
"H1090902","1a23e276ec3548579b682aa6ac9a03f7","P10909-033",2,1,1,1,"1",1,,,,
"H2790301","1a270f97ea7144f7ba1c5543ad51845a","P27903-002",2,1,1,1,"1",1,,,,
"H2440302","1a37d2e805614d7d9a3373852ab74ea4","P24403-005",2,1,1,1,"1",1,,,,
"H0900102","1a3d672c757c44b2aa7ed0fa190395fc","P09001-015",2,2,,,,,,,,
"H0360403","1a4e07a2e001491990c1a79b3c0b06cc",,12,1,2,2,,1,,,,
"H2850301","1a5e7470e5e349f4bdf3b8bd8779b225","P28503-002",1,1,3,,,,1,3,22,"25"
"H1440702","1aa2f71fd3b144299a74dc9d4761a4bf","P14407-003",2,1,1,1,"1",1,,,,
"H3410601","1ac5be311466436b889555bae1886fd6","P34106-002",2,1,2,1,"1",1,,,,
"H2950201","1af73001aa914b64b6d10f3f6157e081","P29502-005",4,2,,,,,,,,
"H2950201","1af73001aa914b64b6d10f3f6157e081","P29502-002",2,1,1,1,"1",1,,,,
"H3960801","1b1ff5ccd14147ea971879bf82e54780","P39608-005",3,1,1,1,"1",1,,,,
"H0940301","1b233cd5eb5b438e805f2e541344a522",,2,2,,,,,,,,
"H1820303","1b2a1dd8c61d47d99f229fec9267bd22",,1,1,1,1,"2",1,,,,
"H0921001","1b315a8237ee42d9936b5115c9b76c1a","P09210-008",7,1,3,,,,3,,,
"H3350401","1b599a7d26094ccaadac933ba550fd0a","P33504-002",1,1,3,,,,1,1,47,"16"
"H0510801","1b8f63cdd081456c8598deeab3c32140","P05108-002",2,1,1,1,"1",1,,,,
"H4000701","1ba46e5f44f84f31936a8e9e2d8f7e49","P40007-002",2,1,2,1,"1",2,,,17,
"H0180601","1bf9208ea3ba4e8fa359969292351972","P01806-002",2,1,3,,,,2,3,20,"20"
"H3360301","1bfd952f27704db5aa96059df2731fa2",,6,1,1,1,"5",1,,,,
"H0950501","1c287823471441bc9a6706f55636bfbb","P09505-004",3,1,3,,,,3,,,
"H0950501","1c287823471441bc9a6706f55636bfbb","P09505-002",2,1,3,,,,1,3,18,"24"
"H1920801","1c510d719fcc4e01ba4f19ddc878f6f2",,7,1,3,,,,3,,,
"H0830401","1d1479037cf346309a388e4c21df5835","P08304-002",2,1,1,1,"1",1,,,,
"H1831101","1d179e34397249688d8b0b57232a08b9","P18311-006",5,2,,,,,,,,
"H1831101","1d179e34397249688d8b0b57232a08b9","P18311-002",2,1,1,1,"1",1,,,,
"H2110901","1d3e82924a9d449ab1ff8838a10ed95b","P21109-004",3,2,,,,,,,,
"H2350902","1d5566b18e9d4d44a0aa67e3b1d07051","P23509-020",5,2,,,,,,,,
"H0830302","1d5db1452c134d13a766ce2d80347a47","P08303-014",2,1,2,1,"3",1,,,,
"H2090502","1d8871f1764249158f6fd0c5bf6e97b7",,2,1,1,1,"1",1,,,,
"65","1d938aa42c73429e9889c7a86cedaa2f",,1,1,1,2,,1,,,,
"H3890101","1d98098213a349f1852ee5bd9db570cf",,6,2,,,,,,,,
"H3890101","1d98098213a349f1852ee5bd9db570cf","P38901-002",2,1,2,1,"1",1,,,,
"H2700602","1d9e7c2ca373492bbd6da273b791c7be",,8,1,2,1,"2",1,,,,
"H3110801","1da7a78f4a3348b9804b7159f8e18c98","P31108-002",2,1,1,1,"1",1,,,,
"H1820206","1dcf29bde5ad4b38bfaca4a5f224acdc","P18202-003",1,2,,,,,,,,
"37","1ddfeff49903462293869d882e446f43",,5,2,,,,,,,,
"37","1ddfeff49903462293869d882e446f43",,13,2,,,,,,,,
"37","1ddfeff49903462293869d882e446f43",,4,1,3,,,,3,,,
"37","1ddfeff49903462293869d882e446f43",,2,1,1,1,"1",1,,,,
"H4130701","1de958bacd3d4eeb82a70d6620757f8f",,4,1,1,2,,1,,,,
"H4130701","1de958bacd3d4eeb82a70d6620757f8f","P41307-004",3,2,,,,,,,,
"H3030903","1df0145a0ab24b12a2d71a32368f7c20","P30309-008",1,1,1,1,"2",1,,,,
"H2020203","1e54026f09fa40988087510deea90f46",,2,1,2,1,"1",1,,,,
"H2950401","1e56d33526fb49769284e77f0e5dad9a","P29504-002",2,1,1,1,"1",1,,,,
"H1310202","1e603a50fb0842b7b442cb034660f8ff","P13102-008",2,1,1,1,"1",1,,,,
"H3910701","1e6d3e4b71e8433ebec03f89d6b099b9","P39107-002",2,1,2,1,"1",1,,,,
"H3220501","1e77f798054d471ab8bd2f11036942ad","P32205-010",8,1,2,1,"1",2,,,16,
"H4101002","1e796e9fa1c64e16943f69008601d15b",,2,1,1,1,"1",1,,,,
"H1550801","1e99e5da500a4d44aef666fb07a8d0d2","P15508-002",2,2,,,,,,,,
"H2110501","1ec5f5dabb5c49679ddd4a558120328d",,7,1,2,1,"4",1,,,,
"H2110501","1ec5f5dabb5c49679ddd4a558120328d","P21105-007",6,1,3,,,,3,,,
"H2171001","1ed5c910418a4333a97bc91869250c15","P21710-003",3,2,,,,,,,,
"H2140501","1ee1ef1774294ebe8767b0cf2f71cb8a","P21405-001",1,1,3,,,,1,1,20,"35"
"H2140501","1ee1ef1774294ebe8767b0cf2f71cb8a","P21405-006",5,1,3,,,,3,,,
"H2140501","1ee1ef1774294ebe8767b0cf2f71cb8a","P21405-007",6,2,,,,,,,,
"H2140501","1ee1ef1774294ebe8767b0cf2f71cb8a",,9,1,1,1,"3",1,,,,
"H3170601","1ee466cb73bb431abc6c0704ce7a012d","P31706-002",2,1,1,1,"1",1,,,,
"H3170601","1ee466cb73bb431abc6c0704ce7a012d","P31706-005",5,1,,,,,,,,
"H2590401","1f0b5aa37fca42318a4ffedde0f6fed5","P25904-002",2,2,,,,,,,,
"H2590401","1f0b5aa37fca42318a4ffedde0f6fed5","P25904-005",4,1,3,,,,3,,,
"H2590401","1f0b5aa37fca42318a4ffedde0f6fed5","P25904-006",5,1,3,,,,3,,,
"H3950201","1f19f2165bba4e73aac18269975c88ea","P39502-001",1,1,3,,,,2,3,18,"20"
"H1820701","1f4d227ab74a442786bdcafb290b6a12",,4,1,3,,,,1,3,18,"20"
"H1880803","1f9c7edda3584270b8139bfb81fef543","P18808-004",1,1,1,1,"2",1,,,,
"H3960501","1fad9c71612d44ec8214de7094eecb27","P39605-002",2,1,1,1,"1",1,,,,
"H4140301","1fb71e7cd7cb4488a4a64e121fc228a3","P41403-001",1,1,1,2,,1,,,,
"62","1fc2bc11ac134c4d8d44c899ae31c47d",,2,1,2,1,"1",1,,,,
"H4130501","1fd70b9e35aa4cd6b25cbf59492adbd6","P41305-004",4,2,,,,,,,,
"H4130501","1fd70b9e35aa4cd6b25cbf59492adbd6","P41305-001",1,1,3,,,,1,1,21,"24"
"H4130501","1fd70b9e35aa4cd6b25cbf59492adbd6","P41305-005",5,2,,,,,,,,
"H4130501","1fd70b9e35aa4cd6b25cbf59492adbd6",,9,1,1,1,"2",1,,,,
"H4130501","1fd70b9e35aa4cd6b25cbf59492adbd6","P41305-003",3,2,,,,,,,,
"H4130501","1fd70b9e35aa4cd6b25cbf59492adbd6","P41305-006",6,2,,,,,,,,
"H3260701","1ffede5b0b0b47e7ad8c4596a2ddb87e","P32607-002",2,1,1,1,"1",1,,,,
"H3260701","1ffede5b0b0b47e7ad8c4596a2ddb87e","P32607-004",4,1,3,,,,3,,,
"H0360502","20184a85eee84d088e2c6d4e22b6e8b2","P03605-002",1,1,1,1,"6",2,,,17,
"H0360502","20184a85eee84d088e2c6d4e22b6e8b2","P03605-004",2,1,3,,,,3,,,
"H0530101","2054b9a40e36438d9a3e7b9c3d796249",,3,1,2,1,"2",1,,,,
"H1940203","2062fd74021e4fdc81f6dc28ca48674c","P19402-009",1,1,2,1,"2",2,,,18,
"H1940203","2062fd74021e4fdc81f6dc28ca48674c","P19402-017",3,2,,,,,,,,
"H2700801","208d9ccc80f049a29320cb05f3bb6ea2",,13,2,,,,,,,,
"H2700801","208d9ccc80f049a29320cb05f3bb6ea2",,12,1,2,1,"11",1,,,,
"H2700801","208d9ccc80f049a29320cb05f3bb6ea2",,17,1,3,,,,3,,,
"H2700801","208d9ccc80f049a29320cb05f3bb6ea2","P27008-004",4,2,,,,,,,,
"H2540302","20eff2f68f514a169a4d565c7e03c714",,3,1,1,1,"1",1,,,,
"H1860103","21228dd963014e41a1abc66bc2e70d39",,3,2,,,,,,,,
"H1860103","21228dd963014e41a1abc66bc2e70d39",,2,2,,,,,,,,
"H1860103","21228dd963014e41a1abc66bc2e70d39",,1,1,3,,,,2,3,19,"25"
"H2820601","21356128700341afab4bae888ad2f981",,2,1,1,1,"1",1,,,,
"H2820601","21356128700341afab4bae888ad2f981",,3,1,3,,,,3,,,
"H2820601","21356128700341afab4bae888ad2f981",,8,1,3,,,,3,,,
"H3090602","213e685c665441c1a77464e5790d4d39",,1,1,1,1,"8",1,,,,
"H1810301","215eced7f754465182ee352aefe848a0",,8,1,3,,,,2,3,25,"27"
"H1810301","215eced7f754465182ee352aefe848a0","P18103-003",3,1,3,,,,3,,,
"H3580402","217a20d82c0446a4928918df038adca4","P35804-002",1,1,3,,,,1,3,19,"28"
"H2800601","218810d762ab4dc6923183e4455c9cb4","P28006-004",4,2,,,,,,,,
"H2390902","218ef963d2584ed5809a0223c8f07994",,2,1,1,1,"1",1,,,,
"H2641601","21af07d78ce04063a86281f45e4277be","P26416-004",4,1,3,,,,3,,,
"H2641601","21af07d78ce04063a86281f45e4277be","P26416-002",2,1,1,1,"1",1,,,,
"H1140301","21b39e42a3fe417d8faac9e6f130d7fe","P11403-001",1,1,1,1,"8",2,,,19,
"H1420703","21b849069dbf4fd496fd37c1660cda62",,2,2,,,,,,,,
"H2350302","21c1e89cf5b74595b06ebbd7bc9271c8","P23503-013",1,1,1,1,"2",1,,,,
"H2350302","21c1e89cf5b74595b06ebbd7bc9271c8","P23503-015",3,1,3,,,,1,3,15,"24"
"H3100601","21edfe97cd3b4d8b95d3bf4876da3784","P31006-005",4,2,,,,,,,,
"H3100601","21edfe97cd3b4d8b95d3bf4876da3784","P31006-006",5,1,3,,,,3,,,
"H3270101","222fb7e72b764d618cdb129c1097002e",,10,1,3,,,,2,3,21,"34"
"H3270101","222fb7e72b764d618cdb129c1097002e","P32701-007",1,1,3,,,,3,,,
"H3270101","222fb7e72b764d618cdb129c1097002e","P32701-004",6,1,3,,,,3,,,
"H3770101","22332408a42c448fa7ac8f958aea186f","P37701-002",2,1,1,1,"1",1,,,,
"H3770101","22332408a42c448fa7ac8f958aea186f","P37701-008",8,2,,,,,,,,
"H0830202","2266b696a04b4575886b75a1ad1092aa","P08302-010",5,2,,,,,,,,
"H0830202","2266b696a04b4575886b75a1ad1092aa","P08302-008",3,2,,,,,,,,
"H0830202","2266b696a04b4575886b75a1ad1092aa","P08302-004",1,2,,,,,,,,
"H0830202","2266b696a04b4575886b75a1ad1092aa",,15,2,,,,,,,,
"H0900701","22750893266c4435af80e032a5e7b47e","P09007-002",2,1,2,1,"1",1,,,,
"H3400101","22774e78ebc7419585623a08408c8f96","P34001-002",2,1,1,1,"1",1,,,,
"H2940802","2279a0d187384ac491f8c51a8fab14a0","P29408-007",1,1,1,1,"2",1,,,,
"18","2280f98ac1154da5a0ef0da8b4a4f4bb",,2,1,1,1,"1",2,,,16,
"H2620904","22844fe158ea44cfae5adc224aa11ad0","P26209-020",2,1,1,1,"1",1,,,,
"6","2333ca9510e4498f8d54172fa9728246",,1,1,1,2,,1,,,,
"H1430701","2347da6cb24c4be0afebe738c920950f","P14307-005",5,1,3,,,,3,,,
"H1430701","2347da6cb24c4be0afebe738c920950f","P14307-004",4,1,3,,,,3,,,
"H1430701","2347da6cb24c4be0afebe738c920950f","P14307-003",3,2,,,,,,,,
"H1430701","2347da6cb24c4be0afebe738c920950f","P14307-002",2,1,1,1,"1",1,,,,
"H3100801","2353319aa97d462c9e3c06c17aeb4da9","P31008-002",2,1,1,1,"1",1,,,,
"H2780401","236a304fee1f4de29bda56006ce6d313","P27804-002",2,1,1,1,"1",1,,,,
"H3360101","23aacb17c7d14b7587e396301439e9b1","P33601-002",2,2,,,,,,,,
"H1250701","23b418ce7f8f4276aa4df9c04473aded",,1,2,,,,,,,,
"H0641101","23c108ade72a47ee966e7552f5f47721","P06411-002",2,1,1,1,"1",1,,,,
"H1620601","23db11534e2c4249b81c216e8b966629",,4,1,1,1,"9",1,,,,
"H2970801","23f174f359df441baa0a8f74e693287b","P29708-002",2,2,,,,,,,,
"H2200101","23f4edd97e1c4a6490f1029959d2b448","P22001-002",2,1,1,1,"1",1,,,,
"H1631001","2411b6aa51194cc7bd8042149b27bd50","P16310-001",1,1,1,1,"2",1,,,,
"H0880502","2421880afd1f46b190f4732fc8e5e835","P08805-002",1,1,3,,,,1,1,14,"18"
"H0880502","2421880afd1f46b190f4732fc8e5e835",,3,1,3,,,,1,3,22,"24"
"H2390302","242f1a71e8a849a19b74d971b9696d78","P23903-002",1,1,2,1,"6",2,,,14,
"H1400301","24e7263069f047278cece7ede45d45e6",,13,1,2,2,,1,,,,
"H1400301","24e7263069f047278cece7ede45d45e6",,6,1,3,,,,3,,,
"H0910601","2560e1f4097c422e87be78db2325d8c3",,6,1,3,,,,3,,,
"H3360801","25a28d50ed314dc893201f8618e8016c",,2,1,2,1,"1",1,,,,
"H4140801","25a7e21d7611402293c81b697f449178","P41408-001",1,1,1,1,"2",1,,,,
"H1640502","25c1e14ebc92478c9687b83c28f200c7","P16405-005",2,1,1,1,"1",1,,,,
"H1080101","25dc375c204c42e39c18b99f42fc1778","P10801-007",4,1,1,1,"1",2,,,14,
"H2001002","26044ee7130241baba4bdc7a96acea48","P20010-001",1,1,,,,,,,,
"H2990801","26200519fc50421e9124dc3852fa642b","P29908-003",3,1,1,2,,1,,,,
"H2560301","263386962d864374a0b0a547ec62a350",,2,1,1,1,"1",1,,,,
"H2560301","263386962d864374a0b0a547ec62a350",,5,2,,,,,,,,
"H3580301","2641680671474fe9bcaa1400527c6fad","P35803-002",2,1,2,1,"1",2,,,22,
"H4000501","264b7a9fbdbc44c6898a02a98b23f99e","P40005-001",1,1,1,1,"2",1,,,,
"H4000501","264b7a9fbdbc44c6898a02a98b23f99e",,6,2,,,,,,,,
"H1480501","2651254af3e44058890c9eb3c3409a41","P14805-003",8,2,,,,,,,,
"H1480501","2651254af3e44058890c9eb3c3409a41","P14805-002",5,1,2,1,"7",2,,,13,
"H1480501","2651254af3e44058890c9eb3c3409a41","P14805-005",1,2,,,,,,,,
"H2480801","26559ff43fd74a9b91c0dab89a1e5e1a","P24808-001",1,1,3,,,,1,3,15,"20"
"H0740803","26632ef456944935a402d8947d1a2c3b","P07408-015",2,1,3,,,,2,1,18,"19"
"H3110201","2668508cadbf4cfbb5d1b183c94e2df7","P31102-004",4,1,3,,,,1,3,18,"25"
"H1700501","2679d8e3f29c45da958667e8eb732ac6","P17005-004",4,2,,,,,,,,
"H1700501","2679d8e3f29c45da958667e8eb732ac6","P17005-001",1,1,3,,,,1,3,18,"25"
"H1700501","2679d8e3f29c45da958667e8eb732ac6","P17005-003",3,1,3,,,,3,,,
"H0751001","2699e718776c46c3bce1a0e2bec03fce",,8,1,3,,,,3,,,
"H3560101","26df7db98a224f2d8cc3df26834c8cb3",,15,1,3,,,,3,,,
"H3560101","26df7db98a224f2d8cc3df26834c8cb3",,12,1,2,2,,1,,,,
"H3550902","2715f05e4bf74f6ab35ff0768a856cb6","P35509-001",1,2,,,,,,,,
"H2790102","27237f19b78242dbbc6cb7d6b3b68dcb","P27901-010",2,1,1,1,"1",1,,,,
"H0571001","2741e17f8d1b49c185021ec0e626861b","P05710-002",2,1,1,1,"1",1,,,,
"H0610502","275105346d6546298931c7fc48c2180b","P06105-003",2,1,1,1,"6",2,,,18,
"H2150601","27601ff81e98425c8616230962088eb4","P21506-002",1,2,,,,,,,,
"H2150601","27601ff81e98425c8616230962088eb4","P21506-004",3,2,,,,,,,,
"H3060501","276430fd8d7e4c538fcf6a118cc79610","P30605-006",2,1,1,2,,1,,,,
"H3740701","277509c12a5148299027784fbb1bfd7c","P37407-005",3,1,3,,,,3,,,
"H3740701","277509c12a5148299027784fbb1bfd7c","P37407-001",1,1,1,2,,1,,,,
"H1590903","278f265f66af4decb24250d3bf8660af","P15909-015",2,1,2,1,"1",1,,,,
"H1590903","278f265f66af4decb24250d3bf8660af","P15909-029",12,1,3,,,,3,,,
"H1920701","279ea3f4cec74bc8b427913dbdf52218",,2,1,2,2,,2,,,18,
"H2740402","27a093bc2d67470cbe5e4924512c041c","P27404-002",1,2,,,,,,,,
"H2740402","27a093bc2d67470cbe5e4924512c041c","P27404-008",2,1,3,,,,3,,,
"H0691103","27aef0587e66425bba00b0b95bbae4d2","P06911-003",1,1,3,,,,2,3,20,"29"
"H2351301","27b6e91ecead43f9b441b684d9d0bc6d",,8,1,3,,,,2,3,17,"21"
"H2351301","27b6e91ecead43f9b441b684d9d0bc6d","P23513-001",1,2,,,,,,,,
"H2630501","27c63ae2e23b464bb4b4761b51f89625","P26305-002",1,2,,,,,,,,
"H3850401","27ce738560f943668b37d06deeba9ce9","P38504-005",4,2,,,,,,,,
"H3850401","27ce738560f943668b37d06deeba9ce9","P38504-002",2,1,1,1,"1",2,,,15,
"H4230701","280407199a6e4a3a98802ff094d8067a","P42307-002",2,1,1,1,"1",1,,,,
"H4230701","280407199a6e4a3a98802ff094d8067a","P42307-003",3,1,3,,,,3,,,
"H0460301","281285cc889c4acfa7db3eaeb3bc8f8c",,5,1,3,,,,3,,,
"H0460301","281285cc889c4acfa7db3eaeb3bc8f8c",,7,1,3,,,,1,3,20,"25"
"H4240501","281c1e9727e24f3ba38cd4bdaec4edf0","P42405-002",2,1,1,1,"1",2,,,20,
"H2080503","284476b0690d4911a73aef0c8f2ce96f","P20805-003",1,1,2,2,,2,,,19,
"H2080503","284476b0690d4911a73aef0c8f2ce96f",,5,2,,,,,,,,
"H2080503","284476b0690d4911a73aef0c8f2ce96f",,7,2,,,,,,,,
"H3690301","2845cc47e5704aa9ac7cdf15776878c0","P36903-005",1,2,,,,,,,,
"H3690301","2845cc47e5704aa9ac7cdf15776878c0","P36903-004",6,2,,,,,,,,
"H4000101","284b713e357144edb64d95deab3d0d6b","P40001-004",4,1,3,,,,3,,,
"H4000101","284b713e357144edb64d95deab3d0d6b","P40001-002",2,1,1,1,"1",1,,,,
"H3560201","286fb3a948f0476582bda5f78b7d1a5d","P35602-004",4,2,,,,,,,,
"H3560201","286fb3a948f0476582bda5f78b7d1a5d","P35602-003",3,1,3,,,,3,,,
"H3900101","28a179792a564fd496adc09a3de78988","P39001-002",2,1,2,1,"1",1,,,,
"H1620901","28a4313be38741dcbc036222837ce05d",,1,1,1,1,"10",1,,,,
"H1860501","28e84f72b4134aa9828ea477592d1acc","P18605-002",2,1,1,1,"1",1,,,,
"H1860501","28e84f72b4134aa9828ea477592d1acc","P18605-009",7,2,,,,,,,,
"H3500301","28fae53d8b8b40708861a82637daba05","P35003-002",2,1,3,,,,3,,,
"H2570603","291f57c9d36241a0aea055acaa9e20ff",,3,2,,,,,,,,
"H2570603","291f57c9d36241a0aea055acaa9e20ff","P25706-015",1,1,3,,,,3,,,
"H2950701","292b612919db497d9aa8a0f850c604a0","P29507-002",2,1,1,1,"1",1,,,,
"H2850502","29559b97fd1542908cd36929b5c0efdf","P28505-014",3,1,1,1,"1",1,,,,
"H0370601","295fa0511fcc44728e35080273e881bd","P03706-002",2,1,1,1,"1",1,,,,
"H1910201","296375cdfbf0448faa769a47d30201c6","P19102-007",6,2,,,,,,,,
"H1910201","296375cdfbf0448faa769a47d30201c6","P19102-001",1,1,3,,,,3,,,
"H4240901","2976322f065f415cb140d32e065c5336","P42409-002",2,2,,,,,,,,
"H1740801","298d0a675d804e58bbd49ce037f2312d","P17408-001",1,1,1,1,"2",1,,,,
"H1740801","298d0a675d804e58bbd49ce037f2312d",,6,2,,,,,,,,
"H1400802","2996bdef98fc498eb7d1544ab289a949","P14008-006",3,1,1,1,"1",2,,,18,
"H1400802","2996bdef98fc498eb7d1544ab289a949","P14008-005",2,1,1,1,"1",1,,,,
"H0830803","29ca29e8dc634ddb98594b73b156ce57","P08308-024",2,1,2,1,"1",1,,,,
"H0381101","29ecf615ade249ec872ad704fa701c1e","P03811-001",1,1,3,,,,1,3,18,"32"
"H2620801","29f77616aa4f47ffb44bac82fbacef59",,1,1,2,1,"6",2,,,17,
"H1810402","2a3fdc60eacb43afa748089b59e75d72","P18104-006",5,1,1,1,"1",1,,,,
"H4100601","2a4e78a423c44854b320caf10951c60b","P41006-005",5,2,,,,,,,,
