"hhid","PID","s4q02","s4q03","s4q04","s4q04_1","s4q05","s4q06","s4q07","s4q08","s4q09","s4q10","s4q11","s4q12","s4q7_1a","s4q7_1b","s4q07a","s4q12_1","s4q13","s4q14","s4q14b","h4q15h","h4q15i","h4q15j","h4q15e","h4q15b","h4q15c","h4q15d","h4q15k","s4h15f","h4q15g_1","h4q15g","s4q16","s4q17","s4q18"
"02617e359bfc48cbaa6ff204cb915790",3,2,2,4,,3,,,,30,31,2,3,,,,1,,,,1,,1,1,150000,180000,10000,,100000,500000,940000,2,,
"02617e359bfc48cbaa6ff204cb915790",4,2,2,4,,3,,,,12,13,2,3,,,,1,,,,1,20000,1,1,60000,120000,10000,,120000,250000,580000,2,,
"02617e359bfc48cbaa6ff204cb915790",5,2,2,4,,3,,,,12,13,2,3,,,,1,,,,1,20000,1,1,60000,120000,10000,,120000,250000,580000,2,,
"02617e359bfc48cbaa6ff204cb915790",6,1,,1,2,3,,,,13,13,2,3,,,,1,,,,1,20000,1,1,60000,120000,10000,,120000,120000,450000,2,,
"02617e359bfc48cbaa6ff204cb915790",7,2,2,1,,3,,,,10,11,1,3,,,,1,,,,240000,,,1,30000,22500,60000,,60000,,412500,2,,
"02617e359bfc48cbaa6ff204cb915790",8,2,2,4,,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"02617e359bfc48cbaa6ff204cb915790",9,2,2,1,,3,,,,1,10,1,1,,,,,5,25,7,150000,20000,,,60000,12000,,,20000,30000,292000,2,,3
"02617e359bfc48cbaa6ff204cb915790",10,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",2,2,10,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",3,1,,4,2,3,,,,33,34,4,3,,,,1,,,,1800000,50000,,1500000,200000,108000,20000,,210000,,3888000,2,,
"02931fcf3f8c4454919998cd30c933d3",4,1,,4,2,3,,,,30,31,2,3,,,,1,,,,1467000,,,1500000,,100000,50000,,100000,,3217000,2,,
"02931fcf3f8c4454919998cd30c933d3",5,2,10,4,,3,,,,15,16,2,3,,,,1,,,,1449000,100000,,1500000,,120000,40000,,70000,,3279000,2,,
"02931fcf3f8c4454919998cd30c933d3",6,2,10,4,,3,,,,11,12,2,3,,,,2,3,10,6,1500000,,,,,80000,540000,,600000,,2720000,2,,2
"02931fcf3f8c4454919998cd30c933d3",9,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"02931fcf3f8c4454919998cd30c933d3",10,1,,4,2,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",1,1,,1,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",2,1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"02a50a54fb3a4c9f989e246cb0c9200e",3,2,1,1,,3,,,,0,10,1,1,,,,,3.2,20,1,1000,500,3000,,5000,600,,,,,10100,1,1,3
"02a50a54fb3a4c9f989e246cb0c9200e",5,2,1,1,,2,,17,12,,,,,,,,,,,,,,,,,,,,,,,,,
"02ad65979b5d4f9e8654d5912304304d",1,1,,4,2,2,,41,1,,,,,,,,,,,,,,,,,,,,,,,,,
"031fbb84e2af4d5e889ccc7492ecbf55",1,1,,4,2,2,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,
"031fbb84e2af4d5e889ccc7492ecbf55",2,2,1,4,,2,,36,3,,,,,,,,,,,,,,,,,,,,,,,,,
"031fbb84e2af4d5e889ccc7492ecbf55",3,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",1,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",4,2,9,4,,2,,31,10,,,,,,,,,,,,,,,,,,,,,,,,,
"03292ce0d7f24e42801500e576140648",5,2,9,4,,3,,,,16,30,1,3,,,,1,,,,,10000,,,,125000,16000,,290000,680000,1121000,2,,
"03292ce0d7f24e42801500e576140648",6,2,9,4,,3,,,,14,15,2,1,,,,,1,15,1,,,,,,56000,,,,168000,224000,2,,3
"03292ce0d7f24e42801500e576140648",7,2,9,4,,3,,,,11,12,2,1,,,,,1,15,1,,,,,,15000,,,,99000,114000,2,,3
"03292ce0d7f24e42801500e576140648",8,2,9,1,,3,,,,1,1,2,1,,,,,1,15,1,,,,,,12000,,,15000,84000,111000,2,,3
"03292ce0d7f24e42801500e576140648",9,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",1,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0349cc41571b406e889303445fe7e34c",4,2,1,4,,3,,,,14,15,1,1,,,,,0.3,15,1,9000,,12000,,13500,60000,,,,,94500,1,1,3
"0349cc41571b406e889303445fe7e34c",5,2,1,4,,3,,,,14,14,1,1,,,,,0.2,15,1,9000,,6000,,,25000,,,,,40000,1,2,3
"034e9ec479764a228fa3ebdd8d359cf0",1,1,,4,2,2,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",2,2,1,4,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"034e9ec479764a228fa3ebdd8d359cf0",6,2,1,4,,3,,,,32,33,2,3,,,,1,,,,1,70000,1,1,,117000,36000,,46000,750000,1019000,2,,
"034e9ec479764a228fa3ebdd8d359cf0",7,1,,4,2,3,,,,15,15,1,1,,,,,2,40,1,1,1,1,,10000,35000,,,1,120000,165000,1,1,2
"034f0004fa7a4a25b4aacdb196177f2b",1,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",2,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034f0004fa7a4a25b4aacdb196177f2b",4,2,1,4,,3,,,,10,11,4,1,,,,,0.1,1,1,30000,,6000,,,20000,,,15000,,71000,2,,2
"034f0004fa7a4a25b4aacdb196177f2b",5,2,1,1,,3,,,,11,12,4,1,,,,,0.1,1,1,30000,,6000,,,20000,,,15000,,71000,2,,2
"034f0004fa7a4a25b4aacdb196177f2b",6,1,,4,1,3,,,,14,15,4,1,,,,,0.1,1,1,75000,,6000,,,30000,,,15000,,126000,2,,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",1,2,2,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",2,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",3,2,2,4,,3,,,,0,33,1,3,,,,1,,,,600000,240000,80000,,60000,120000,,,300000,,1400000,2,,
"035c9f46cc9a41f9bacdbe9a5de03d8c",4,2,2,4,,3,,,,31,32,1,3,,,,2,0.1,2,1,1,,1,,,135000,,,1,315000,450000,1,1,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",5,2,2,4,,3,,,,16,30,1,3,,,,2,0.1,2,1,1,,1,,,85000,,,1,315000,400000,2,,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",6,2,2,4,,3,,,,12,12,2,1,,,,,0.1,2,1,,,9000,,12000,30000,,,30000,,81000,2,,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",7,2,2,2,,3,,,,11,12,2,1,,,,,0.1,2,1,150000,,9000,,12000,30000,,,30000,,231000,2,,2
"035c9f46cc9a41f9bacdbe9a5de03d8c",8,2,2,1,,3,,,,0,1,2,1,,,,,0.1,2,1,80000,,9000,,10000,5600,,,,,104600,2,,3
"035c9f46cc9a41f9bacdbe9a5de03d8c",9,2,2,1,,3,,,,0,1,2,1,,,,,2,2,1,40000,,,,,24000,,,,,64000,2,,3
"0367b97ab6cb487095e018a1ffdf17a9",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",2,1,,1,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",3,2,1,4,,3,,,,13,14,1,1,,,,,3.6,45,1,15000,,,,15000,12000,,,6000,,48000,1,1,3
"0367b97ab6cb487095e018a1ffdf17a9",4,2,1,4,,3,,,,13,14,1,1,,,,,1,45,1,15000,,,,18000,15000,,,6000,,54000,1,1,3
"0367b97ab6cb487095e018a1ffdf17a9",5,2,1,1,,3,,,,1,10,1,1,,,,,3.6,90,1,15000,,,,7500,3000,,,,,25500,1,1,3
"0367b97ab6cb487095e018a1ffdf17a9",6,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0367b97ab6cb487095e018a1ffdf17a9",7,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",1,2,3,4,,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",2,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",3,2,2,4,,3,,,,33,34,2,3,,,,2,0.25,20,1,1200000,100000,50000,,200000,180000,,,80000,,1810000,2,,2
"036b190944154e22bbd0d574a8d08be0",4,2,2,4,,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,
"036b190944154e22bbd0d574a8d08be0",5,2,2,4,,3,,,,15,16,2,3,,,,2,0.25,30,1,900000,100000,,,50000,105000,,,20000,,1175000,2,,2
"036b190944154e22bbd0d574a8d08be0",6,2,2,4,,3,,,,14,15,2,3,,,,2,0.25,30,1,750000,,15000,,50000,75000,,,20000,,910000,2,,2
"036b190944154e22bbd0d574a8d08be0",7,2,2,4,,3,,,,12,13,2,3,,,,2,0.25,30,1,600000,,15000,,30000,54000,,,20000,,719000,2,,2
"036b190944154e22bbd0d574a8d08be0",8,2,2,4,,3,,,,16,30,1,3,,,,2,1,35,1,150000,,,,35000,120000,,,15000,,320000,1,1,2
"036b190944154e22bbd0d574a8d08be0",9,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",1,1,,4,2,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",2,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",3,1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,
"038bf67186f048d1966a17475bedd578",4,1,,4,2,2,,34,12,,,,,,,,,,,,,,,,,,,,,,,,,
"03c42091117d479097bf8be7a9dfebb1",4,1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03c42091117d479097bf8be7a9dfebb1",5,1,,4,2,2,,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",1,2,2,4,,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",2,1,,4,2,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",3,2,2,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",4,2,2,4,,3,,,,32,33,1,3,,,,1,,,,105000,20000,30000,,80000,180000,18000,,150000,,583000,1,1,
"03d4f5f6631747878b76ad399fb2b80c",5,2,2,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",6,2,2,4,,2,,16,11,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",7,2,2,4,,2,,15,11,,,,,,,,,,,,,,,,,,,,,,,,,
"03d4f5f6631747878b76ad399fb2b80c",8,2,2,4,,3,,,,14,14,2,1,,,,,1.5,30,1,30000,,15000,,15000,24000,,,,,84000,2,,3
"03d4f5f6631747878b76ad399fb2b80c",10,2,2,4,,3,,,,1,1,2,1,,,,,1,30,1,90000,,9000,,,12000,,,,,111000,2,,3
"03dcda394fdc4008868fe663e6f762c8",1,2,2,4,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03dcda394fdc4008868fe663e6f762c8",2,1,,1,1,2,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03dcda394fdc4008868fe663e6f762c8",3,2,2,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"03dcda394fdc4008868fe663e6f762c8",4,1,,1,1,3,,,,12,13,1,1,,,,,2.5,70,1,48000,,,,,14300,,,10700,,73000,1,1,3
"03dcda394fdc4008868fe663e6f762c8",5,1,,1,1,3,,,,11,11,1,1,,,,,2.5,70,1,33000,,,,,14300,,,10700,,58000,1,1,3
"03dcda394fdc4008868fe663e6f762c8",6,2,2,1,,3,,,,10,11,1,1,,,,,2.5,70,1,33000,,,,,10500,,,10700,,54200,1,1,3
"03dcda394fdc4008868fe663e6f762c8",7,2,2,1,,3,,,,1,1,1,1,,,,,2.5,70,1,33000,,,,,10500,,,10700,,54200,1,1,3
"03dcda394fdc4008868fe663e6f762c8",8,2,2,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",1,1,,1,1,2,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",6,2,1,4,,2,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,
"03f862af923942ad9f37fa65f52a8f3d",7,2,1,1,,3,,,,10,10,1,1,,,,,1.6,20,1,9000,1500,4500,,,200,,,,,15200,2,,3
"03f862af923942ad9f37fa65f52a8f3d",8,2,1,1,,3,,,,13,13,1,1,,,,,1.6,20,1,9000,2000,6000,,,4000,,,,,21000,1,1,3
"03f862af923942ad9f37fa65f52a8f3d",9,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04077875a3894775bb24f2f42e7adc67",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"04077875a3894775bb24f2f42e7adc67",3,2,1,4,,3,,,,33,34,4,3,,,,1,,,,1,,,1,1,195000,36000,,150000,1000000,1381000,2,,
"04077875a3894775bb24f2f42e7adc67",4,2,1,4,,3,,,,30,31,1,3,,,,1,,,,1,,,1,1,195000,30000,,150000,900000,1275000,2,,
"04077875a3894775bb24f2f42e7adc67",5,2,1,4,,3,,,,11,12,2,3,,,,1,,,,1,,,1,1,22500,30000,,120000,840000,1012500,2,,
"04077875a3894775bb24f2f42e7adc67",8,1,,4,2,2,,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
"04079e5069be47278c3ec71eb77a8997",1,1,,4,2,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"04079e5069be47278c3ec71eb77a8997",2,2,1,4,,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"040ecbcfb343431bb6645772dd87c2bb",1,2,2,2,,2,,98,3,,,,,,,,,,,,,,,,,,,,,,,,,
"040ecbcfb343431bb6645772dd87c2bb",2,1,,1,1,2,,16,13,,,,,,,,,,,,,,,,,,,,,,,,,
"040ecbcfb343431bb6645772dd87c2bb",3,2,2,1,,3,,,,13,13,2,3,,,,2,3,90,1,210000,,6000,,,52500,,,,,268500,2,,3
"040ecbcfb343431bb6645772dd87c2bb",4,2,2,1,,3,,,,10,11,2,1,,,,,2.5,100,1,135000,,6000,,,18000,,,,,159000,2,,3
"040ecbcfb343431bb6645772dd87c2bb",5,2,2,1,,3,,,,1,1,2,1,,,,,2.5,120,1,135000,,6000,,18000,9000,,,,,168000,2,,3
"0418981cf19046bd930dbbfe8af3c1c4",1,2,2,4,,2,,98,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0418981cf19046bd930dbbfe8af3c1c4",2,1,,4,2,2,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0418981cf19046bd930dbbfe8af3c1c4",3,2,2,4,,3,,,,30,31,2,3,,,,1,,,,1,,1,1,25000,60000,24000,,,1200000,1309000,2,,
"0418981cf19046bd930dbbfe8af3c1c4",4,1,,1,2,3,,,,14,14,2,3,,,,2,0.5,15,1,1,,1,,25000,32000,,,150000,318000,525000,2,,2
"042c4cc37a904f18a05671d5323d78d3",1,1,,4,2,2,,61,1,,,,,,,,,,,,,,,,,,,,,,,,,
"042c4cc37a904f18a05671d5323d78d3",2,1,,4,2,2,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,
"042c4cc37a904f18a05671d5323d78d3",4,2,2,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",1,1,,1,1,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",2,1,,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",3,2,1,1,,2,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",4,2,1,1,,2,,14,3,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",5,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",6,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",7,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"043058c9577d4e2ebeeb2c62c20acb22",8,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0436a29148344151a89c6a941e52e1d0",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0436a29148344151a89c6a941e52e1d0",4,2,1,4,,2,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0436a29148344151a89c6a941e52e1d0",5,1,,4,2,2,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0436a29148344151a89c6a941e52e1d0",6,2,1,4,,3,,,,15,16,2,3,,,,1,,,,900000,,90000,,50000,72000,50000,,60000,,1222000,2,,
"0436a29148344151a89c6a941e52e1d0",7,2,1,4,,3,,,,13,14,2,3,,,,2,0.1,10,1,225000,,12000,,,54000,,,30000,,321000,2,,2
"0436a29148344151a89c6a941e52e1d0",8,2,1,4,,3,,,,10,11,2,3,,,,2,0.1,10,1,165000,,12000,,,54000,,,30000,,261000,2,,2
"0436a29148344151a89c6a941e52e1d0",9,2,1,4,,3,,,,1,10,2,3,,,,2,0.1,10,1,165000,,12000,,25000,54000,,,30000,,286000,2,,2
"044525d42e7547cb844fa01062ed908c",1,1,,4,2,2,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",2,2,1,4,,2,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",3,2,1,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"044525d42e7547cb844fa01062ed908c",7,2,1,4,,3,,,,15,15,1,1,,,,,0.3,5,1,10000,,4000,,,28000,,,4000,,46000,1,1,3
"044525d42e7547cb844fa01062ed908c",9,2,1,4,,3,,,,13,14,1,1,,,,,0.3,5,1,10000,,4000,,6000,26000,,,4000,,50000,1,1,3
"044525d42e7547cb844fa01062ed908c",10,2,1,1,,3,,,,13,13,1,1,,,,,0.3,5,1,10000,,2000,,,15000,,,4000,,31000,1,1,3
"044525d42e7547cb844fa01062ed908c",11,2,1,1,,3,,,,1,10,1,1,,,,,0.3,5,1,,,,,,2500,,,,,2500,1,1,3
"044525d42e7547cb844fa01062ed908c",12,2,1,1,,3,,,,1,10,1,1,,,,,0.3,5,1,,,,,,800,,,,,800,1,1,3
"044c92119a6e44b6bd74f41b5131f7fb",1,1,,1,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"044c92119a6e44b6bd74f41b5131f7fb",2,2,1,1,,3,,,,10,10,1,1,,,,,1,20,1,10000,,,,,1500,,,,,11500,1,1,3
"044c92119a6e44b6bd74f41b5131f7fb",3,1,,4,2,2,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,
"044c92119a6e44b6bd74f41b5131f7fb",4,2,1,1,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044fe31f64084ca4bb3d0474820c95ff",1,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0475d96d540e42f48e10f7e052c18533",1,1,,4,2,2,,22,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0475d96d540e42f48e10f7e052c18533",2,2,1,4,,2,,22,3,,,,,,,,,,,,,,,,,,,,,,,,,
"0475d96d540e42f48e10f7e052c18533",4,2,1,4,,3,,,,60,60,1,1,3,1,2,,0.2,10,1,1,1,1,,,1,1,,1,3500000,3500000,2,,3
"0475d96d540e42f48e10f7e052c18533",5,2,1,4,,3,,,,32,33,2,3,,,,2,0.2,15,1,1,1,1,,1,1,,,1,1440000,1440000,2,,3
"0475d96d540e42f48e10f7e052c18533",6,2,1,4,,3,,,,11,12,4,3,,,,2,0.1,5,1,1,,1,,,1,,,1,320000,320000,1,1,3
"048117d75d7e486587c27ca4bb7d294f",1,2,4,4,,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"048117d75d7e486587c27ca4bb7d294f",4,1,,4,2,2,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,
"04a6909c35374a8088daf007b717dba1",1,1,,4,2,2,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,
"04a6909c35374a8088daf007b717dba1",3,2,1,4,,3,,,,31,32,2,3,,,,2,0.25,10,1,240000,,30000,,,78000,,,21000,,369000,2,,3
"04a6909c35374a8088daf007b717dba1",4,2,1,1,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04a6909c35374a8088daf007b717dba1",5,2,1,1,,3,,,,1,10,2,1,,,,,0.04,1,1,225000,,,,,30600,,,19000,,274600,2,,3
"04a6909c35374a8088daf007b717dba1",7,2,1,4,,3,,,,13,13,1,3,,,,2,0.04,2,1,150000,,9000,,25000,79500,,,6000,,269500,1,1,2
"04adcf9e96a14cc2879a6d47da1a2ae9",2,1,,1,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04beb1f67d72438a95bbd2da5ae9bc56",1,2,2,4,,2,,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
"04beb1f67d72438a95bbd2da5ae9bc56",2,1,,4,2,2,,32,9,,,,,,,,,,,,,,,,,,,,,,,,,
"04beb1f67d72438a95bbd2da5ae9bc56",3,2,2,4,,2,,17,9,,,,,,,,,,,,,,,,,,,,,,,,,
"04beb1f67d72438a95bbd2da5ae9bc56",4,2,2,4,,3,,,,30,30,2,3,,,,1,,,,800000,10000,,,35000,100000,30000,,80000,,1055000,2,,
"04beb1f67d72438a95bbd2da5ae9bc56",5,2,2,4,,3,,,,14,15,2,3,,,,2,3,10,3,300000,,,,,30000,30000,,5000,,365000,2,,2
"04beb1f67d72438a95bbd2da5ae9bc56",6,2,2,4,,3,,,,11,12,2,3,,,,2,3,30,3,150000,,,,,18000,30000,,5000,,203000,2,,2
"04beb1f67d72438a95bbd2da5ae9bc56",7,2,2,4,,3,,,,1,1,2,3,,,,2,0.5,10,1,150000,5000,3000,,15000,10000,,,,,183000,2,,3
"04beb1f67d72438a95bbd2da5ae9bc56",8,2,2,1,,3,,,,0,1,2,3,,,,2,0.5,10,1,105000,5000,3000,,10000,10000,,,,,133000,2,,3
"04e3098df42742428550ed1754b3cce9",1,1,,4,2,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
"04e3098df42742428550ed1754b3cce9",2,1,,1,2,2,,14,9,,,,,,,,,,,,,,,,,,,,,,,,,
"04e3098df42742428550ed1754b3cce9",3,2,2,1,,2,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,
"04e3098df42742428550ed1754b3cce9",4,2,2,4,,2,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
"04e3098df42742428550ed1754b3cce9",5,2,2,2,,3,,,,16,16,2,1,,,,,0.7,10,1,255000,50000,20000,,30000,60000,,,30000,,445000,2,,2
"04e3098df42742428550ed1754b3cce9",6,2,2,4,,3,,,,15,16,2,1,,,,,0.7,10,1,255000,50000,20000,,,60000,,,30000,,415000,2,,2
"04e3098df42742428550ed1754b3cce9",7,2,2,4,,3,,,,14,15,2,1,,,,,0.7,10,1,216000,,30000,,,50000,,,,,296000,2,,2
"04e3098df42742428550ed1754b3cce9",8,2,2,2,,3,,,,1,10,2,1,,,,,0.7,10,1,156000,,15000,,25000,15000,,,,,211000,2,,2
"04e3098df42742428550ed1754b3cce9",9,2,2,1,,3,,,,1,1,2,1,,,,,0.7,10,1,135000,,9000,,25000,15000,,,,,184000,2,,2
"04e3098df42742428550ed1754b3cce9",10,2,2,1,,3,,,,0,1,2,1,,,,,0.7,10,1,135000,,,,,15000,,,,,150000,2,,2
"04e3098df42742428550ed1754b3cce9",12,2,2,4,,3,,,,15,16,2,1,,,,,0.7,10,1,255000,50000,20000,,,60000,,,30000,,415000,2,,2
"04e34e77abfc4a14a6ddb3f8604a51ee",1,2,2,4,,3,,,,15,16,2,1,,,,,0.5,15,1,225000,37000,30000,,,40000,,,73500,,405500,1,1,2
"04e34e77abfc4a14a6ddb3f8604a51ee",2,1,,4,2,2,,51,1,,,,,,,,,,,,,,,,,,,,,,,,,
"04e34e77abfc4a14a6ddb3f8604a51ee",3,2,2,4,,2,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,
"04e34e77abfc4a14a6ddb3f8604a51ee",4,2,2,4,,3,,,,11,12,2,3,,,,1,,,,1650000,,,,,55000,36000,,,,1741000,2,,
"04e34e77abfc4a14a6ddb3f8604a51ee",5,2,2,4,,3,,,,11,12,2,3,,,,1,,,,1650000,,,,,55000,36000,,,,1741000,2,,
"04fbfbe14e064de88046b1bd162fb008",2,1,,2,2,2,,34,1,,,,,,,,,,,,,,,,,,,,,,,,,
"04fbfbe14e064de88046b1bd162fb008",3,2,2,1,,3,,,,1,1,2,1,,,,,1,30,1,,,,,,18000,,,,300000,318000,2,,2
"04fbfbe14e064de88046b1bd162fb008",4,1,,4,2,2,,17,3,,,,,,,,,,,,,,,,,,,,,,,,,
"05052c1f4a06454ca9f2ef68f4ed9918",1,2,2,4,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05052c1f4a06454ca9f2ef68f4ed9918",2,1,,4,2,2,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,
"05052c1f4a06454ca9f2ef68f4ed9918",3,1,,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05052c1f4a06454ca9f2ef68f4ed9918",4,1,,4,2,3,,,,14,15,2,3,,,,2,0.8,10,1,141000,,,,30000,38500,,,,,209500,2,,3
"05052c1f4a06454ca9f2ef68f4ed9918",5,2,2,4,,3,,,,16,30,1,3,,,,1,,,,1,,,1,1,86500,48000,,60000,1440000,1634500,1,1,
"053050b9f02d468dabfb5515b9f97be6",1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"053050b9f02d468dabfb5515b9f97be6",3,1,,4,2,2,,51,3,,,,,,,,,,,,,,,,,,,,,,,,,
"053050b9f02d468dabfb5515b9f97be6",4,2,1,2,,2,,41,3,,,,,,,,,,,,,,,,,,,,,,,,,
"053050b9f02d468dabfb5515b9f97be6",5,2,1,4,,2,,16,3,,,,,,,,,,,,,,,,,,,,,,,,,
