"hhid","h10_respondent","s10q01","s10q02","s10q03","s10q04","s10q05a","s10q05b","s10q05c","s10q06","s10q07a","s10q07b","s10q08a","s10q08b","s10q08c","s10q08d","s10q08e","s10q08f","s10q08g","s10q08h","s10q08x","s10q08z","s10q09","s10q10","s10q11","s10q12"
"6e8c9d3f6c874230bcbedc3f9f0285a6","2",1,24,2,,,,,2,,,1,,,,,1,,,,,6,2,5,2
"700a7590826b431cb9e47a318d26b007","1",2,,,,,,2,2,,,,,,,,1,,,,,6,2,2,3
"6fdf85be796543e8b302ac8bc94f3812","1",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,3,3
"707ff6e75e5a4970ae0d0449fbf1c17c","4",1,24,5,,15000,30,,2,,,,,,,,1,,,,,6,2,8,1
"7073a1951b984205b4413a79532a747c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"702d4b2225ab4dbe92a40506296adf2d","1",2,,,,,,1,2,,,,,,1,,,,,,,4,2,8,1
"70c760d051444ba5b9d938d3b795f629","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"70846cd35e6a4d7aad3a80d6aace6685","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"7094083942b14b01bf5b9b2a20d0401d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,6,1
"717fe47c19c849829a4da328ab62616c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"72b4987f6abd464a9402e3ac3ecab707","1",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,3,1
"72ef3e1cfcb1446e8496c4655acdffea","3",1,24,1,30,10000,30,,2,,,,,1,,,,,,,,3,2,1,1
"748fa1eb305e4590bc27faafd09bde0d","4",1,24,1,42,50000,30,,2,,,,,,,,1,,,,,6,2,5,2
"74836479cf48492db52be583839a96e2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,3
"748815ca56e34cf3a7bd186179768ced","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"754f67e61eb4442fb06d25beede9d8ba","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,5,1
"77073271dc76417998711189c20da853","1",1,22,1,45,100000,30,,2,,,,1,,,,1,,,,,6,2,10,1
"76b1b95d6384409eb998b9216e3a431b","2",2,,,,,,6,2,,,,,,,,1,,,,,6,2,4,1
"76db63b024434634a605b011e2631f1a","1",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,6,3
"77782029919d4b8bbc5f35a1a84277ff","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"784bbea74ae845fababf7a719f2ed72b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"78e1f8c2428341c9bb208384e764eb4d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"785b91fb16e24b1bb748f3e32ef578ca","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"792af14e85e94d978695b6ce2ac2e966","2",1,24,4,,10000,30,,2,,,,,,,,1,,,,,6,2,4,2
"79b1002e998841d5974450f9cb1de055","1",2,,,,,,6,2,,,,,,,,,,1,,,8,2,5,1
"79e40a3ff2674380aeb23f2d3493d633","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"7a11c6c7245c49aebedf631e4064f2ae","3",2,,,,,,3,2,,,,,,,,1,,1,,,8,2,2,1
"7aa128bea78c401486b96dd0ff179cab","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"7ad4ff9571914602868f53cc662bced5","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,1
"7af81896c05d494a8eea54f51185c9cc","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"7b5815aa1a08493485f3d905579fac21","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"7c2a64b07d6e468fb10e1307fc146c16","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"7d8f01bb07054d8aab8bc30cedf8bf24","1",1,24,5,,30000,30,,2,,,1,,,,,,,,,,1,,1,2
"7d55fbe4f760433ebcfc0c16561aa03c","2",1,6,5,,10000,30,,2,,,,,,,,1,,,,,6,2,4,3
"7cf7af1ded8f4942b300534c8373e3d4","1",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,10,3
"7ca7279b6a8546eb9d5c1afa9f9f3810","-999999999",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"7cd6614ef55d48e7b69310f634542c95","2",1,24,5,,10000,30,,2,,,,,1,,,1,,,,,6,2,3,1
"7f0efc5392694cf994408256ea8d13bf","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"7e9b0164a82147a98e7c86dde7cd1168","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"7f18e27361b7473abe9ba8f8638d97d7","1",2,,,,,,1,2,,,,,,,,1,,1,,,8,1,2,1
"7f2511b753284ce7886b6fc55bd36798","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"7f815e618b474d4fa3033cc420b08adb","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"8083d0c9ba7e4ea7a61dcdaf4ffb5c47","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"7ffb4e6b12e04c3fa7adde82e8e62790","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"812fdeadb0c54d21bb60e2506372fb53","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"8133d8020dda480fae5bc280cb448bd7","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"8260cf63f01f481dbce7be784d1a634f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"836d348639404a8d8752976aa2b12c24","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"83fb651ca41f46f7a6e837f6466facc5","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,3
"84a47d129e5d49539750bdad362a015b","1",1,24,2,,,,,2,,,,,,,,,,,,1,,,,
"84c48be6574e45fdacc7b5aa9b5f6a54","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"85c17f7403dc446fad29254e5d379145","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,6,1
"86dc6b17270745839df7c9216705808b","1",1,24,5,,15000,30,,2,,,,,1,,,1,,,,,6,2,5,2
"868942351f974df29ca4b9121fff2e30","7",1,10,1,,25000,28,,2,,,,,,,,1,,,,,6,2,4,2
"87e2684f3b8f476da41f9f3f2ecf725e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"8728fb96ed9e4334909c0477bae7855a","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,2
"8712b74250794fddac99ea78d80997db","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"8823470f96414e278d101b390c87b44b","2",1,22,8,,,,,2,,,,,,,,1,,,,,6,2,5,3
"886036020ce3462394ff6ef50b910fc5","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,7,3
"885f34fec90d45c9b754bdb340c19612","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"88a888e1eea94eab989ac1b0f7a0609a","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,3,3
"8936d6c854b147eaba6a4d8d92af2a3e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"892e584c6cfe45de95576b3083f58a5f","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"89790b7eab0d469eac79b5075dd10f1c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,5,3
"89ca07d984a94f51be243976b0e0a3b9","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,5,1
"8aaf398f6af041cdbc4958e2577d14b1","4",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,3,3
"8ad2c67a787e429bba2cf48ba9da1fdb","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"8b6e73cf62d3492caeb75bf11df9980d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"8bc98ec22a044c67bb69bcfad8be445b","1",1,24,1,25,15000,30,,2,,,,,,,,1,,,,,6,2,4,3
"8b78ea7e19b94b1f8ec1f6710774d003","2",2,,,,,,3,2,,,,,,,,,,1,,,8,2,5,2
"8c9a6b525a3c4ef3a99a96c03fa199ac","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"8d0ce15ca2ce480d9a50d3210de8ef4e","2",1,20,5,,20000,30,,2,,,,,,,,1,,,,,6,2,4,2
"8d9c6f8395d54bf9a144891a5a86691b","1",2,,,,,,6,2,,,,,,,,1,,1,,,6,2,4,3
"8e1ae70b54e74d8c9cd573923bf74393","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"8edb52c2aa144083baec4616c6739603","2",1,21,4,,15000,30,,2,,,,,,,,1,,1,,,8,2,4,1
"8f338c193917455f8a807c47274c7b77","1",1,24,5,,20000,30,,2,,,,,,,,,,,,1,,,,
"8fdb363e51114a47a0a2b65f16987413","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"905949a54d8444ceb1f179484be50218","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"909afbfab18b43b09d804ee02b4024ed","1",1,24,1,118.64,67400,30,,2,,,,1,,,,1,,,,,6,2,8,1
"918b39a7c5f14e1cb6e02d8a0df01a4b","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,3
"91e617af4db540cea7459ac0c20adab8","2",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,3,1
"9467dbc180ae48b7a9a634766d5f6a06","1",2,,,,,,1,2,,,,,,,,1,,,,,6,2,7,2
"95447f41f0214fd59b816b0daac513a3","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"94e6a25eca10407abdafce6da5066ea9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"94fe8b7d63524f1294468b62ca211148","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"959d449953004ddb916af7e625f57c25","1",1,24,5,,24000,30,,2,,,1,,,,,1,,,,,6,2,2,2
"958a368fa116418996e7711693042b45","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"96ccd06ae58743748ddf9498fd5144d5","-999999999",2,,,,,,1,2,,,,,,,,1,,,,,6,2,6,1
"9667f85b9b2c47129792d5848c182b3b","4",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"974a89a2c2ab4dad86d8e8f38979bc95","3",2,,,,,,6,2,,,,,,,,1,,,,,6,1,1,3
"994a67318ceb45688e8f485e9ff734ac","1",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,3,1
"97b6abc54c7b4163b70a45c8750081ac","2",2,,,,,,1,2,,,,,,,,1,,1,,,8,2,6,3
"998ffb7288e84627818daae648b16a38","1",2,,,,,,2,2,,,,,,,,1,,,,,6,1,1,1
"997bebcc6d544fde988186b37619a51d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"999fad39eecf4a9f9b3372cdba1e52d9","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"9a129715d6b94c28a3cc6eff06df1976","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"9afc9d8cadc54af0b4da94f33ec8ec62","2",1,20,5,,14000,30,,2,,,,,,,,1,,,,,6,2,3,1
"9aea58f72c1c428d8ce3ef2250967bbf","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"9babf157fcb041638177281acc8dbc0d","2",2,,,,,,1,2,,,,,,,1,1,,,,,6,2,3,1
"9b81afb9f2314aceaf0a79c60a3452ac","2",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"9c4acdbd87134ff29892f9be6a6b7faf","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,1,1
"9bbceb52edd64161a52fd6228b646fb0","4",2,,,,,,1,2,,,,,,1,,,,,,,4,2,8,3
"9d24c59a50ad4b32ae80ad357f7f7345","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"9d8877f75f884c07b986675713fdbc8c","1",2,,,,,,3,2,,,,,,,,,,1,,,8,2,5,1
"9dfb92ad1de74379be1318b90ae02fc2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,20,1
"9f31d94652bb4abfa1cbbb69167d0cfb","1",2,,,,,,4,2,,,,,,,,,,,,1,,,,
"9fa8226062fc4570aad60bca7599f88f","2",1,24,4,,10000,30,,2,,,,,,,,1,,1,,,8,2,5,1
"a01dae8d1b104d79b35b56c0b3952ba1","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a0c06d9a4a8041459f5276593f1af5f8","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,2
"a06bf55606a24e7783f5e15a2863ed42","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a0ec78ba52304a3f84294964a1374f34","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"a2634ad4bcfd41efa0d9bd6354359b63","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a26d61fb2b1f40bd946d993fbe213afd","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"a236c2812da940f29860b0925ae6aa80","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"a3894f57774e412097228a1463863b24","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"a41c841b85a547f5ac1e647818b6b038","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"a34b8cd55c814a87abeac5738a7dcc42","13",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"a516b6e538b4458bb58d5d455b36e23d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"a64c5de37396431586d5c7a736f0698b","1",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,5,3
"a5dc9151e0ca4bc0b3383ed22e291003","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a69f23f6dad348ac94959497db0b3012","1",1,24,3,,,,,2,,,,,,,,,,1,,,8,2,4,3
"a6dccd0cbc4d46be9dba48df0f201dbe","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,3
"a6a6c3481bf147a68a6d3d94d0290454","8",2,,,,,,2,2,,,,,,,,1,,,,,6,2,2,3
"a6a0faed29ef483aaa267fa084bdae82","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"a74f848f2a854a9497e2837bc0ddee06","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,3
"a7971e7bf841481f8ff48b44a71e3959","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a7c90864ae8741868cf2ff3322173b5d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"a7e06f1f3a6d49c7925de7f9fe1393fb","1",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,6,1
"a85488bfc1c544738525c19415e04ed8","5",1,12,4,,10000,30,,2,,,,,,,,1,,,,,6,2,7,3
"a8c3f6b934c349f786e9b90b929ed711","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"a948a4d1448c4098b63de1257045e1ac","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"a9a7055246424dcdbd70d87b251880ad","-999999999",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"abaf37fced1c42cfa4194a146486f34c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"abee8c03db794e11a09f6ec3219f1583","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"abe8db92f9514c14b1e66acc88e0218b","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"ac35e45bc78147dbb4334fe3d5cf8359","1",2,,,,,,1,2,,,,,,,,,,1,,,8,1,3,1
"acb16f9b068549d8a80a37c9d638742f","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"acd9feb8277141ac905a57780f4ce44a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"acea3bfd05804e8c9aab357dfacfd8af","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"ad8353f3f7214ab6acc2ea37123f8fd3","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"af6104d72cf74b3595bcdc5760202e29","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,3
"af7ab4a9676c4aec97a6e8c74887d2e7","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"aff7783729734bf0b6dacc2355db2552","2",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,7,1
"b02e15d8049a48aa909c5906348edd5d","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b188a094783c440eaa1b5f9a7d5a2043","8",2,,,,,,7,2,,,,,,,,,,1,,,8,2,4,1
"b22d481990e04f52992e9312c2bc96be","8",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,4,3
"b2304aba3003460f971674bfd2de5812","2",1,24,1,3.38,10000,30,,2,,,,,,,,1,,1,,,6,2,4,1
"b291bd0276d84ec28cc37e4055dbdf38","1",2,,,,,,96,2,,,,,,,,1,,1,,,8,2,6,1
"b41bde6c88eb47aebd0fa6952e5a2435","1",1,24,1,100,60000,30,,2,,,,,,,,1,,,,,6,2,6,1
"b2bb71b2089c4de1bdfee382f966555c","3",1,7,5,,5000,30,,2,,,,,,,,1,,1,,,6,2,7,1
"b4aa8376cdf3402eb4938ae80d0aa98b","1",2,,,,,,2,2,,,,,1,,,1,,,,,6,2,3,2
"b5041f718de948a48e2e513a381647cd","1",1,24,4,,5000,30,,2,,,,,,,,1,,,,,6,2,3,2
"b4c777fd28b74875af06a60f7746f2b3","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"b4b5f053ad024a75a88e82cb8519b305","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"b5710d3ab5db4e8e957ef88a3a65e15b","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b649106246a3452e902f52e324a1fbbd","1",1,24,5,,15000,30,,2,,,,,,,,,,,,1,,,,
"b5d5d372b45d4ff38f5b208044914495","2",2,,,,,,96,2,,,,,,,,1,,,,,6,2,3,3
"b7526f4642454039ad0cf97dde1cc3cb","1",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,6,3
"b67bbc8315b94f5789f3332ba4e3efba","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b762912105854694a306b795b445c866","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"b799c91bdc7b43239234821deee79598","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"b79f1b48f93a4656b7de26b5756470c2","-999999999",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"ba05b55368d040eeb7a410f910db7aee","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"b87e14ec8f404b27966089b999352c38","2",2,,,,,,2,2,,,,,,,,1,,,,,6,2,3,3
"b8a357fc08d64b5cbc7397b869b4a399","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"bacc66a311884a2b9f9b29c8d6da4a02","2",1,24,5,,10000,30,,2,,,,,,,,1,,,,,6,2,3,1
"badd84b113f247ff8846376504b20156","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"bb30edee6d804a02bfeefc96d7026fca","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"bafc620514774c7d855a293d9c89c0c7","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"bae8b727c5344d6eb7e054786aba7480","5",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"bb1029fed2c94991b81ebcc03216b210","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"bbb9ca763b764694a7818ee96f3234b1","-999999999",,,,,,,,,,,,,,,,,,,,,,,,
"bcd0c7b30fdf4c9b8cff05c03d222086","7",2,,,,,,4,2,,,,,,,,1,,,,,6,2,6,2
"bd3a27ea2e9647c08e9ce49e00f7260c","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"bcd29c54d89c4b919c82dc6def87e34f","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"bde0d4cceb99425dafbae9a470dce64a","2",2,,,,,,96,2,,,,,,,,,,1,,,8,2,5,1
"be58d57d2c9140f88700b722f71cc1f7","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"bed7e91707b64ec9ba9eff80e5a7a515","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,1
"bf3f48ce2d7849108d4a3aa723b56fa2","1",1,24,4,,15000,30,,2,,,1,,,,,1,,,,,1,,3,2
"bf90b177baf8417fafe849c67f820de7","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"bf6e0413e40d4b7f87df28fd4a7eeaa7","7",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"bfcac9d1276645638b00ed7805dbfba2","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c09505ef48274aa887166bb087477bc3","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c05e8641340545b3b67a3d2cde754d74","1",2,,,,,,6,2,,,,,,,,1,,1,,,6,2,10,1
"c21154efd62149cd8683a2f90743d991","4",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,6,3
"c22bf89d80d648409ff35fb91f6d8854","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c1900c3bcc364e0aa17550183cc4a221","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"c31c535600704c1087abadf01f1dfaf3","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,4,2
"c3880ebfc2874c57bca0b18a91aa6c76","1",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"c2f7e60cfe2a4966bf4840d734a074e6","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"c474386357fc4669a3a796b5790f5060","1",1,5,5,,10000,30,,2,,,,,1,,,,,,,,3,2,1,2
"c53b5201ce14483788566bbff71396be","2",1,24,2,,,,,2,,,,,,,,1,,,,,6,2,5,1
"c474b977ce9f4b7d9e358838403ce236","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c4a8046d3a9c40b18dfff3dd42ccdc02","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c5f3ce1c12f042beaee73eccc8c209fe","1",1,24,5,,10000,30,,2,,,,,,,,1,,,,,6,2,4,1
"c5e692ddd3b94870bac6087f28e574c4","1",1,24,1,30,20000,30,,2,,,,,,,,,,1,,,8,2,5,1
"c6c484c963434067a4a9ccaa56f1d687","2",2,,,,,,96,2,,,,,,,,1,,,,,6,2,6,3
"c6a1ce08a35544c5a95c48c565045b88","3",1,8,5,,10000,30,,2,,,,,,,,1,,,,,6,2,4,1
"c6dd8c137c15491e837819f826e71993","6",2,,,,,,1,2,,,,,,,,,,1,,,8,2,24,1
"c815db37ff8d4dc8bc1481ea8e677b8f","1",1,24,5,,15000,30,,2,,,,,,,,,,,,1,,,,
"c887828d8e404545a9fef02c602603a8","8",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"c7eb116096e549ab93e6e3ee1fdafc14","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"c896b66a6b4b487fadcea42d12494418","1",1,24,3,,,,,2,,,,,,,,,,,,1,,,,
"c9ff94a24e1b400ebf7bce938cd398a2","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"c99c33b6f94f49808cf177fe754d1e8f","-999999999",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,3
"cb3b6de30e3a41c589907a9e7be73103","2",1,24,1,1,15000,30,,2,,,,,,,,1,,,,,6,2,5,1
"cc33028dfe7d487288ff2e56ca10103b","4",2,,,,,,1,2,,,,,,,1,,,,,,5,1,4,1
"cbd2d0ab9b564af39cedaff8c11c2c2e","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,7,2
"cc4ab6f565e44dafa8cac269cc03e0bf","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"ccd3d1597a9f4e9fbd86d7f15ee9b5c2","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"cd821686b83f4686888b1c119514a42d","2",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,2,6,3
"cdf76842fd3849d6aebe39e8e8d69bb2","1",2,,,,,,1,2,,,,,1,,,,,1,,,8,2,4,1
"ce36f3a075c3477ba8a22879145f624f","2",2,,,,,,2,2,,,,,,,,1,,1,,,8,2,5,1
"d06bb6055dd4434a96fef1e6e7ba4450","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"d09403c9ce1441fd9fc60866eb5f9c0a","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"d0a34521da7b43bc993fa0a62381e741","2",1,6,5,,12000,30,,2,,,,,,,,1,,1,,,6,2,5,1
"d23b6f792e2e48e5a4b4727918c6ccbc","2",2,,,,,,4,2,,,,,,,,,,,,1,,,,
"d19492dd04064dc3834f531e305b15dd","1",2,,,,,,7,2,,,,,,,,,,1,,,8,2,5,1
"d16aa6c597fe43cba758fabf4946d9ad","1",2,,,,,,2,2,,,,,,,,1,,1,,,6,2,4,1
"d21bb6b3c2974fc78582492328389b86","2",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,6,2
"d2971f2dc2e341d3ad292a71c33cf6b0","3",1,24,5,,30000,30,,2,,,,,,,,1,,,,,6,2,10,1
"d29307d34aaf438584b4181b7c6f1cb8","2",1,1,1,4.5,5000,3000,,2,,,,,,,,1,,1,,,6,2,2,1
"d24d5c798b3f4f408d237e72ef47ff25","6",2,,,,,,2,2,,,,,,,,,,1,,,8,2,5,1
"d2e3ead8be45480f913941b6bc4f41cf","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"d4a47bdf5fbf4f99beaaf86e99d5fa30","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"d41a8bbf94604695b5ae8f4c2bc36a76","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,5,1
"d547d11a121047ab884c51e0e6c81707","2",1,24,1,80,42000,30,,2,,,,,,,,1,,1,,,8,1,5,1
"d5799a6d416a4a04801678198ea6e3cd","1",2,,,,,,1,2,,,,,,,,1,,1,,,6,2,4,2
"d6dde5c854894fe0bb9e364dc83b4d93","1",2,,,,,,1,2,,,,,,,,,,1,,,8,2,4,1
"d709048437cc49c6a580792fc10f9e0d","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,2,1
"d757910c0fa54b81b0713ac9ab54d567","1",2,,,,,,3,2,,,,,,,,,,1,,,8,2,4,3
"d6b04275f9f04efbae4788eac10e1b65","8",2,,,,,,1,2,,,,,,,,,,1,,,8,2,8,1
"d837e6199f784614b23e4e9cc60bdf69","1",2,,,,,,1,2,,,,,,,,,,,,1,,,,
"d9d5580e642843a48f0fccfc1e3c8d66","1",1,24,5,,15000,30,,2,,,,,,,,,,1,,,8,2,3,3
"d99d959a034b404fbce62c45adc10617","6",1,24,5,,20000,30,,2,,,,,,,,1,,,,,6,1,3,1
"d92b2438e55d4bbeaaa988f6483ae0ff","2",2,,,,,,2,2,,,,,,,,,,1,,,8,2,6,1
"d9bbbd6c12bf4275819b5cf9dcf31196","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
"db75bdb80a6f496fa1b125836376002c","2",2,,,,,,1,2,,,,,,,,,,1,,,8,2,3,1
"daa5345f86fa4e7a8f37735ba880fd01","3",2,,,,,,1,2,,,,,,,,,,1,,,8,2,6,1
