"hhid","CEE01","CEE02","CEE03","CEE02_1"
"1c64eb05ca32403da6621f5e94d55910","Remittances, gifts, and other transfers",806,25000,1
"1c64eb05ca32403da6621f5e94d55910","Funerals and other social functions",807,60000,1
"1d1479037cf346309a388e4c21df5835","Remittances, gifts, and other transfers",806,100000,1
"1d179e34397249688d8b0b57232a08b9","Funerals and other social functions",807,160000,1
"1d4074d445f240d7a6ee9c65d83b920f","Remittances, gifts, and other transfers",806,32000,1
"1d4074d445f240d7a6ee9c65d83b920f","Funerals and other social functions",807,40000,1
"1d4074d445f240d7a6ee9c65d83b920f","Interest on loans",808,60000,1
"1d5db1452c134d13a766ce2d80347a47","Remittances, gifts, and other transfers",806,2500000,1
"1d5db1452c134d13a766ce2d80347a47","Funerals and other social functions",807,120000,1
"1d5db1452c134d13a766ce2d80347a47","Others (like subscriptions, interest to consumer debts, etc.)",809,156000,1
"1da7a78f4a3348b9804b7159f8e18c98","Funerals and other social functions",807,35000,1
"1dcf29bde5ad4b38bfaca4a5f224acdc","Funerals and other social functions",807,8000,1
"1dd61fdf96334543aebada64e960f897","Funerals and other social functions",807,15000,1
"1de029ce91744778826d44fd2ccc246e","Funerals and other social functions",807,15000,1
"1de6522cd7b14e11841c8c5d4f25e211","Funerals and other social functions",807,20000,1
"1e54026f09fa40988087510deea90f46","Remittances, gifts, and other transfers",806,320000,1
"1e54026f09fa40988087510deea90f46","Funerals and other social functions",807,10000,1
"1e56d33526fb49769284e77f0e5dad9a","Funerals and other social functions",807,70000,1
"1e603a50fb0842b7b442cb034660f8ff","Remittances, gifts, and other transfers",806,150000,1
"1e603a50fb0842b7b442cb034660f8ff","Funerals and other social functions",807,20000,1
"1e6d3e4b71e8433ebec03f89d6b099b9","Remittances, gifts, and other transfers",806,40000,1
"1e6d3e4b71e8433ebec03f89d6b099b9","Funerals and other social functions",807,23000,1
"1e6d3e4b71e8433ebec03f89d6b099b9","Interest on loans",808,100000,1
"1e77f798054d471ab8bd2f11036942ad","Remittances, gifts, and other transfers",806,20000,1
"1e77f798054d471ab8bd2f11036942ad","Funerals and other social functions",807,20000,1
"1ec5f5dabb5c49679ddd4a558120328d","Remittances, gifts, and other transfers",806,20000,1
"1ee466cb73bb431abc6c0704ce7a012d","Remittances, gifts, and other transfers",806,50000,1
"1ee466cb73bb431abc6c0704ce7a012d","Funerals and other social functions",807,150000,1
"1f0b5aa37fca42318a4ffedde0f6fed5","Funerals and other social functions",807,20000,1
"1f4d227ab74a442786bdcafb290b6a12","Funerals and other social functions",807,30000,1
"1f5ce03f97d9472a9103a6dc7a53b304","Funerals and other social functions",807,300000,1
"1f9c7edda3584270b8139bfb81fef543","Remittances, gifts, and other transfers",806,5000,1
"1f9c7edda3584270b8139bfb81fef543","Funerals and other social functions",807,130000,1
"1fa199cd9d254cd08573b777195caae0","Remittances, gifts, and other transfers",806,1000000,1
"1fa199cd9d254cd08573b777195caae0","Funerals and other social functions",807,1000000,1
"1fb71e7cd7cb4488a4a64e121fc228a3","Interest on loans",808,80000,1
"1fc2bc11ac134c4d8d44c899ae31c47d","Remittances, gifts, and other transfers",806,56600,1
"20184a85eee84d088e2c6d4e22b6e8b2","Remittances, gifts, and other transfers",806,20000,1
"2062fd74021e4fdc81f6dc28ca48674c","Funerals and other social functions",807,10000,1
"20eff2f68f514a169a4d565c7e03c714","Funerals and other social functions",807,10000,1
"21356128700341afab4bae888ad2f981","Funerals and other social functions",807,80000,1
"21356128700341afab4bae888ad2f981","Interest on loans",808,300000,1
"215eced7f754465182ee352aefe848a0","Funerals and other social functions",807,80000,1
"218ef963d2584ed5809a0223c8f07994","Remittances, gifts, and other transfers",806,40000,1
"218ef963d2584ed5809a0223c8f07994","Funerals and other social functions",807,200000,1
"21a4261044b5494baad7011317d67ad8","Others (like subscriptions, interest to consumer debts, etc.)",809,50000,1
"21af07d78ce04063a86281f45e4277be","Funerals and other social functions",807,10000,1
"21b39e42a3fe417d8faac9e6f130d7fe","Remittances, gifts, and other transfers",806,50000,1
"21b39e42a3fe417d8faac9e6f130d7fe","Funerals and other social functions",807,70000,1
"21c1e89cf5b74595b06ebbd7bc9271c8","Remittances, gifts, and other transfers",806,200000,1
"21c1e89cf5b74595b06ebbd7bc9271c8","Interest on loans",808,30000,1
"21edfe97cd3b4d8b95d3bf4876da3784","Funerals and other social functions",807,24000,1
"220e6e6cd04e48fda927b0736a33769f","Remittances, gifts, and other transfers",806,65000,1
"220e6e6cd04e48fda927b0736a33769f","Funerals and other social functions",807,15000,1
"222fb7e72b764d618cdb129c1097002e","Remittances, gifts, and other transfers",806,600000,1
"222fb7e72b764d618cdb129c1097002e","Funerals and other social functions",807,60000,1
"22332408a42c448fa7ac8f958aea186f","Funerals and other social functions",807,120000,1
"2266b696a04b4575886b75a1ad1092aa","Funerals and other social functions",807,40000,1
"2266b696a04b4575886b75a1ad1092aa","Others (like subscriptions, interest to consumer debts, etc.)",809,120000,1
"22750893266c4435af80e032a5e7b47e","Remittances, gifts, and other transfers",806,500000,1
"22750893266c4435af80e032a5e7b47e","Interest on loans",808,150000,1
"2279a0d187384ac491f8c51a8fab14a0","Funerals and other social functions",807,30000,1
"2280f98ac1154da5a0ef0da8b4a4f4bb","Local Service tax",804,80000,1
"2280f98ac1154da5a0ef0da8b4a4f4bb","Remittances, gifts, and other transfers",806,1500000,1
"22844fe158ea44cfae5adc224aa11ad0","Funerals and other social functions",807,150000,1
"22844fe158ea44cfae5adc224aa11ad0","Interest on loans",808,300000,1
"22d8f0b251ec485696b45326748c7d05","Remittances, gifts, and other transfers",806,15000,1
"22d8f0b251ec485696b45326748c7d05","Funerals and other social functions",807,20000,1
"22e8ccfb668247c6bad0bc259eb4dff6","Interest on loans",808,40000,1
"2353319aa97d462c9e3c06c17aeb4da9","Funerals and other social functions",807,100000,1
"23565eb411ee4d4fa2184a26d4c6fa91","Funerals and other social functions",807,10000,1
"236a304fee1f4de29bda56006ce6d313","Funerals and other social functions",807,12000,1
"23aacb17c7d14b7587e396301439e9b1","Remittances, gifts, and other transfers",806,1000000,1
"23aacb17c7d14b7587e396301439e9b1","Funerals and other social functions",807,200000,1
"23c108ade72a47ee966e7552f5f47721","Interest on loans",808,200000,1
"23f4edd97e1c4a6490f1029959d2b448","Funerals and other social functions",807,100000,1
"2421880afd1f46b190f4732fc8e5e835","Funerals and other social functions",807,280000,1
"242f1a71e8a849a19b74d971b9696d78","Funerals and other social functions",807,5000,1
"2464568170274d39ab9d651278074f19","Remittances, gifts, and other transfers",806,1000000,1
"24fa880a1a404aa5a78a631de175cfc2","Remittances, gifts, and other transfers",806,120000,1
"24fa880a1a404aa5a78a631de175cfc2","Funerals and other social functions",807,25000,1
"2538dc9a5ee14cf9bd40d77d9dc8fd6f","User fees and charges (passport, legal, photocopying service of marriage)",803,35000,1
"2570caa433474d98928ccd781062d647","Remittances, gifts, and other transfers",806,1200000,1
"2570caa433474d98928ccd781062d647","Funerals and other social functions",807,16000,1
"25a7e21d7611402293c81b697f449178","Funerals and other social functions",807,5000,1
"25dc375c204c42e39c18b99f42fc1778","Funerals and other social functions",807,30000,1
"26044ee7130241baba4bdc7a96acea48","Interest on loans",808,15000,1
"26200519fc50421e9124dc3852fa642b","Funerals and other social functions",807,50000,1
"263386962d864374a0b0a547ec62a350","Funerals and other social functions",807,50000,1
"2641680671474fe9bcaa1400527c6fad","Funerals and other social functions",807,5000,1
"2647383402b94a0ab2a5c9833b84ab94","Remittances, gifts, and other transfers",806,1100000,1
"2647383402b94a0ab2a5c9833b84ab94","Funerals and other social functions",807,500000,1
"2647383402b94a0ab2a5c9833b84ab94","Others (like subscriptions, interest to consumer debts, etc.)",809,100000,1
"26559ff43fd74a9b91c0dab89a1e5e1a","Interest on loans",808,8000,1
"2668508cadbf4cfbb5d1b183c94e2df7","Remittances, gifts, and other transfers",806,90000,1
"2668508cadbf4cfbb5d1b183c94e2df7","Funerals and other social functions",807,30000,1
"2668508cadbf4cfbb5d1b183c94e2df7","Interest on loans",808,54000,1
"2679d8e3f29c45da958667e8eb732ac6","Funerals and other social functions",807,15000,1
"2685a33ecb68466d999caae3bdbdd921","Remittances, gifts, and other transfers",806,60000,1
"2685a33ecb68466d999caae3bdbdd921","Funerals and other social functions",807,15000,1
"26a5c6486a864323ad6c4c5609dcd6e2","Remittances, gifts, and other transfers",806,156000,1
"26a5c6486a864323ad6c4c5609dcd6e2","Funerals and other social functions",807,150000,1
"275105346d6546298931c7fc48c2180b","Remittances, gifts, and other transfers",806,100000,1
"275105346d6546298931c7fc48c2180b","Funerals and other social functions",807,50000,1
"275105346d6546298931c7fc48c2180b","Interest on loans",808,100000,1
"276430fd8d7e4c538fcf6a118cc79610","Funerals and other social functions",807,100000,1
"276430fd8d7e4c538fcf6a118cc79610","Interest on loans",808,30000,1
"277509c12a5148299027784fbb1bfd7c","Funerals and other social functions",807,60000,1
"277c319e936645189c0663410f818f91","Remittances, gifts, and other transfers",806,70000,1
"278f265f66af4decb24250d3bf8660af","Funerals and other social functions",807,20000,1
"279ea3f4cec74bc8b427913dbdf52218","Pension and social security payments",805,2880000,1
"279ea3f4cec74bc8b427913dbdf52218","Remittances, gifts, and other transfers",806,30000,1
"279ea3f4cec74bc8b427913dbdf52218","Funerals and other social functions",807,3000000,1
"27a093bc2d67470cbe5e4924512c041c","Income tax",801,480000,1
"27a093bc2d67470cbe5e4924512c041c","Remittances, gifts, and other transfers",806,300000,1
"27a093bc2d67470cbe5e4924512c041c","Funerals and other social functions",807,150000,1
"27aef0587e66425bba00b0b95bbae4d2","Remittances, gifts, and other transfers",806,100000,1
"27b67fdbc2714612b5230aff5b13d30b","User fees and charges (passport, legal, photocopying service of marriage)",803,15000,1
"27b6e91ecead43f9b441b684d9d0bc6d","Remittances, gifts, and other transfers",806,2300000,1
"27b6e91ecead43f9b441b684d9d0bc6d","Funerals and other social functions",807,200000,1
"27b6e91ecead43f9b441b684d9d0bc6d","Interest on loans",808,150000,1
"27b6e91ecead43f9b441b684d9d0bc6d","Others (like subscriptions, interest to consumer debts, etc.)",809,420000,1
"27ce738560f943668b37d06deeba9ce9","Funerals and other social functions",807,30000,1
"280407199a6e4a3a98802ff094d8067a","Funerals and other social functions",807,30000,1
"280407199a6e4a3a98802ff094d8067a","Interest on loans",808,180000,1
"281285cc889c4acfa7db3eaeb3bc8f8c","Remittances, gifts, and other transfers",806,30000,1
"281c1e9727e24f3ba38cd4bdaec4edf0","Funerals and other social functions",807,80000,1
"281c1e9727e24f3ba38cd4bdaec4edf0","Interest on loans",808,860000,1
"284476b0690d4911a73aef0c8f2ce96f","Remittances, gifts, and other transfers",806,30000,1
"2845cc47e5704aa9ac7cdf15776878c0","Remittances, gifts, and other transfers",806,40000,1
"284b713e357144edb64d95deab3d0d6b","Funerals and other social functions",807,45000,1
"2858bff25590478ea65c2b384ddf1351","Funerals and other social functions",807,50000,1
"2858bff25590478ea65c2b384ddf1351","Interest on loans",808,10000,1
"28903024ec5c400c83377c8415c3f5a1","Funerals and other social functions",807,100000,1
"28a179792a564fd496adc09a3de78988","Funerals and other social functions",807,15000,1
"28a5169634564a4eb24773c42a88e997","Funerals and other social functions",807,30000,1
"28b00383e78549e59d1653af0d7a1105","Funerals and other social functions",807,15000,1
"292b612919db497d9aa8a0f850c604a0","Funerals and other social functions",807,50000,1
"292b612919db497d9aa8a0f850c604a0","Interest on loans",808,120000,1
"29360ece47804a54999c867dc8b6815b","Remittances, gifts, and other transfers",806,45000,1
"29559b97fd1542908cd36929b5c0efdf","Remittances, gifts, and other transfers",806,350000,1
"29559b97fd1542908cd36929b5c0efdf","Funerals and other social functions",807,300000,1
"2976322f065f415cb140d32e065c5336","Remittances, gifts, and other transfers",806,200000,1
"2976322f065f415cb140d32e065c5336","Funerals and other social functions",807,300000,1
"2976322f065f415cb140d32e065c5336","Interest on loans",808,1500000,1
"298d0a675d804e58bbd49ce037f2312d","Income tax",801,696000,1
"29b3e9c41d9d4311b1fe99bf9889b26b","Remittances, gifts, and other transfers",806,300000,1
"29b3e9c41d9d4311b1fe99bf9889b26b","Funerals and other social functions",807,20000,1
"29ecf615ade249ec872ad704fa701c1e","Local Service tax",804,46000,1
"29ecf615ade249ec872ad704fa701c1e","Remittances, gifts, and other transfers",806,140000,1
"2a265ea8d5a641f8ac41198dbcce2d94","Remittances, gifts, and other transfers",806,30000,1
"2a3fdc60eacb43afa748089b59e75d72","Funerals and other social functions",807,50000,1
"2a6a9fb7838e45c0ab276efc1347cdd2","Funerals and other social functions",807,50000,1
"2a85264bf5b74593930eae2103209224","Remittances, gifts, and other transfers",806,60000,1
"2a85264bf5b74593930eae2103209224","Funerals and other social functions",807,10000,1
"2a8818bbc9ca4387b66331f72ca7e262","Remittances, gifts, and other transfers",806,50000,1
"2a8818bbc9ca4387b66331f72ca7e262","Funerals and other social functions",807,50000,1
"2a8818bbc9ca4387b66331f72ca7e262","Others (like subscriptions, interest to consumer debts, etc.)",809,12000,1
"2aec52ee5834414abf0b648fd8248ac4","Property rates (taxes)",802,50000,1
"2aec52ee5834414abf0b648fd8248ac4","Remittances, gifts, and other transfers",806,500000,1
"2aec52ee5834414abf0b648fd8248ac4","Funerals and other social functions",807,300000,1
"2af8d5fd8b2a4458b30dddd1f3d5a9b8","Remittances, gifts, and other transfers",806,1800000,1
"2b188fbe6b7d4db19e4f8e0ff91d4620","Interest on loans",808,13500,1
"2b330288fe5e430d97c750ee7d86941d","Remittances, gifts, and other transfers",806,1500000,1
"2b330288fe5e430d97c750ee7d86941d","Funerals and other social functions",807,200000,1
"2b746e4a31414a8182d62f080eb05b40","Remittances, gifts, and other transfers",806,160000,1
"2b881b680b65407e8de6fae209a281c1","Remittances, gifts, and other transfers",806,140000,1
"2b881b680b65407e8de6fae209a281c1","Funerals and other social functions",807,8000,1
"2b97ff1426c44de289a445eded0ccb86","Funerals and other social functions",807,10000,1
"2ba53240d78141a3b9617b79d9ac92be","Income tax",801,180000,1
"2ba53240d78141a3b9617b79d9ac92be","User fees and charges (passport, legal, photocopying service of marriage)",803,12000,1
"2ba53240d78141a3b9617b79d9ac92be","Pension and social security payments",805,90000,1
"2ba53240d78141a3b9617b79d9ac92be","Interest on loans",808,40000,1
"2bb93f7c98f748c88e4ed683a0aa0df0","Interest on loans",808,13000,1
"2bc61f86f4464846a8be939b5d6326db","Interest on loans",808,63000,1
"2be7329e10e5476cb60c21b3be722468","Remittances, gifts, and other transfers",806,80000,1
"2be7329e10e5476cb60c21b3be722468","Funerals and other social functions",807,40000,1
"2bec695a80774434b93d95a49dfced8a","Funerals and other social functions",807,12000,1
"2bf703d574344f36a037c7d7c64b5c01","Funerals and other social functions",807,95000,1
"2c0855f44ac340e2b0988c8dba22d4df","Remittances, gifts, and other transfers",806,150000,1
"2c0855f44ac340e2b0988c8dba22d4df","Funerals and other social functions",807,10000,1
"2c1a9a99c4364fa68ae89bf2ecf7eeb8","Remittances, gifts, and other transfers",806,25000,1
"2c3db9307a7c4219aafb679d36f2be09","Property rates (taxes)",802,80000,1
"2c3db9307a7c4219aafb679d36f2be09","Local Service tax",804,45000,1
"2c3db9307a7c4219aafb679d36f2be09","Remittances, gifts, and other transfers",806,150000,1
"2c3db9307a7c4219aafb679d36f2be09","Funerals and other social functions",807,300000,1
"2c43e276f7e94ef0af1888f2b51277c0","Remittances, gifts, and other transfers",806,500000,1
"2c43e276f7e94ef0af1888f2b51277c0","Funerals and other social functions",807,50000,1
"2c6a0b01f8df427f944dc88e15550d44","Funerals and other social functions",807,15000,1
"2c6a0b01f8df427f944dc88e15550d44","Interest on loans",808,60000,1
"2c6cf92c21274e9a8650c9abd793f796","Remittances, gifts, and other transfers",806,120000,1
"2c6cf92c21274e9a8650c9abd793f796","Funerals and other social functions",807,540000,1
"2c8e03b857bc459fb92fac9045dbcacf","Remittances, gifts, and other transfers",806,50000,1
"2c8e03b857bc459fb92fac9045dbcacf","Interest on loans",808,200000,1
