"t0_hhid","hhid","s10q13","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c","s10q14"
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",1,1,2,2,6,,,,1
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",3,1,2,2,5,,,,1
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",9,,1,,1,3000,,,
"H2610201","0b195170755f4768ac89c0dc1d08645a",1,1,2,2,5,,,,1
"H2610201","0b195170755f4768ac89c0dc1d08645a",7,2,1,2,,,,,1
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",6,1,2,2,3,6000,1,14,1
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",9,,1,,1,2000,,,
"H1750401","0b5e2febcfa54a2aa9c1369db7b62f76",1,1,2,2,6,,,,1
"H1750401","0b5e2febcfa54a2aa9c1369db7b62f76",3,1,2,2,5,,,,1
"H1750401","0b5e2febcfa54a2aa9c1369db7b62f76",4,2,1,2,2,4000,4,96,1
"##N/A##","0b7f6c75dec34a6bb3c0990283c92be6",1,1,2,2,6,,,,1
"##N/A##","0b7f6c75dec34a6bb3c0990283c92be6",3,1,2,2,5,,,,1
"##N/A##","0b7f6c75dec34a6bb3c0990283c92be6",7,2,1,2,,,,,1
"H3581001","0b9218083309477ab20ef5b6e13a2ab0",6,1,2,2,2,30000,30,13,1
"H3240201","0b922762b1a14c53a9f6bbd6ef3ff337",4,2,1,2,1,1500,1,96,1
"H3240201","0b922762b1a14c53a9f6bbd6ef3ff337",6,1,2,2,2,35000,1,6,1
"H3240201","0b922762b1a14c53a9f6bbd6ef3ff337",8,2,1,2,,,,,1
"H3240201","0b922762b1a14c53a9f6bbd6ef3ff337",9,,1,,1,2000,,,
"58","0be0f54fc2f44d4d8328e2b8878a06d0",1,1,2,1,6,,,,1
"58","0be0f54fc2f44d4d8328e2b8878a06d0",7,2,1,2,,,,,1
"H3410501","0c3e9a0e660a4ec8a84320ec2aee7f95",1,1,2,2,6,,,,1
"H3410501","0c3e9a0e660a4ec8a84320ec2aee7f95",4,2,1,2,1,2000,2,96,1
"H4181001","0c62b06017184c17bad1db399f2a4e56",1,1,2,1,6,,,,1
"H4181001","0c62b06017184c17bad1db399f2a4e56",9,,1,,1,0,,,
"H0951001","0c6c4a83fca94c7db3e8a92b921ca4b0",6,1,2,2,2,70000,1,7,1
"H0951001","0c6c4a83fca94c7db3e8a92b921ca4b0",7,2,1,2,,,,,1
"H0951001","0c6c4a83fca94c7db3e8a92b921ca4b0",9,,1,,1,1200,,,
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",1,1,2,2,5,,,,1
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",9,,1,,1,0,,,
"H2630401","0cac20f5e69f4d00ac5d1bfc15689dba",1,1,2,2,6,,,,1
"H2630401","0cac20f5e69f4d00ac5d1bfc15689dba",4,1,2,2,2,5000,2,96,1
"H2630401","0cac20f5e69f4d00ac5d1bfc15689dba",7,2,1,2,,,,,1
"H4180201","0ccd9462978a4880b1f650cecd2d26dd",1,1,2,1,6,,,,1
"H4180201","0ccd9462978a4880b1f650cecd2d26dd",4,2,1,2,2,2000,0.5,2,1
"H4080401","0cf284629d3f460eb8d1ac4e90b0639b",1,1,2,2,6,,,,1
"H4080401","0cf284629d3f460eb8d1ac4e90b0639b",4,2,1,2,2,1200,1,96,1
"H1751103","0d05119207a2485cbe3a503f04c33f1d",1,1,2,2,2,30000,30,8,1
"H1751103","0d05119207a2485cbe3a503f04c33f1d",3,1,2,2,5,,,,1
"H1751103","0d05119207a2485cbe3a503f04c33f1d",7,2,1,2,,,,,1
"H1251201","0d1503da1c134a0e912f2b7115137d57",1,1,2,2,6,,,,1
"H1251201","0d1503da1c134a0e912f2b7115137d57",3,1,2,2,5,,,,1
"H1251201","0d1503da1c134a0e912f2b7115137d57",4,2,1,2,2,1000,5,16,1
"H1251201","0d1503da1c134a0e912f2b7115137d57",6,1,2,2,6,,,,1
"H1741001","0d15c30cd22c44ca829cb62b6e630c26",4,1,2,2,3,3200,1,2,1
"H1741001","0d15c30cd22c44ca829cb62b6e630c26",8,2,1,2,,,,,1
"H2020101","0d3fe7c0dc864f1eb4c9c7559a351a39",1,1,2,2,2,16000,4,19,1
"H2020101","0d3fe7c0dc864f1eb4c9c7559a351a39",3,1,2,2,6,,,,1
"H2020101","0d3fe7c0dc864f1eb4c9c7559a351a39",7,2,1,2,,,,,1
"H2020101","0d3fe7c0dc864f1eb4c9c7559a351a39",9,,1,,2,1500,,,
"H0860302","0d7d45da8d23438f892a87baa61a4b7a",6,1,2,2,1,10000,1,14,1
"H0860302","0d7d45da8d23438f892a87baa61a4b7a",8,2,1,2,,,,,1
"H0610401","0da5a64fbb634dd5a96a9d945a7ea296",1,1,2,2,5,,,,1
"H0610401","0da5a64fbb634dd5a96a9d945a7ea296",3,1,2,2,5,,,,1
"H0610401","0da5a64fbb634dd5a96a9d945a7ea296",7,2,1,2,,,,,1
"H3410801","0dc5a325d5dd4987b0255e6dc261c7c9",1,1,2,2,6,,,,1
"H3410801","0dc5a325d5dd4987b0255e6dc261c7c9",4,2,1,2,1,2800,2,96,1
"H2630601","0dd53d87ea84437b9f5a26b992f3d396",1,1,2,2,6,,,,1
"H2630601","0dd53d87ea84437b9f5a26b992f3d396",9,,1,,6,,,,
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",1,1,2,2,6,,,,1
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",3,1,2,2,5,,,,1
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",7,2,1,2,,,,,1
"H2540902","0e22abe9b0524c3f81a1babba4b3a651",1,1,2,2,6,,,,1
"H2540902","0e22abe9b0524c3f81a1babba4b3a651",7,2,1,2,,,,,1
"H1510501","0e25633f83884662b852b82b7c7724cd",1,1,2,2,6,,,,1
"H1510501","0e25633f83884662b852b82b7c7724cd",3,1,2,2,5,,,,1
"H1510501","0e25633f83884662b852b82b7c7724cd",4,2,1,2,1,800,4,15,1
"H0491303","0e3bcf22a773456eb3475d233a7dc880",1,1,2,2,6,,,,1
"H0491303","0e3bcf22a773456eb3475d233a7dc880",7,2,1,2,,,,,1
"H1000702","0e4cdfeceae74763b9dca833f7997b04",1,1,2,2,2,30000,15,19,1
"H1000702","0e4cdfeceae74763b9dca833f7997b04",6,1,2,2,2,10000,1,14,1
"H1000702","0e4cdfeceae74763b9dca833f7997b04",8,2,1,2,,,,,1
"H2991006","0e530e4dff074880bc7b09f4d3755c2d",1,1,2,1,6,,,,1
"H2991006","0e530e4dff074880bc7b09f4d3755c2d",4,2,1,2,1,3000,2,96,1
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",1,1,2,2,6,,,,1
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",4,2,1,2,2,2400,3,96,1
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",7,2,2,2,,,,,1
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",1,1,2,2,5,,,,1
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",3,1,2,2,5,,,,1
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",7,2,1,2,,,,,1
"H0950101","0e7c523a5c34420c9fdba2a12575cd14",4,1,1,2,1,3000,1,2,1
"H0950101","0e7c523a5c34420c9fdba2a12575cd14",6,1,2,2,2,5000,2,10,1
"H1400901","0eacd048e8244b7bb60a9ef372d37bd4",1,1,2,1,6,,,,1
"H1400901","0eacd048e8244b7bb60a9ef372d37bd4",9,,1,,1,2500,,,
"H0480501","0ead3d9097d14f19afae3f37ed3fa95e",1,1,2,2,6,,,,1
"H0480501","0ead3d9097d14f19afae3f37ed3fa95e",4,2,1,2,1,1000,5,16,1
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",6,1,2,2,2,32000,4,14,1
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",9,,1,,1,0,,,
"H1770401","0ef4563b33504453b6221a3e597f4ac1",1,1,2,2,6,,,,1
"H1770401","0ef4563b33504453b6221a3e597f4ac1",9,,1,,1,2000,,,
"H0750903","0f0210463290453bb298ac2094d5322e",1,1,2,2,5,,,,1
"H0750903","0f0210463290453bb298ac2094d5322e",4,2,1,2,1,200,1,15,1
"H0750903","0f0210463290453bb298ac2094d5322e",7,2,1,2,,,,,1
"H0540702","0f1fae5e3c164a0689a528daa0977068",4,2,1,2,1,500,1,17,1
"H0540702","0f1fae5e3c164a0689a528daa0977068",6,1,2,2,2,35000,1,6,1
"H0540702","0f1fae5e3c164a0689a528daa0977068",8,2,1,2,,,,,1
"H3080701","0f3a4301801440ada74bb46498bddedb",1,1,2,2,6,,,,1
"H3080701","0f3a4301801440ada74bb46498bddedb",7,2,1,2,,,,,1
"H0230201","0f4fac38703b4b049484b45fcbe5629f",6,1,2,2,2,45000,0.5,6,1
"H0230201","0f4fac38703b4b049484b45fcbe5629f",8,2,1,2,,,,,1
"H0510201","0f667b218c504918a233aac6e8ee5bda",1,1,2,2,6,,,,1
"H0510201","0f667b218c504918a233aac6e8ee5bda",3,1,2,2,6,,,,1
"H0510201","0f667b218c504918a233aac6e8ee5bda",4,2,1,2,1,2000,20,15,1
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",1,1,2,1,5,,,,1
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",4,2,1,2,1,3600,1,2,1
"H3050901","0f6b3b6cb8bb4020a328c9ca1434b2d4",6,1,2,2,2,70000,2,6,1
"H3050901","0f6b3b6cb8bb4020a328c9ca1434b2d4",9,,1,,1,0,,,
"H0830703","0f896c130fda4f5788f29621fde557f3",1,1,2,2,6,,,,1
"H0830703","0f896c130fda4f5788f29621fde557f3",3,1,2,2,5,,,,1
"H0830703","0f896c130fda4f5788f29621fde557f3",7,2,1,2,,,,,1
"H0021101","0f89c593c872418cbe8ce314e2d06348",6,1,2,2,2,30000,30,11,1
"H0021101","0f89c593c872418cbe8ce314e2d06348",8,2,1,2,,,,,1
"H3510601","0f9890d1fd734a5cace8f29bedc49979",1,1,2,2,5,,,,1
"H3510601","0f9890d1fd734a5cace8f29bedc49979",4,2,1,2,1,4800,4,96,1
"H0691101","0fc2473477df48789bebde3b8239f2c4",1,1,2,2,2,15000,150,18,1
"H0691101","0fc2473477df48789bebde3b8239f2c4",8,2,1,2,,,,,1
"H1480702","0fcb437569834d1c9c2606f6766add88",1,1,2,2,6,,,,1
"H1480702","0fcb437569834d1c9c2606f6766add88",3,1,2,2,5,,,,1
"H1480702","0fcb437569834d1c9c2606f6766add88",4,2,1,2,1,2000,1,96,1
"H0351101","0fd53ca28fec43eea667c453445091b8",4,2,1,2,1,5000,10,17,1
"H0351101","0fd53ca28fec43eea667c453445091b8",6,1,2,2,2,30000,30,8,1
"H4270101","104c763be4a348c7858dd66cc2fbc597",1,1,2,2,6,,,,1
"H4270101","104c763be4a348c7858dd66cc2fbc597",4,2,1,2,1,2400,8,17,1
"H2900502","10651f09e6a44d788c5947935927ecd0",1,1,2,2,2,24000,6,20,1
"H2900502","10651f09e6a44d788c5947935927ecd0",4,2,1,2,1,1500,1,96,1
"H1620302","108160782ccd45a9b7a3b97da91f5483",1,1,2,2,6,,,,1
"H4290901","108581c17994453a902a47aaec861b78",1,1,2,2,6,,,,1
"H4290901","108581c17994453a902a47aaec861b78",4,2,1,2,1,2000,1,96,1
"H4290901","108581c17994453a902a47aaec861b78",7,2,1,2,,,,,1
"H2170501","108ebe553d994ae8bee890ebd2447fbf",1,1,2,2,6,,,,1
"H2170501","108ebe553d994ae8bee890ebd2447fbf",2,,,,,,,,2
"H2170501","108ebe553d994ae8bee890ebd2447fbf",9,,1,,1,1000,,,
"H1260101","10c39a24e0784c66897740bdbc426cc8",1,1,2,2,6,,,,1
"H1260101","10c39a24e0784c66897740bdbc426cc8",6,1,2,2,1,2500,0.5,14,1
"H1260101","10c39a24e0784c66897740bdbc426cc8",9,,1,,1,15000,,,
"H2990202","10c74627258044b8a3441bd75e51c277",1,1,2,2,6,,,,1
"H2990202","10c74627258044b8a3441bd75e51c277",4,2,1,2,1,3600,1,2,1
"H0750702","10ceb21bdb8d4898873a3a75df1feb74",4,2,1,2,1,2000,20,15,1
"H3960901","110f81c0d9254505838dcaf2497d130a",1,1,2,2,6,,,,1
"H3960901","110f81c0d9254505838dcaf2497d130a",3,1,2,2,6,,,,1
"H3960901","110f81c0d9254505838dcaf2497d130a",9,,1,,1,1000,,,
"H3940201","112126f886be4437a68c163a94797d71",9,,1,,1,1000,,,
"H4240801","11677af1b0144119a6f225a20b75675a",8,2,1,2,,,,,1
"H2850505","117be70b702543a2a9b2c6ed42bde0d8",1,1,2,2,6,,,,1
"H2850505","117be70b702543a2a9b2c6ed42bde0d8",7,2,1,2,,,,,1
"H2440102","119f2e2e03f143fc879b9f0ed133f62e",1,1,2,1,6,,,,1
"H2440102","119f2e2e03f143fc879b9f0ed133f62e",3,1,2,2,5,,,,1
"H2440102","119f2e2e03f143fc879b9f0ed133f62e",4,2,1,2,3,1500,0.5,2,1
"51","11c06407f2894aa696b02bd42e1ad325",1,1,1,1,6,,,,1
"H1640703","11cce051e10f463e9d807eac544f8298",1,1,2,1,6,,,,1
"H1640703","11cce051e10f463e9d807eac544f8298",6,1,2,2,2,8000,2,14,1
"H1640703","11cce051e10f463e9d807eac544f8298",9,,1,,1,3000,,,
"H1880701","11d8e6e27924401f975392dbb4bb0cfb",1,1,2,2,2,8000,4,9,1
"H1880701","11d8e6e27924401f975392dbb4bb0cfb",9,,1,,1,4000,,,
"H0271102","11d9f40f48184bc3a967131e8ed79d24",8,2,1,2,,,,,1
"H3410901","11fa0219f3c04dc69816ce8f2784a912",1,1,2,2,1,4000,1,20,1
"H3410901","11fa0219f3c04dc69816ce8f2784a912",4,2,1,2,1,4000,1,96,1
"H3940501","11fe2002e4b64d6a9f6f9dc246c6b5cb",6,1,2,2,2,12000,4,14,1
"H3940501","11fe2002e4b64d6a9f6f9dc246c6b5cb",9,,1,,1,4000,,,
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",6,1,2,2,2,6000,2,14,1
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",7,1,1,2,,,,,1
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",9,,1,,1,3000,,,
"59","1254e7d5420845449d4b2d63d8f8b555",1,1,2,2,2,12000,4,8,1
"59","1254e7d5420845449d4b2d63d8f8b555",9,,1,,1,2000,,,
"H3520201","12766e74ad9f4d61aa6b76046aac52fb",9,,1,,1,7000,,,
"H3800701","1281f3064b5548e58be32cadc2a9904e",1,1,2,2,6,,,,1
"H3800701","1281f3064b5548e58be32cadc2a9904e",3,1,2,2,6,,,,1
"H3800701","1281f3064b5548e58be32cadc2a9904e",9,,1,,1,15000,,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",1,1,2,2,6,,,,1
"H0280301","12a4d25d94ea436285c294aef2a8dba5",9,,1,,1,1700,,,
"H0750902","12a8632b753f40c6959744f160ade8ff",1,1,2,2,5,,,,1
"H3460401","12e25cf614ca4641804dd645d930b062",1,1,2,2,2,8000,8,8,1
"H3460401","12e25cf614ca4641804dd645d930b062",6,1,2,2,2,10000,5,11,1
"H3460401","12e25cf614ca4641804dd645d930b062",8,2,1,2,,,,,1
"H1150602","12e688f31e39475e9ae5aa19685c7e37",6,1,2,2,2,14000,2,14,1
"H1150602","12e688f31e39475e9ae5aa19685c7e37",8,2,1,2,,,,,1
"H2080601","12ea98f53d374c2ab9476c087af2913e",1,1,2,2,1,0,0,96,1
"H2080601","12ea98f53d374c2ab9476c087af2913e",4,2,1,2,3,1000,1,96,1
"H2080601","12ea98f53d374c2ab9476c087af2913e",6,1,2,2,2,30000,1,7,1
"H2080601","12ea98f53d374c2ab9476c087af2913e",7,1,2,2,,,,,1
"H2230101","12f05714af1d40f3967c2f10c55f21e4",1,1,2,2,3,2000,1,18,1
"H2230101","12f05714af1d40f3967c2f10c55f21e4",6,1,2,2,2,37500,75,8,1
"H2230101","12f05714af1d40f3967c2f10c55f21e4",9,,1,,1,2000,,,
"H3970201","1313728d816c492e852a4dc2f2bea58c",1,1,2,2,6,,,,1
"H3970201","1313728d816c492e852a4dc2f2bea58c",3,1,2,2,5,,,,1
"H3970201","1313728d816c492e852a4dc2f2bea58c",7,2,1,2,,,,,1
"H3100301","131fdb31a30649e792542baee928cee3",1,1,2,1,6,,,,1
"H3100301","131fdb31a30649e792542baee928cee3",4,2,1,2,1,2000,1,96,1
"H4200801","132b1d61a34e4480a249784896828820",1,1,2,2,6,,,,1
"H4200801","132b1d61a34e4480a249784896828820",7,2,1,2,,,,,1
"H3610501","1335c4b914e64b079a15b82332bc3a62",1,1,2,2,6,,,,1
"H3610501","1335c4b914e64b079a15b82332bc3a62",6,1,2,2,1,10000,2,14,1
"H3610501","1335c4b914e64b079a15b82332bc3a62",7,2,1,2,,,,,1
"H0540601","137047ed72be45cbbe79528e9a8febcf",1,1,2,2,6,,,,1
"H0540601","137047ed72be45cbbe79528e9a8febcf",4,2,1,2,1,5000,25,15,1
"H1680201","137fab734a03455f98d0124f4847fc13",1,1,2,2,6,,,,1
"H1680201","137fab734a03455f98d0124f4847fc13",3,1,2,2,5,,,,1
"H1680201","137fab734a03455f98d0124f4847fc13",8,2,1,2,,,,,1
"H4300701","1390e21908ee4f50811be182bc761552",1,1,2,2,6,,,,1
"H4300701","1390e21908ee4f50811be182bc761552",7,2,1,2,,,,,1
"H4190101","139766f7e0d947e39160c8cdbe782c90",1,1,2,2,6,,,,1
"H4190101","139766f7e0d947e39160c8cdbe782c90",7,1,2,2,,,,,1
"H3730201","13c8dabea0a14e74b5409df736d0c6fc",1,1,2,2,6,,,,1
"H0080101","13d977f195b645efb9ca44fc286a7787",5,1,2,1,3,72000,1,96,1
"H0080101","13d977f195b645efb9ca44fc286a7787",6,1,2,1,2,25000,1,7,1
"H0080101","13d977f195b645efb9ca44fc286a7787",7,2,1,2,,,,,1
"H2140902","13e1b70c74264df2b3ce9571a64d04b7",1,1,1,1,6,,,,1
"H2140902","13e1b70c74264df2b3ce9571a64d04b7",7,2,1,2,,,,,1
"H3730401","13e8276c99cd496081c2d78d058b2a21",1,1,2,2,6,,,,1
"H3730401","13e8276c99cd496081c2d78d058b2a21",3,1,2,2,5,,,,1
"H3730401","13e8276c99cd496081c2d78d058b2a21",7,2,1,2,,,,,1
"H3730401","13e8276c99cd496081c2d78d058b2a21",9,,1,,1,1000,,,
"41","13f725a28a91400690aa319519c0dbf6",1,1,1,1,6,,,,1
"H2960401","141911dad9474c8d879f53c8bfd6edee",1,1,2,2,6,,,,1
"H2960401","141911dad9474c8d879f53c8bfd6edee",4,2,1,2,1,1500,1,96,1
"H1140501","142452c4f1204a22b394324cb0f4bab9",6,1,2,2,1,30000,30,13,1
"H1140501","142452c4f1204a22b394324cb0f4bab9",8,2,1,2,,,,,1
"H2310201","14284880612f4308abfe7ad7f51cdcf8",1,1,2,2,6,,,,1
"H2310201","14284880612f4308abfe7ad7f51cdcf8",7,2,1,2,,,,,1
"H2310201","14284880612f4308abfe7ad7f51cdcf8",8,,,,,,,,2
"H2310201","14284880612f4308abfe7ad7f51cdcf8",9,,,,,,,,
"H0380401","142f863d5d3747d4b12da5a96819e8c8",8,2,1,2,,,,,1
"H0380401","142f863d5d3747d4b12da5a96819e8c8",9,,1,,1,0,,,
"H1310503","1444adc6326d439eaeaba1546d02d59d",1,1,2,2,5,,,,1
"H1310503","1444adc6326d439eaeaba1546d02d59d",7,2,1,2,,,,,1
"H3711001","147c52ca54784111b65348d2fc3eed37",1,1,2,2,5,,,,1
"H3711001","147c52ca54784111b65348d2fc3eed37",9,,1,,1,1000,,,
"H0500901","148096d4034442419b34538a7bc0dcf6",1,1,2,2,2,8000,4,19,1
"H0500901","148096d4034442419b34538a7bc0dcf6",3,1,2,2,5,,,,1
"H0500901","148096d4034442419b34538a7bc0dcf6",4,2,1,2,1,2000,0.5,2,1
"H0500901","148096d4034442419b34538a7bc0dcf6",6,1,2,2,2,12000,0.25,6,1
"H0500901","148096d4034442419b34538a7bc0dcf6",8,2,1,2,,,,,1
"H3041201","14bfad8162b7405dbeb905bf436d082c",1,1,2,2,5,,,,1
"H3041201","14bfad8162b7405dbeb905bf436d082c",7,2,1,2,,,,,1
"H1300801","15112bb7ee2c432d83517c273c01cf0b",1,1,2,2,6,,,,1
"H0220501","1518dce3648d4658ab52d14192ff5d62",5,1,2,2,3,60000,25,1,1
"H0220501","1518dce3648d4658ab52d14192ff5d62",6,1,2,2,1,135000,1.5,6,1
"H0220501","1518dce3648d4658ab52d14192ff5d62",8,1,1,1,,,,,1
"H4030301","1553987122bb403eac103947ccf14569",1,1,2,2,6,,,,1
"H4030301","1553987122bb403eac103947ccf14569",9,,1,,1,1000,,,
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",1,1,2,2,6,,,,1
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",3,1,2,2,6,,,,1
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",7,2,1,2,,,,,1
"H3960101","15765778f2514e5db3c9fa6bb742cd00",1,1,1,2,6,,,,1
"H3960101","15765778f2514e5db3c9fa6bb742cd00",3,1,1,1,5,,,,1
"H4230601","1588fa8bc10343c6a213180e185b4c77",1,1,2,2,6,,,,1
"H4230601","1588fa8bc10343c6a213180e185b4c77",6,1,2,2,1,6000,1,14,1
"H4230601","1588fa8bc10343c6a213180e185b4c77",7,2,1,2,,,,,1
"H4000201","158f0ced0e9a41aa975d268a4c9b98a0",1,1,2,2,6,,,,1
"H4000201","158f0ced0e9a41aa975d268a4c9b98a0",9,,1,,1,1000,,,
"H2570604","158fdcb371864b379252dd73d6a526b2",6,1,2,1,2,7500,1.5,96,1
"H2570604","158fdcb371864b379252dd73d6a526b2",8,2,1,2,,,,,1
"H0420902","15c0f37757dc46b28873a77b5e8a913d",4,1,2,2,1,6000,4,96,1
"H0420902","15c0f37757dc46b28873a77b5e8a913d",6,1,2,2,1,28000,60,13,1
"H0420902","15c0f37757dc46b28873a77b5e8a913d",8,2,1,2,,,,,1
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",1,1,2,2,5,,,,1
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",3,1,2,2,6,,,,1
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",9,,1,,1,0,,,
"36","15f9cb22388f428f9f3dcf081ccfc10a",1,1,2,2,6,,,,1
"36","15f9cb22388f428f9f3dcf081ccfc10a",6,1,2,2,5,,,,1
"36","15f9cb22388f428f9f3dcf081ccfc10a",7,2,1,2,,,,,1
"H3760801","15fd3aeeaeb34f6ea14d42f6bcdee0d6",1,1,2,2,6,,,,1
"H3760801","15fd3aeeaeb34f6ea14d42f6bcdee0d6",3,1,2,2,5,,,,1
"H3760801","15fd3aeeaeb34f6ea14d42f6bcdee0d6",4,2,1,2,1,3800,1,2,1
"H3540101","161df9ca153241e19e955e373574448f",6,1,2,2,3,15000,1,5,1
"H3540101","161df9ca153241e19e955e373574448f",7,2,1,2,,,,,1
"H3540101","161df9ca153241e19e955e373574448f",9,,1,,,,,,
"H3800501","16282cde170b4278acdeccb779ce6b33",1,1,2,2,6,,,,1
"H3800501","16282cde170b4278acdeccb779ce6b33",3,1,2,2,5,,,,1
"H3800501","16282cde170b4278acdeccb779ce6b33",7,1,2,2,,,,,1
"H3090601","162c504b1fed4a5b9848882e7752940a",1,1,2,2,5,,,,1
"H3090601","162c504b1fed4a5b9848882e7752940a",4,2,1,2,1,1500,1,96,1
"H0870101","162c7da3721a4b318a125f5be123aa6e",1,1,2,2,5,,,,1
"H0870101","162c7da3721a4b318a125f5be123aa6e",7,2,1,2,,,,,1
"H2520301","1644cc9b10c946bfbfaaf1d972bf7258",1,1,2,2,6,,,,1
"H2520301","1644cc9b10c946bfbfaaf1d972bf7258",9,,1,,1,90000,,,
"H2241001","164f59280b494e09a7618a255a2334c1",1,1,2,2,5,,,,1
"H2241001","164f59280b494e09a7618a255a2334c1",7,2,1,2,,,,,1
"H2241001","164f59280b494e09a7618a255a2334c1",9,,1,,1,3000,,,
"##N/A##","1658c6246ed14e8296d29cf476fdeb13",1,1,2,2,6,,,,1
"##N/A##","1658c6246ed14e8296d29cf476fdeb13",3,1,2,2,6,,,,1
"##N/A##","1658c6246ed14e8296d29cf476fdeb13",9,,1,,1,0,,,
"H3770702","16658cfcf7f14257a2be301b98bb0de1",1,1,2,2,6,,,,1
"H3770702","16658cfcf7f14257a2be301b98bb0de1",3,2,2,1,5,,,,1
"H3770702","16658cfcf7f14257a2be301b98bb0de1",7,2,1,2,,,,,1
"H0390902","16686bb795b54d2191e8f9df39d31e71",1,1,2,2,5,,,,1
"H0390902","16686bb795b54d2191e8f9df39d31e71",7,2,1,2,,,,,1
"H0830704","1670e6df36b844d39aa258e60578dee4",1,1,2,2,2,12000,6,20,1
"H0830704","1670e6df36b844d39aa258e60578dee4",4,2,1,2,1,8000,8,96,1
"H2210202","16887c92f1b147cba6be26cdd50b01f3",1,1,2,2,6,,,,1
"H1310801","168c7ae537cc4394827298958c374b1d",1,1,2,2,6,,,,1
"H1310801","168c7ae537cc4394827298958c374b1d",3,1,2,2,5,,,,1
"H1310801","168c7ae537cc4394827298958c374b1d",7,2,1,2,,,,,1
"H2370201","16b2d34dfa854a44b17e4a2a1fe1dcbb",1,1,2,1,6,,,,1
"H2370201","16b2d34dfa854a44b17e4a2a1fe1dcbb",7,2,1,2,,,,,1
"H2370201","16b2d34dfa854a44b17e4a2a1fe1dcbb",9,,1,,1,1700,,,
"H1821005","16bbbd98ba5e4f94a981844b8183ee50",6,1,2,2,2,17500,0.5,7,1
"H1821005","16bbbd98ba5e4f94a981844b8183ee50",7,2,1,2,,,,,1
"1100701","16c0790e52ec43c58fcd99e7d75e10d3",1,1,2,2,6,,,,1
"1100701","16c0790e52ec43c58fcd99e7d75e10d3",6,1,2,2,5,,,,1
"1100701","16c0790e52ec43c58fcd99e7d75e10d3",7,2,1,2,,,,,1
"H1150202","16c6f42d01644fea9c34fa54421a4480",1,1,2,2,1,30000,15,19,1
"H1150202","16c6f42d01644fea9c34fa54421a4480",4,2,1,2,1,1000,2,15,1
"H1150202","16c6f42d01644fea9c34fa54421a4480",6,1,2,2,2,10000,20,8,1
"H1150202","16c6f42d01644fea9c34fa54421a4480",8,2,1,2,,,,,1
"H2370802","16c86a16fed44b30a54b6076f4f4f6c9",7,2,1,2,,,,,1
"H0750101","16c883aca79d42159da4d313e9a0a17e",6,1,2,2,2,30000,30,13,1
"H0750101","16c883aca79d42159da4d313e9a0a17e",7,2,1,2,,,,,1
"H0870801","16d236cfaa29413abb6fca138f544ec4",1,1,2,2,5,,,,1
"H0870801","16d236cfaa29413abb6fca138f544ec4",7,2,1,2,,,,,1
"H0300301","16daa4b4720d4509a216757cff6903d4",4,1,2,2,1,9000,3,2,1
"H0300301","16daa4b4720d4509a216757cff6903d4",6,1,2,2,2,30000,0.5,7,1
"H0300301","16daa4b4720d4509a216757cff6903d4",8,2,1,2,,,,,1
"H0870301","16db46d7f22e41f9a04f1fbe342a0392",1,1,2,2,5,,,,1
"H0870301","16db46d7f22e41f9a04f1fbe342a0392",7,2,1,2,,,,,1
"H0870301","16db46d7f22e41f9a04f1fbe342a0392",9,,1,,1,20000,,,
"H2561003","170275f8246f4dbebe53a915373b5984",1,1,2,1,6,,,,1
"H2561003","170275f8246f4dbebe53a915373b5984",9,,1,,1,800,,,
"H3731001","17114af3aae5418e956cd93e3549aed1",1,1,2,2,6,,,,1
"H3731001","17114af3aae5418e956cd93e3549aed1",3,1,2,2,5,,,,1
"H3731001","17114af3aae5418e956cd93e3549aed1",9,,1,,2,1000,,,
