"hhid","PID","pid_unps_wave7","h2q3","h2q4","h2q7","h2q5","h2q6","h2q8","h2q9a","h2q9b","h2q9c","h2q10"
"04c814d7b9cb4aa2b651aa2e31acf4e9",2,"5",1,3,3,5,7,24,12,6,1995,5
"04c814d7b9cb4aa2b651aa2e31acf4e9",5,"8",2,3,3,4,7,19,19,9,2000,5
"04c814d7b9cb4aa2b651aa2e31acf4e9",6,"9",2,3,3,4,7,17,23,10,2002,5
"04c814d7b9cb4aa2b651aa2e31acf4e9",7,"10",2,3,1,12,,14,13,5,2005,5
"04c814d7b9cb4aa2b651aa2e31acf4e9",8,"11",2,7,1,12,,14,98,98,2006,5
"04c814d7b9cb4aa2b651aa2e31acf4e9",9,"12",1,7,1,12,,14,98,98,2006,5
"04c814d7b9cb4aa2b651aa2e31acf4e9",10,"13",2,7,1,12,,8,98,98,2012,
"04c814d7b9cb4aa2b651aa2e31acf4e9",12,,1,4,5,,,,,,,
"04c814d7b9cb4aa2b651aa2e31acf4e9",13,,1,4,5,,,,,,,
"04d55903a5d448c3953d1d1ceda1084d",1,"4",1,4,1,3,15,14,9,12,2004,5
"04d55903a5d448c3953d1d1ceda1084d",2,"6",2,4,3,4,15,21,18,5,1998,5
"04d55903a5d448c3953d1d1ceda1084d",3,"7",2,4,1,12,,10,15,5,2009,5
"04d55903a5d448c3953d1d1ceda1084d",4,"9",1,4,4,4,15,19,98,98,2000,5
"04d55903a5d448c3953d1d1ceda1084d",5,"10",2,1,1,12,,71,25,12,1947,4
"04ee28189feb42c6a75acb852661aef1",1,"1",2,1,1,12,,57,98,98,1963,4
"04ee28189feb42c6a75acb852661aef1",2,"2",1,3,1,12,,32,1,1,1988,5
"04ee28189feb42c6a75acb852661aef1",4,"4",1,3,1,12,,15,98,12,2004,5
"04ee28189feb42c6a75acb852661aef1",7,"10",2,4,1,12,,7,98,2,2013,
"0515ceaa3b6d4400bb337565e78db4e4",1,"1",1,1,1,12,,54,12,11,1964,2
"0515ceaa3b6d4400bb337565e78db4e4",2,"2",2,2,1,12,,51,13,10,1967,2
"0515ceaa3b6d4400bb337565e78db4e4",3,"3",1,3,4,4,15,24,13,11,1994,5
"0515ceaa3b6d4400bb337565e78db4e4",4,"4",1,3,1,12,,23,10,9,1995,5
"0515ceaa3b6d4400bb337565e78db4e4",5,"5",2,3,2,12,,22,7,4,1997,5
"0515ceaa3b6d4400bb337565e78db4e4",6,"7",2,3,1,12,,15,8,3,2004,5
"0515ceaa3b6d4400bb337565e78db4e4",7,"8",1,3,1,12,,10,13,9,2008,5
"0515ceaa3b6d4400bb337565e78db4e4",8,"9",1,3,1,12,,15,8,1,2004,5
"0515ceaa3b6d4400bb337565e78db4e4",9,"10",2,3,1,12,,7,13,11,2011,
"0515ceaa3b6d4400bb337565e78db4e4",10,"12",1,3,1,12,,3,16,8,2015,
"0515ceaa3b6d4400bb337565e78db4e4",11,,2,3,1,0,1,0,18,4,2019,
"051abf68db894b34a1ecfa22bd2a2509",1,"1",1,1,1,12,,40,98,98,1979,1
"051abf68db894b34a1ecfa22bd2a2509",2,"2",2,2,1,12,,36,98,98,1983,1
"051abf68db894b34a1ecfa22bd2a2509",3,"3",2,3,1,12,,17,98,98,2002,5
"051abf68db894b34a1ecfa22bd2a2509",4,"4",1,3,1,12,,12,98,7,2006,5
"051abf68db894b34a1ecfa22bd2a2509",5,"5",1,3,1,12,,10,98,6,2008,5
"051abf68db894b34a1ecfa22bd2a2509",6,"6",1,3,1,12,,8,98,12,2010,
"051abf68db894b34a1ecfa22bd2a2509",7,"7",1,3,1,12,,18,98,4,2001,5
"051abf68db894b34a1ecfa22bd2a2509",8,"8",1,3,1,12,,20,98,4,1999,5
"051abf68db894b34a1ecfa22bd2a2509",9,"9",1,3,1,12,,5,17,9,2013,
"051abf68db894b34a1ecfa22bd2a2509",10,"10",2,3,1,12,,2,19,11,2016,
"052f8d3f81c3477aa9366a24c54ddf83",1,"1",1,1,1,12,,30,6,7,1988,1
"052f8d3f81c3477aa9366a24c54ddf83",3,"3",2,2,1,12,,24,98,98,1995,1
"052f8d3f81c3477aa9366a24c54ddf83",4,"4",2,3,1,12,,4,6,3,2015,
"052f8d3f81c3477aa9366a24c54ddf83",5,"5",1,3,1,12,,1,6,11,2017,
"0540d10333124c9ab290bb9daaf998cc",1,"1",1,1,1,12,,40,2,2,1979,1
"0540d10333124c9ab290bb9daaf998cc",2,"2",2,2,1,12,,35,1,5,1984,1
"0540d10333124c9ab290bb9daaf998cc",3,"3",1,3,3,4,15,16,27,11,2002,5
"0540d10333124c9ab290bb9daaf998cc",4,"4",2,3,1,12,,13,29,5,2005,5
"0540d10333124c9ab290bb9daaf998cc",5,"5",2,3,1,12,,7,12,8,2011,
"0540d10333124c9ab290bb9daaf998cc",7,"7",1,3,1,12,,1,28,10,2017,
"054124cd4eff40ec97bf51a44fe4a93c",1,"1",1,1,1,12,,48,98,98,1971,1
"054124cd4eff40ec97bf51a44fe4a93c",2,"2",2,2,1,12,,38,21,8,1981,1
"054124cd4eff40ec97bf51a44fe4a93c",4,"4",1,3,1,12,,11,29,7,2008,5
"054124cd4eff40ec97bf51a44fe4a93c",5,"5",1,3,1,12,,7,29,7,2012,
"054124cd4eff40ec97bf51a44fe4a93c",6,"6",2,5,1,12,,77,98,98,1943,4
"054124cd4eff40ec97bf51a44fe4a93c",7,,1,3,1,12,,1,6,9,2018,
"05743465c6254f7baedf141b6381f400",1,"1",1,1,1,12,,73,98,98,1946,1
"05743465c6254f7baedf141b6381f400",2,"2",2,2,1,12,,59,98,98,1960,1
"05743465c6254f7baedf141b6381f400",3,"4",2,3,1,12,,21,98,98,1998,5
"05743465c6254f7baedf141b6381f400",4,"5",2,4,1,12,,15,98,98,2004,5
"05863e44874d4d0bbe8abdc95d9249b2",1,"1",2,3,1,12,,29,98,4,1990,3
"05863e44874d4d0bbe8abdc95d9249b2",2,"3",2,4,1,12,,9,14,4,2009,
"05863e44874d4d0bbe8abdc95d9249b2",3,"5",2,4,2,12,,2,19,7,2016,
"05863e44874d4d0bbe8abdc95d9249b2",4,"6",2,4,2,12,,2,19,7,2016,
"05863e44874d4d0bbe8abdc95d9249b2",5,"7",2,1,1,12,,61,98,98,1958,4
"05863e44874d4d0bbe8abdc95d9249b2",6,,2,4,1,4,1,0,23,11,2018,
"0586e2b9bcd24aa3bf31580492500327",1,"1",2,2,1,12,,26,14,5,1993,1
"0586e2b9bcd24aa3bf31580492500327",2,"2",2,8,1,12,,7,2,11,2011,
"0586e2b9bcd24aa3bf31580492500327",3,"4",1,3,1,12,,3,12,8,2015,
"0586e2b9bcd24aa3bf31580492500327",4,"5",1,1,2,12,,57,3,3,1962,1
"0586e2b9bcd24aa3bf31580492500327",5,"6",2,3,1,12,,1,6,9,2017,
"058977f6550c4624b8d171b5d1a58a6e",1,"1",1,1,1,12,,37,1,1,1982,3
"0594b58cc0834586919fbbd39a0be23f",3,"9",1,1,1,12,,46,98,98,1973,3
"059ff457522a4a8fa64c8b2717080161",1,"1",1,1,1,12,,43,98,12,1975,1
"059ff457522a4a8fa64c8b2717080161",2,"2",2,2,1,12,,40,98,98,1979,1
"059ff457522a4a8fa64c8b2717080161",3,"3",1,3,1,12,,14,98,1,2005,5
"059ff457522a4a8fa64c8b2717080161",4,"4",1,3,1,12,,12,98,98,2007,5
"059ff457522a4a8fa64c8b2717080161",5,"6",1,3,1,12,,6,13,10,2012,
"059ff457522a4a8fa64c8b2717080161",6,"7",1,3,1,12,,5,16,6,2014,
"059ff457522a4a8fa64c8b2717080161",7,"8",1,3,1,12,,2,4,2,2017,
"05add010c2404efab0880200dcdc9674",1,"2",2,1,1,12,,35,98,98,1984,1
"05add010c2404efab0880200dcdc9674",2,"3",2,3,1,12,,17,4,4,2002,5
"05add010c2404efab0880200dcdc9674",3,"5",2,3,1,12,,8,16,6,2010,
"05add010c2404efab0880200dcdc9674",4,"7",1,3,1,7,1,0,14,8,2018,
"05b5aece409440ff8a1231a07558d979",1,"1",2,1,1,12,,60,22,1,1959,4
"05b5aece409440ff8a1231a07558d979",5,,1,4,1,12,,3,8,11,2015,
"05b5aece409440ff8a1231a07558d979",6,,2,4,1,12,,2,14,11,2016,
"05b5aece409440ff8a1231a07558d979",7,,1,4,1,12,,2,27,11,2016,
"05b5aece409440ff8a1231a07558d979",8,,2,4,1,1,4,11,98,10,2008,5
"05b5aece409440ff8a1231a07558d979",9,,2,4,1,5,4,10,22,11,2008,5
"05b8817d114d47058c7877391323d14c",1,"1",1,1,1,12,,23,98,6,1995,5
"05bd23b2d9d84b128c7b45db8d2da17f",1,"1",1,1,1,12,,87,98,98,1933,1
"05bd23b2d9d84b128c7b45db8d2da17f",2,,2,2,1,12,,56,98,6,1963,1
"05bd23b2d9d84b128c7b45db8d2da17f",3,,2,3,1,12,,4,5,1,2016,
"05cef9765f92473eb465b6dc4fac72a4",1,"1",1,1,1,12,,70,98,98,1949,1
"05cef9765f92473eb465b6dc4fac72a4",2,"2",2,2,1,12,,68,98,98,1951,1
"05cef9765f92473eb465b6dc4fac72a4",3,"3",1,3,1,12,,27,98,98,1992,5
"05cef9765f92473eb465b6dc4fac72a4",4,"4",2,3,1,12,,23,98,98,1996,5
"05cef9765f92473eb465b6dc4fac72a4",5,"5",2,3,1,12,,19,98,98,2000,5
"05dafcf31b4d403aad84cdfff9d1fdfc",1,"1",1,8,1,12,,11,98,98,2008,5
"05dafcf31b4d403aad84cdfff9d1fdfc",2,"2",2,1,1,12,,29,98,98,1990,3
"05dafcf31b4d403aad84cdfff9d1fdfc",3,"4",2,8,2,12,,8,26,1,2011,
"05dafcf31b4d403aad84cdfff9d1fdfc",4,"5",1,3,1,12,,6,98,3,2013,
"05dafcf31b4d403aad84cdfff9d1fdfc",5,"6",2,3,1,12,,4,12,3,2015,
"05dafcf31b4d403aad84cdfff9d1fdfc",6,,1,8,5,,,,,,,
"06017013809c4ccc99e9c3dcd7b3c10f",1,"1",2,2,1,12,,26,7,3,1993,1
"06017013809c4ccc99e9c3dcd7b3c10f",2,"2",1,1,2,12,,33,98,98,1986,1
"06017013809c4ccc99e9c3dcd7b3c10f",3,"3",1,3,2,12,,5,9,3,2014,
"06017013809c4ccc99e9c3dcd7b3c10f",4,"4",2,3,1,12,,2,26,2,2017,
"06017013809c4ccc99e9c3dcd7b3c10f",5,"5",2,3,2,12,,7,19,11,2011,
"0602eb95ac184ad3aa8fdba309f3f946",1,"1",1,1,1,12,,52,8,10,1967,1
"0602eb95ac184ad3aa8fdba309f3f946",2,"2",2,2,1,12,,47,10,10,1972,1
"0602eb95ac184ad3aa8fdba309f3f946",4,"5",1,3,4,7,12,22,27,2,1997,1
"0602eb95ac184ad3aa8fdba309f3f946",5,"6",1,3,1,12,,19,14,11,1999,5
"0602eb95ac184ad3aa8fdba309f3f946",6,"7",1,3,1,12,,14,98,2,2005,5
"0602eb95ac184ad3aa8fdba309f3f946",7,"8",1,3,1,12,,12,98,4,2007,5
"0602eb95ac184ad3aa8fdba309f3f946",8,"9",1,3,1,12,,10,23,1,2009,5
"0602eb95ac184ad3aa8fdba309f3f946",10,"11",2,3,4,4,15,17,18,11,2001,5
"0602eb95ac184ad3aa8fdba309f3f946",14,,2,8,1,7,8,18,16,6,2001,1
"0602eb95ac184ad3aa8fdba309f3f946",15,,2,4,1,7,1,0,24,4,2019,
"06122c47fee6432f8b973b9ea525fe57",1,"1",2,2,1,12,,28,98,12,1990,1
"06122c47fee6432f8b973b9ea525fe57",2,"2",1,3,1,12,,10,26,2,2009,5
"06122c47fee6432f8b973b9ea525fe57",3,"3",1,3,1,12,,8,27,1,2011,
"06122c47fee6432f8b973b9ea525fe57",4,"4",1,3,1,12,,4,7,7,2015,
"06122c47fee6432f8b973b9ea525fe57",5,"5",1,1,1,12,,36,6,5,1983,1
"061989138f624a46be5860a6f7e8934b",1,"1",1,1,1,12,,39,98,98,1981,1
"061989138f624a46be5860a6f7e8934b",2,"4",2,2,1,12,,38,98,98,1982,1
"061989138f624a46be5860a6f7e8934b",3,"5",2,3,1,12,,13,98,98,2007,5
"061989138f624a46be5860a6f7e8934b",4,"7",2,3,1,12,,7,20,11,2012,
"061989138f624a46be5860a6f7e8934b",5,"9",2,3,1,12,,3,13,2,2017,
"061d004e00b841cea0fa55802483b1b4",1,"1",1,1,1,12,,45,98,98,1974,1
"061d004e00b841cea0fa55802483b1b4",2,"2",2,2,1,12,,43,28,11,1975,1
"061d004e00b841cea0fa55802483b1b4",3,"4",2,3,1,12,,16,28,10,2002,5
"061d004e00b841cea0fa55802483b1b4",4,"5",1,3,1,12,,11,13,7,2008,5
"061d004e00b841cea0fa55802483b1b4",5,"6",1,3,1,12,,14,98,98,2005,5
"061d004e00b841cea0fa55802483b1b4",6,"7",1,3,1,12,,5,8,7,2014,
"062f7f18a3d7429fabe2c075459a301a",1,"1",2,1,1,12,,28,23,10,1990,5
"062f7f18a3d7429fabe2c075459a301a",2,"3",2,8,2,12,,18,26,10,2000,5
"062f7f18a3d7429fabe2c075459a301a",4,"5",1,3,1,12,,1,22,5,2017,
"062f7f18a3d7429fabe2c075459a301a",5,,2,8,1,12,,16,10,10,2002,5
"06403dbe6bbd4f1e82d16fa705c51b73",1,"1",1,1,1,12,,42,22,2,1977,1
"06403dbe6bbd4f1e82d16fa705c51b73",2,"3",2,2,2,12,,31,29,9,1988,1
"06403dbe6bbd4f1e82d16fa705c51b73",3,"4",1,3,2,12,,2,14,11,2017,
"066a75cbe6cb4de4a2ba444ec6c9a5b4",1,"1",1,1,1,12,,91,98,98,1929,1
"066a75cbe6cb4de4a2ba444ec6c9a5b4",2,"2",2,2,1,12,,89,24,8,1951,1
"066a75cbe6cb4de4a2ba444ec6c9a5b4",4,"4",1,4,1,4,15,20,21,7,1999,5
"066a75cbe6cb4de4a2ba444ec6c9a5b4",5,"6",1,4,4,4,15,17,22,12,2007,5
"066a75cbe6cb4de4a2ba444ec6c9a5b4",7,,2,10,1,10,6,15,15,7,2004,5
"067e98465031426791a3853b69a9a70a",1,"1",2,1,1,12,,53,5,11,1966,4
"067e98465031426791a3853b69a9a70a",2,"2",1,3,1,12,,18,5,11,2001,5
"067e98465031426791a3853b69a9a70a",3,"3",1,4,1,12,,5,98,5,2014,
"067e98465031426791a3853b69a9a70a",4,,2,4,1,12,,2,22,4,2017,
"067f809da4ef44c8ab7ff3a16ee31672",1,"1",2,1,1,12,,55,98,98,1964,4
"067f809da4ef44c8ab7ff3a16ee31672",2,"3",2,3,1,12,,24,98,98,1995,3
"067f809da4ef44c8ab7ff3a16ee31672",3,"4",2,3,1,12,,14,98,4,2005,5
"067f809da4ef44c8ab7ff3a16ee31672",4,"5",1,3,1,12,,12,23,4,2007,5
"067f809da4ef44c8ab7ff3a16ee31672",5,"6",1,3,1,12,,20,10,10,1998,5
"067f809da4ef44c8ab7ff3a16ee31672",6,"8",2,3,1,12,,19,98,4,2000,5
"06816d8d60b141418b768b356970d613",1,"1",1,1,1,12,,66,25,8,1953,1
"06816d8d60b141418b768b356970d613",2,"2",2,2,1,12,,61,98,98,1959,1
"06816d8d60b141418b768b356970d613",3,"3",2,3,2,12,,13,30,11,2006,5
"06816d8d60b141418b768b356970d613",4,"4",2,3,2,12,,20,98,98,1999,5
"068c76ff148d44fcbb4ab89429adcb6c",1,"5",1,1,1,12,,86,98,9,1933,1
"068c76ff148d44fcbb4ab89429adcb6c",2,"6",2,2,1,12,,73,98,98,1946,1
"068c76ff148d44fcbb4ab89429adcb6c",3,"8",1,3,1,12,,30,23,1,1989,3
"068c76ff148d44fcbb4ab89429adcb6c",4,"9",1,4,2,12,,23,12,12,1995,5
"068c76ff148d44fcbb4ab89429adcb6c",5,"13",1,3,1,12,,15,98,98,2004,5
"068c76ff148d44fcbb4ab89429adcb6c",6,"14",1,4,1,12,,12,98,12,2006,5
"068c76ff148d44fcbb4ab89429adcb6c",9,"17",1,4,1,12,,20,28,9,1998,5
"06a5f788e6b248dfa229a7cd68fcf706",1,"1",2,1,1,12,,29,98,98,1990,1
"06a5f788e6b248dfa229a7cd68fcf706",2,"2",1,2,1,12,,33,98,98,1986,1
"06a5f788e6b248dfa229a7cd68fcf706",3,"3",2,3,1,12,,4,10,1,2015,
"06a5f788e6b248dfa229a7cd68fcf706",4,"4",2,3,1,12,,1,26,11,2017,
"06b36c2c9668465ead2665345a45355a",1,"1",1,1,2,12,,33,5,12,1986,1
"06b36c2c9668465ead2665345a45355a",2,"2",2,3,1,12,,9,8,1,2011,
"06b36c2c9668465ead2665345a45355a",3,"4",2,2,1,12,,26,25,5,1993,1
"06b36c2c9668465ead2665345a45355a",4,"5",1,3,2,12,,3,14,3,2016,
"06ca2b010f7a4724a51adc2505df2e10",1,"1",2,1,1,12,,38,12,4,1980,1
"06ca2b010f7a4724a51adc2505df2e10",2,"2",1,2,1,12,,37,98,98,1982,1
"06ca2b010f7a4724a51adc2505df2e10",3,"3",2,3,1,12,,2,7,6,2016,
"06f7cf0c474046c4926955c6674a42fa",1,"##N/A##",1,1,1,12,,25,20,8,1994,5
"072bede7173b42a9b15f6d873387591a",1,"1",1,1,1,12,,56,98,98,1964,2
"072bede7173b42a9b15f6d873387591a",2,"2",2,2,2,12,,54,98,98,1966,2
"072bede7173b42a9b15f6d873387591a",3,"3",1,3,1,12,,31,20,2,1988,2
"072bede7173b42a9b15f6d873387591a",4,"4",2,3,2,12,,33,98,98,1987,3
"072bede7173b42a9b15f6d873387591a",5,"5",1,3,2,12,,16,15,4,2003,5
"072bede7173b42a9b15f6d873387591a",6,"6",1,4,2,12,,8,2,7,2011,
"072bede7173b42a9b15f6d873387591a",7,"7",2,4,2,12,,5,11,6,2014,
"072bede7173b42a9b15f6d873387591a",8,"8",1,4,2,12,,3,24,12,2016,
"07446a0d279c4168ae5f4a5aab842b4d",1,"1",1,1,1,12,,57,30,1,1962,1
"07446a0d279c4168ae5f4a5aab842b4d",2,"2",2,2,1,12,,49,5,6,1969,1
"07446a0d279c4168ae5f4a5aab842b4d",4,"6",2,3,2,12,,18,13,9,2001,5
"074abb9330f84c72b0f136f6fc38d00d",1,"2",2,1,1,12,,60,5,11,1959,3
"074abb9330f84c72b0f136f6fc38d00d",2,"3",1,3,1,12,,25,26,2,1994,5
"074abb9330f84c72b0f136f6fc38d00d",4,,2,8,1,5,6,21,98,98,1999,5
"074ed7ecb495445785d908b0f56915cd",1,"1",2,1,1,12,,35,12,5,1984,3
"074ed7ecb495445785d908b0f56915cd",2,"2",1,3,1,12,,17,24,4,2002,5
"074ed7ecb495445785d908b0f56915cd",3,"3",2,3,1,12,,16,9,11,2003,5
"074ed7ecb495445785d908b0f56915cd",4,,2,7,1,12,,29,98,98,1991,3
"0753ace2876b4833a3bb185a04440fe8",1,"1",1,1,1,12,,41,98,98,1978,2
"0753ace2876b4833a3bb185a04440fe8",2,"2",2,2,1,12,,39,98,98,1980,2
"0753ace2876b4833a3bb185a04440fe8",3,"5",2,3,1,12,,14,5,2,2005,5
"0753ace2876b4833a3bb185a04440fe8",4,"6",2,3,1,12,,8,13,5,2011,
"0753ace2876b4833a3bb185a04440fe8",5,"7",1,3,1,12,,4,20,2,2015,
"076ab269f25445b78942024965446513",1,"1",1,2,1,12,,69,17,2,1950,1
"076ab269f25445b78942024965446513",2,"2",2,1,1,12,,44,15,10,1975,1
"076ab269f25445b78942024965446513",3,"7",1,3,1,12,,14,4,10,2005,5
"076ab269f25445b78942024965446513",4,"8",2,4,1,12,,3,21,2,2016,
"078096ed82bd4b369317a5c4329d7dd8",1,"1",2,2,1,12,,46,12,6,1973,2
"078096ed82bd4b369317a5c4329d7dd8",2,"2",1,1,1,12,,46,1,3,1973,2
"078096ed82bd4b369317a5c4329d7dd8",3,"3",2,3,1,12,,26,21,8,1993,5
"078096ed82bd4b369317a5c4329d7dd8",4,"4",2,3,1,12,,23,2,2,1996,5
"078096ed82bd4b369317a5c4329d7dd8",5,"5",1,3,3,5,15,18,22,5,2001,5
"078096ed82bd4b369317a5c4329d7dd8",6,"6",2,3,2,12,,16,1,9,2003,5
"078096ed82bd4b369317a5c4329d7dd8",7,"7",2,3,2,12,,14,17,10,2005,5
"078096ed82bd4b369317a5c4329d7dd8",8,"8",1,3,1,12,,11,15,4,2008,5
"078096ed82bd4b369317a5c4329d7dd8",9,"9",1,3,1,12,,9,11,8,2010,
"079da0c0a73b465b9c0be7a5bd9bf920",1,"1",1,1,1,12,,43,98,98,1976,2
"079da0c0a73b465b9c0be7a5bd9bf920",3,"3",2,3,1,12,,6,30,8,2013,
"079da0c0a73b465b9c0be7a5bd9bf920",4,"4",2,3,1,12,,4,26,8,2015,
"079e6812fb50405bbe8cb744b5ef6afd",1,"1",1,4,1,12,,15,98,11,2004,5
"079e6812fb50405bbe8cb744b5ef6afd",2,"2",2,1,1,12,,67,98,98,1952,4
"079e6812fb50405bbe8cb744b5ef6afd",4,"4",1,4,1,12,,11,17,11,2007,5
"079e6812fb50405bbe8cb744b5ef6afd",5,,2,3,1,12,,35,98,5,1984,4
"079e6812fb50405bbe8cb744b5ef6afd",6,,1,4,1,12,,17,28,4,2002,5
"079e6812fb50405bbe8cb744b5ef6afd",7,,2,4,1,12,,1,6,9,2018,
"07b346723489448b99ea7d75a5cd2458",1,"1",1,1,1,12,,41,98,98,1978,1
"07b346723489448b99ea7d75a5cd2458",2,"2",2,2,1,12,,34,10,1,1985,1
"07b346723489448b99ea7d75a5cd2458",3,"3",1,3,1,12,,13,21,9,2005,5
"07b346723489448b99ea7d75a5cd2458",4,"4",1,3,1,12,,10,3,12,2008,5
"07b346723489448b99ea7d75a5cd2458",5,"5",2,3,1,12,,7,9,9,2011,
"07b5c28dd52642b69def9db9df074dc0",1,"1",2,3,1,12,,24,98,98,1995,5
"07b5c28dd52642b69def9db9df074dc0",2,"3",2,1,1,12,,49,98,12,1969,4
"07b5c28dd52642b69def9db9df074dc0",4,"6",1,3,1,12,,23,98,2,1996,1
"07b5c28dd52642b69def9db9df074dc0",5,"8",1,3,1,12,,13,98,8,2006,5
"07b5c28dd52642b69def9db9df074dc0",6,"9",1,3,1,12,,10,98,7,2009,5
"07b5c28dd52642b69def9db9df074dc0",8,"14",2,4,5,,,,,,,
"07b5c28dd52642b69def9db9df074dc0",10,,2,10,5,,,,,,,
"07b6c4f12d054292b7b786ef2dd45835",1,"1",2,2,1,12,,35,98,98,1984,1
"07b6c4f12d054292b7b786ef2dd45835",2,"2",2,3,1,12,,11,11,1,2008,5
"07b6c4f12d054292b7b786ef2dd45835",3,"3",2,3,1,12,,8,29,10,2011,
"07b6c4f12d054292b7b786ef2dd45835",4,"4",1,3,1,12,,5,22,2,2014,
"07b6c4f12d054292b7b786ef2dd45835",5,"6",1,1,1,12,,37,98,98,1982,1
"07cc2b8f1a324976927f0a604636306c",1,"1",2,1,1,12,,47,98,4,1972,4
"07cc2b8f1a324976927f0a604636306c",2,"2",1,3,1,12,,19,24,3,2000,5
"07cc2b8f1a324976927f0a604636306c",3,"3",1,3,1,12,,17,4,9,2002,5
"07cc2b8f1a324976927f0a604636306c",4,"4",2,3,1,12,,9,22,8,2010,
"07cc2b8f1a324976927f0a604636306c",5,"5",2,3,1,12,,21,20,11,1998,5
"07cc2b8f1a324976927f0a604636306c",6,"6",2,4,1,12,,5,9,12,2014,
"07cc2b8f1a324976927f0a604636306c",7,"7",1,7,2,12,,17,98,98,2002,5
"07cc2b8f1a324976927f0a604636306c",9,"9",2,4,1,12,,2,20,1,2018,
"07cc9720213b487385812471bc510785",1,"1",2,1,1,12,,36,98,98,1984,4
"07cc9720213b487385812471bc510785",3,"3",1,8,4,12,,21,8,2,1999,5
"07cc9720213b487385812471bc510785",4,"4",2,3,2,12,,8,14,7,2011,
"07cc9720213b487385812471bc510785",5,"5",2,3,1,12,,4,25,1,2016,
"0809936839be4f8b99293dee0663fc53",1,"1",1,1,1,12,,38,13,11,1980,1
"0809936839be4f8b99293dee0663fc53",2,"2",2,2,1,12,,33,98,6,1985,1
"0809936839be4f8b99293dee0663fc53",3,"3",2,3,1,12,,15,11,11,2003,5
"0809936839be4f8b99293dee0663fc53",4,"4",1,3,1,12,,13,12,7,2005,5
"0809936839be4f8b99293dee0663fc53",5,"5",2,3,1,12,,10,12,7,2008,5
"0809936839be4f8b99293dee0663fc53",6,"6",2,3,1,12,,6,12,2,2013,
"0809936839be4f8b99293dee0663fc53",7,"9",1,3,1,12,,1,28,5,2017,
"082757b50eee4bc29551c3c3c30639da",1,"1",2,1,1,12,,84,98,98,1935,4
"082757b50eee4bc29551c3c3c30639da",2,"2",1,3,1,12,,68,98,98,1951,1
"082757b50eee4bc29551c3c3c30639da",3,"3",2,8,1,12,,64,4,5,1955,1
"082757b50eee4bc29551c3c3c30639da",4,"4",1,4,1,12,,29,3,10,1991,5
"082757b50eee4bc29551c3c3c30639da",5,"6",1,4,1,12,,34,6,5,1985,1
"082757b50eee4bc29551c3c3c30639da",6,"8",2,4,3,3,15,15,18,12,2003,5
"082757b50eee4bc29551c3c3c30639da",7,"10",2,4,1,12,,11,98,98,2008,5
"082757b50eee4bc29551c3c3c30639da",8,"11",2,8,1,12,,23,98,98,1996,1
"082757b50eee4bc29551c3c3c30639da",9,"12",1,4,1,12,,2,10,6,2017,
"082757b50eee4bc29551c3c3c30639da",10,"14",1,4,1,12,,43,98,3,1976,3
"082757b50eee4bc29551c3c3c30639da",11,"15",1,4,1,12,,19,1,6,2000,5
"082757b50eee4bc29551c3c3c30639da",12,,2,4,1,12,,1,20,10,2018,
"0838ec2a8a6147e4936272a5b65b909c",1,"1",1,1,1,12,,30,98,98,1989,1
"0838ec2a8a6147e4936272a5b65b909c",2,"2",2,2,1,12,,29,98,98,1990,1
"0838ec2a8a6147e4936272a5b65b909c",3,"3",2,3,1,12,,11,3,3,2008,5
"0838ec2a8a6147e4936272a5b65b909c",4,"4",2,3,1,12,,9,5,2,2010,
"0838ec2a8a6147e4936272a5b65b909c",5,"5",2,3,1,12,,7,5,2,2012,
"0838ec2a8a6147e4936272a5b65b909c",6,"6",1,3,1,12,,5,28,12,2013,
"083ade125b70414ba6257ff498afe1f4",1,"1",1,1,2,7,12,27,9,4,1992,1
"083ade125b70414ba6257ff498afe1f4",2,"2",2,2,1,12,,23,10,8,1996,1
"083ade125b70414ba6257ff498afe1f4",3,"3",2,3,1,12,,4,9,9,2015,
"083ade125b70414ba6257ff498afe1f4",4,,2,3,1,12,,0,27,2,2019,
"0860ea9bebf44de1ac82a1e0e866a570",1,"1",2,1,1,12,,82,98,98,1937,4
"0860ea9bebf44de1ac82a1e0e866a570",2,"2",1,4,2,9,12,21,4,2,1998,5
"0860ea9bebf44de1ac82a1e0e866a570",3,"6",1,4,4,3,15,18,98,98,2001,5
"0860ea9bebf44de1ac82a1e0e866a570",5,"9",2,4,4,3,15,18,98,10,2000,5
"0860ea9bebf44de1ac82a1e0e866a570",6,,2,4,1,2,6,13,8,10,2005,5
"0870d2355d1c498caee91988946dea92",1,"1",2,2,1,12,,24,98,98,1995,1
"0870d2355d1c498caee91988946dea92",2,"2",1,1,1,12,,26,98,6,1993,1
"0870d2355d1c498caee91988946dea92",3,"3",1,3,1,12,,7,11,4,2012,
"0870d2355d1c498caee91988946dea92",4,"4",2,3,1,12,,4,7,12,2014,
"0870d2355d1c498caee91988946dea92",5,,2,10,5,,,,,,,
"088271b31f1d44d0b28c819a8e44b373",1,"##N/A##",1,1,1,12,,18,8,5,2001,1
"088271b31f1d44d0b28c819a8e44b373",2,"##N/A##",2,2,1,12,,15,98,98,2004,1
"088271b31f1d44d0b28c819a8e44b373",3,"##N/A##",1,3,1,12,,0,23,1,2019,
"088d7d7eb37b4683b391bf34b48482d2",1,"2",2,4,1,12,,12,98,98,2008,5
