"hhid","CEE01","CEE02","CEE02_1","CEE03"
"046067ad635647c5a02c03f1790df520","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"046067ad635647c5a02c03f1790df520","Local Service tax",804,2,
"046067ad635647c5a02c03f1790df520","Property rates (taxes)",802,2,
"046067ad635647c5a02c03f1790df520","Pension and social security payments",805,2,
"049dc3291e444c9193fc506570f6a26e","Pension and social security payments",805,2,
"049dc3291e444c9193fc506570f6a26e","Income tax",801,2,
"049dc3291e444c9193fc506570f6a26e","Remittances, gifts, and other transfers",806,1,150000
"049dc3291e444c9193fc506570f6a26e","Funerals and other social functions",807,2,
"049dc3291e444c9193fc506570f6a26e","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"049dc3291e444c9193fc506570f6a26e","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"049dc3291e444c9193fc506570f6a26e","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"049dc3291e444c9193fc506570f6a26e","Interest on loans",808,2,
"049dc3291e444c9193fc506570f6a26e","Local Service tax",804,2,
"049dc3291e444c9193fc506570f6a26e","Property rates (taxes)",802,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Property rates (taxes)",802,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Income tax",801,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Interest on loans",808,2,
"04ae6a51ffbb459a9b00dc5265f4a034","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Pension and social security payments",805,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Local Service tax",804,2,
"04ae6a51ffbb459a9b00dc5265f4a034","Funerals and other social functions",807,1,10000
"04ae6a51ffbb459a9b00dc5265f4a034","Remittances, gifts, and other transfers",806,2,
"04b011de772e4ce08e33e461bb1741eb","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"04b011de772e4ce08e33e461bb1741eb","Remittances, gifts, and other transfers",806,1,100000
"04b011de772e4ce08e33e461bb1741eb","Interest on loans",808,2,
"04b011de772e4ce08e33e461bb1741eb","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"04b011de772e4ce08e33e461bb1741eb","Local Service tax",804,2,
"04b011de772e4ce08e33e461bb1741eb","Funerals and other social functions",807,1,300000
"04b011de772e4ce08e33e461bb1741eb","Income tax",801,2,
"04b011de772e4ce08e33e461bb1741eb","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"04b011de772e4ce08e33e461bb1741eb","Property rates (taxes)",802,2,
"04b011de772e4ce08e33e461bb1741eb","Pension and social security payments",805,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Local Service tax",804,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Property rates (taxes)",802,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Funerals and other social functions",807,1,50000
"04c814d7b9cb4aa2b651aa2e31acf4e9","Income tax",801,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Remittances, gifts, and other transfers",806,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Pension and social security payments",805,2,
"04c814d7b9cb4aa2b651aa2e31acf4e9","Interest on loans",808,1,120000
"04c814d7b9cb4aa2b651aa2e31acf4e9","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"04d55903a5d448c3953d1d1ceda1084d","Pension and social security payments",805,2,
"04d55903a5d448c3953d1d1ceda1084d","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"04d55903a5d448c3953d1d1ceda1084d","Funerals and other social functions",807,1,4000
"04d55903a5d448c3953d1d1ceda1084d","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"04d55903a5d448c3953d1d1ceda1084d","Interest on loans",808,2,
"04d55903a5d448c3953d1d1ceda1084d","Income tax",801,2,
"04d55903a5d448c3953d1d1ceda1084d","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"04d55903a5d448c3953d1d1ceda1084d","Property rates (taxes)",802,2,
"04d55903a5d448c3953d1d1ceda1084d","Remittances, gifts, and other transfers",806,2,
"04d55903a5d448c3953d1d1ceda1084d","Local Service tax",804,2,
"04ee28189feb42c6a75acb852661aef1","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"04ee28189feb42c6a75acb852661aef1","Interest on loans",808,2,
"04ee28189feb42c6a75acb852661aef1","Property rates (taxes)",802,2,
"04ee28189feb42c6a75acb852661aef1","Funerals and other social functions",807,1,20000
"04ee28189feb42c6a75acb852661aef1","Pension and social security payments",805,2,
"04ee28189feb42c6a75acb852661aef1","Income tax",801,2,
"04ee28189feb42c6a75acb852661aef1","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"04ee28189feb42c6a75acb852661aef1","Local Service tax",804,2,
"04ee28189feb42c6a75acb852661aef1","Remittances, gifts, and other transfers",806,2,
"04ee28189feb42c6a75acb852661aef1","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"0515ceaa3b6d4400bb337565e78db4e4","Pension and social security payments",805,2,
"0515ceaa3b6d4400bb337565e78db4e4","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"0515ceaa3b6d4400bb337565e78db4e4","Funerals and other social functions",807,1,50000
"0515ceaa3b6d4400bb337565e78db4e4","Interest on loans",808,1,720000
"0515ceaa3b6d4400bb337565e78db4e4","Income tax",801,2,
"0515ceaa3b6d4400bb337565e78db4e4","Property rates (taxes)",802,2,
"0515ceaa3b6d4400bb337565e78db4e4","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"0515ceaa3b6d4400bb337565e78db4e4","Local Service tax",804,2,
"0515ceaa3b6d4400bb337565e78db4e4","Remittances, gifts, and other transfers",806,2,
"0515ceaa3b6d4400bb337565e78db4e4","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"054124cd4eff40ec97bf51a44fe4a93c","Remittances, gifts, and other transfers",806,2,
"054124cd4eff40ec97bf51a44fe4a93c","Income tax",801,2,
"054124cd4eff40ec97bf51a44fe4a93c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"054124cd4eff40ec97bf51a44fe4a93c","Local Service tax",804,2,
"054124cd4eff40ec97bf51a44fe4a93c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"054124cd4eff40ec97bf51a44fe4a93c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"054124cd4eff40ec97bf51a44fe4a93c","Funerals and other social functions",807,1,96000
"054124cd4eff40ec97bf51a44fe4a93c","Pension and social security payments",805,2,
"054124cd4eff40ec97bf51a44fe4a93c","Property rates (taxes)",802,2,
"054124cd4eff40ec97bf51a44fe4a93c","Interest on loans",808,2,
"05743465c6254f7baedf141b6381f400","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"05743465c6254f7baedf141b6381f400","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"05743465c6254f7baedf141b6381f400","Interest on loans",808,2,
"05743465c6254f7baedf141b6381f400","Local Service tax",804,2,
"05743465c6254f7baedf141b6381f400","Income tax",801,2,
"05743465c6254f7baedf141b6381f400","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"05743465c6254f7baedf141b6381f400","Remittances, gifts, and other transfers",806,2,
"05743465c6254f7baedf141b6381f400","Funerals and other social functions",807,1,10000
"05743465c6254f7baedf141b6381f400","Property rates (taxes)",802,2,
"05743465c6254f7baedf141b6381f400","Pension and social security payments",805,2,
"05863e44874d4d0bbe8abdc95d9249b2","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"05863e44874d4d0bbe8abdc95d9249b2","Interest on loans",808,2,
"05863e44874d4d0bbe8abdc95d9249b2","Pension and social security payments",805,2,
"05863e44874d4d0bbe8abdc95d9249b2","Remittances, gifts, and other transfers",806,2,
"05863e44874d4d0bbe8abdc95d9249b2","Property rates (taxes)",802,2,
"05863e44874d4d0bbe8abdc95d9249b2","Funerals and other social functions",807,1,12000
"05863e44874d4d0bbe8abdc95d9249b2","Income tax",801,2,
"05863e44874d4d0bbe8abdc95d9249b2","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"05863e44874d4d0bbe8abdc95d9249b2","Local Service tax",804,2,
"05863e44874d4d0bbe8abdc95d9249b2","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"0586e2b9bcd24aa3bf31580492500327","Funerals and other social functions",807,1,8000
"0586e2b9bcd24aa3bf31580492500327","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"0586e2b9bcd24aa3bf31580492500327","Income tax",801,2,
"0586e2b9bcd24aa3bf31580492500327","Property rates (taxes)",802,2,
"0586e2b9bcd24aa3bf31580492500327","Interest on loans",808,2,
"0586e2b9bcd24aa3bf31580492500327","Local Service tax",804,2,
"0586e2b9bcd24aa3bf31580492500327","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"0586e2b9bcd24aa3bf31580492500327","Pension and social security payments",805,2,
"0586e2b9bcd24aa3bf31580492500327","Remittances, gifts, and other transfers",806,2,
"0586e2b9bcd24aa3bf31580492500327","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"058977f6550c4624b8d171b5d1a58a6e","Income tax",801,2,
"058977f6550c4624b8d171b5d1a58a6e","Funerals and other social functions",807,1,10000
"058977f6550c4624b8d171b5d1a58a6e","Property rates (taxes)",802,2,
"058977f6550c4624b8d171b5d1a58a6e","Pension and social security payments",805,2,
"058977f6550c4624b8d171b5d1a58a6e","Local Service tax",804,2,
"058977f6550c4624b8d171b5d1a58a6e","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"058977f6550c4624b8d171b5d1a58a6e","Interest on loans",808,2,
"058977f6550c4624b8d171b5d1a58a6e","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"058977f6550c4624b8d171b5d1a58a6e","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"058977f6550c4624b8d171b5d1a58a6e","Remittances, gifts, and other transfers",806,1,100000
"0594b58cc0834586919fbbd39a0be23f","Remittances, gifts, and other transfers",806,1,25000
"0594b58cc0834586919fbbd39a0be23f","Local Service tax",804,2,
"0594b58cc0834586919fbbd39a0be23f","Property rates (taxes)",802,2,
"0594b58cc0834586919fbbd39a0be23f","Interest on loans",808,2,
"0594b58cc0834586919fbbd39a0be23f","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"0594b58cc0834586919fbbd39a0be23f","Pension and social security payments",805,2,
"0594b58cc0834586919fbbd39a0be23f","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"0594b58cc0834586919fbbd39a0be23f","Funerals and other social functions",807,2,
"0594b58cc0834586919fbbd39a0be23f","Income tax",801,2,
"0594b58cc0834586919fbbd39a0be23f","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"05b5aece409440ff8a1231a07558d979","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"05b5aece409440ff8a1231a07558d979","Interest on loans",808,2,
"05b5aece409440ff8a1231a07558d979","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"05b5aece409440ff8a1231a07558d979","Property rates (taxes)",802,2,
"05b5aece409440ff8a1231a07558d979","Funerals and other social functions",807,1,60000
"05b5aece409440ff8a1231a07558d979","Local Service tax",804,2,
"05b5aece409440ff8a1231a07558d979","Remittances, gifts, and other transfers",806,1,100000
"05b5aece409440ff8a1231a07558d979","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"05b5aece409440ff8a1231a07558d979","Income tax",801,2,
"05b5aece409440ff8a1231a07558d979","Pension and social security payments",805,2,
"05b8817d114d47058c7877391323d14c","Interest on loans",808,2,
"05b8817d114d47058c7877391323d14c","Funerals and other social functions",807,1,50000
"05b8817d114d47058c7877391323d14c","Income tax",801,2,
"05b8817d114d47058c7877391323d14c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"05b8817d114d47058c7877391323d14c","Pension and social security payments",805,2,
"05b8817d114d47058c7877391323d14c","Remittances, gifts, and other transfers",806,1,50000
"05b8817d114d47058c7877391323d14c","Local Service tax",804,2,
"05b8817d114d47058c7877391323d14c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"05b8817d114d47058c7877391323d14c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"05b8817d114d47058c7877391323d14c","Property rates (taxes)",802,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Funerals and other social functions",807,1,10000
"05bd23b2d9d84b128c7b45db8d2da17f","Pension and social security payments",805,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Income tax",801,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Remittances, gifts, and other transfers",806,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Local Service tax",804,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Property rates (taxes)",802,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Interest on loans",808,2,
"05bd23b2d9d84b128c7b45db8d2da17f","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"05bd23b2d9d84b128c7b45db8d2da17f","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"0602eb95ac184ad3aa8fdba309f3f946","Funerals and other social functions",807,2,
"0602eb95ac184ad3aa8fdba309f3f946","Interest on loans",808,2,
"0602eb95ac184ad3aa8fdba309f3f946","Income tax",801,2,
"0602eb95ac184ad3aa8fdba309f3f946","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"0602eb95ac184ad3aa8fdba309f3f946","Pension and social security payments",805,2,
"0602eb95ac184ad3aa8fdba309f3f946","Remittances, gifts, and other transfers",806,1,200000
"0602eb95ac184ad3aa8fdba309f3f946","Property rates (taxes)",802,2,
"0602eb95ac184ad3aa8fdba309f3f946","Local Service tax",804,2,
"0602eb95ac184ad3aa8fdba309f3f946","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
