"interview__key","EA_code","service_availabilty__id","s2aq03_1","s2aq05","s2aq06","s2aq07","s2aq08"
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",16,2,1,1,10,1
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",26,2,0.8,1,10,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",32,2,1,1,10,1
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",4,2,0.5,1,5,1
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",8,2,2,1,20,1
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",5,2,4,1,50,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",20,1,0.1,1,2,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",22,1,1,1,10,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",18,2,1.2,1,15,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",23,1,0.3,1,4,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",21,1,1,1,10,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",15,2,1,1,10,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",24,2,5,6,15,2
"16-77-56-74","155c5c1261c04747be7944ce3daa6ac2",2,2,0.4,1,5,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",12,2,26,2,50,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",5,2,24,2,40,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",19,2,3,1,20,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",24,2,4,6,20,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",9,2,28,2,60,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",33,2,3.5,1,40,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",25,2,4,6,20,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",13,2,26,2,50,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",3,2,3,1,40,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",21,2,3,1,20,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",17,2,3,1,20,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",14,2,26,2,60,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",7,1,0.5,1,15,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",18,2,3,1,20,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",20,2,2,1,15,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",32,2,4,6,15,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",11,2,30,2,60,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",15,2,3,1,20,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",22,1,0,1,1,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",23,1,0.5,1,10,1
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",1,1,1.5,1,20,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",8,2,4,1,45,2
"48-96-08-15","15e14a2aedca4f1dad88f6a30e6d8a2c",16,2,3,1,20,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",2,2,0.5,1,20,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",22,1,0,1,1,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",16,2,1,1,30,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",4,2,0.5,1,15,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",32,2,0.5,1,30,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",5,2,0.5,1,15,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",24,2,4,6,15,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",14,2,1.5,6,10,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",25,2,4,6,15,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",13,2,1.5,6,10,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",10,2,1,1,30,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",12,2,1,1,15,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",9,2,2,6,10,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",1,2,2,1,20,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",15,2,1,1,30,2
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",19,2,1,6,10,1
"13-39-91-73","166579dc0f4d4f19bdc2c8e6c2e31a0f",21,2,1,6,10,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",22,1,0.2,1,5,3
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",19,2,13,6,30,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",8,2,3,1,50,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",32,2,3,1,50,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",10,1,1,1,20,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",2,2,1.8,1,30,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",11,2,45,2,100,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",21,1,0.1,1,3,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",1,2,2,1,40,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",23,1,0.4,1,10,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",24,2,6,6,15,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",9,2,14,6,25,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",15,2,6,1,70,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",13,2,14,6,30,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",25,2,6,6,15,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",16,2,6,1,70,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",20,2,8,6,20,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",3,2,1.5,1,30,2
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",17,2,6,1,70,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",4,2,22,7,50,1
"61-27-08-63","168d74660fc04a2792cb437eedcec5e1",12,2,14,6,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",20,1,0,1,1,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",23,1,0.5,1,30,2
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",8,2,6,6,15,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",13,2,16,2,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",15,2,2.5,1,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",16,2,2.5,1,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",32,2,2,1,40,2
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",18,2,2.5,1,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",3,2,6,8,60,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",2,1,2,1,90,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",31,2,6,6,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",1,2,1,1,60,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",11,2,18,2,45,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",25,2,6,6,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",21,1,1,1,30,2
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",22,1,1.5,1,30,3
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",4,2,2,1,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",19,2,16,2,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",9,2,14,2,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",24,2,6,6,30,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",26,2,2,1,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",17,2,2.5,1,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",12,2,6,2,40,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",10,1,2,8,15,1
"05-10-89-43","16c6c976a02c414f8e01d02dddc97a5d",5,2,8,8,120,1
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",3,2,6,1,60,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",4,2,5,1,90,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",12,2,38,6,4,1
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",24,2,4,1,40,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",32,2,4,1,40,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",19,2,36,6,60,1
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",18,2,20,1,180,1
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",1,1,2,1,30,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",16,2,4,1,60,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",17,2,4,1,60,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",10,2,6,1,90,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",15,2,4,1,60,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",2,2,4,1,50,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",13,2,38,6,40,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",21,2,3,1,20,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",22,1,0,1,1,1
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",9,2,110,2,120,1
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",5,2,6,1,60,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",20,2,3,1,20,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",25,2,4,1,40,2
"77-05-32-40","1816825774944a8fa45dde05fc0e79dc",8,2,8,6,30,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",21,2,2,1,20,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",14,2,38,2,60,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",13,2,38,2,60,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",22,1,1,1,15,3
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",32,2,6,1,90,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",15,2,5,1,80,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",2,2,2,1,25,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",24,2,5,1,60,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",10,2,42,2,70,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",25,2,4,1,60,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",18,2,6,1,80,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",16,2,6,1,75,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",8,2,2,1,25,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",17,2,6,1,80,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",23,2,2,1,25,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",11,2,5,1,75,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",19,2,13,6,30,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",4,2,6,1,80,1
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",9,2,38,2,60,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",20,2,4,1,45,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",1,2,3,1,40,2
"34-03-95-15","191a256cbcac47a2966d2f058153bc70",3,2,6,1,90,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",2,2,1,1,25,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",3,2,0.2,1,7,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",8,2,7,6,15,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",17,2,1,1,20,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",15,2,1,1,20,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",19,1,0.1,1,3,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",10,2,1.5,6,7,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",1,2,4,2,20,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",21,1,0.1,1,3,2
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",11,2,2.5,6,10,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",4,2,0.3,1,10,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",32,2,0.5,1,25,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",12,2,1.5,6,7,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",13,2,1.5,6,7,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",16,2,1,1,20,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",14,2,5,2,20,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",9,2,2,6,10,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",25,2,1.5,6,3,1
"41-72-74-44","195e5a9b4fcb4d7dbe18eaf543a9283b",22,1,0.1,1,3,3
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",25,2,6,6,20,3
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",32,2,6,6,20,2
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",1,1,0.2,1,10,2
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",3,2,5,1,40,2
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",2,2,0.5,1,20,2
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",12,1,0,1,0,3
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",4,2,5,1,40,2
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",20,1,0,1,0,2
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",22,1,0,1,0,3
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",8,2,6,6,20,1
"01-51-54-41","1a257e54482e4ecf8b6aedc7cc89f8fd",21,1,0.1,1,5,3
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",22,1,0.3,1,8,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",1,2,2,1,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",3,2,7,8,40,1
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",19,1,0.5,1,10,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",18,2,5,8,30,1
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",8,2,2.5,1,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",16,2,2,1,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",4,2,2.3,1,38,1
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",25,2,2,8,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",2,2,1.9,1,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",10,2,2,1,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",21,1,0.4,1,8,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",15,2,2,1,30,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",20,1,0.5,1,10,2
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",5,2,5,8,35,1
"32-45-14-74","1dce5f2d227147f4a9f8e27ad9423f5d",17,2,2,1,30,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",22,1,0,1,1,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",13,2,52,6,90,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",9,2,52,6,90,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",25,2,19,6,60,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",18,1,2,1,40,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",8,2,10,1,120,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",21,2,10,1,60,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",15,1,2,1,40,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",20,2,10,1,60,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",19,2,24,6,50,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",2,1,5,1,60,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",17,1,2,1,40,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",16,1,2,1,40,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",1,2,8,1,90,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",24,2,19,6,60,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",3,2,18,6,60,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",12,2,52,6,90,1
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",32,2,19,6,60,2
"48-93-82-89","2000d66f97714765bc8e85e671ad8283",14,2,52,6,90,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",17,2,3.5,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",20,2,3,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",2,2,3,1,40,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",8,2,3.5,1,50,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",24,2,5,6,10,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",32,2,3,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",9,2,36,2,60,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",10,2,3,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",13,2,36,2,60,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",4,2,3,1,40,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",1,2,3,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",12,2,36,2,60,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",14,2,36,2,60,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",19,2,8,6,15,1
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",15,2,3.5,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",22,1,0,1,1,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",21,2,8,6,15,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",18,2,4,1,60,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",16,2,3.5,1,40,2
"36-96-62-29","20188c3dd7af4786a15806bc3d9cc605",25,2,5,6,10,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",17,2,10,6,20,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",9,2,45,2,60,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",2,1,1,1,10,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",20,2,10,6,25,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",12,2,20,6,45,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",19,2,13,6,20,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",23,1,1,1,12,3
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",15,2,10,6,20,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",22,1,0.3,1,5,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",14,2,20,6,45,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",16,2,10,6,20,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",32,2,15,6,40,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",24,2,15,6,40,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",25,1,1,1,15,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",4,2,5,1,90,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",18,2,10,6,20,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",1,1,1,1,15,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",10,2,20,6,45,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",3,2,16,8,120,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",21,1,1,1,10,2
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",8,2,15.5,6,45,1
"02-80-79-45","20eb974e8c9b4361a62ccde0ce8611ad",13,2,20,6,45,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",15,2,3,1,30,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",21,1,0.3,1,5,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",32,2,5,1,30,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",25,2,5,8,5,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",12,2,5,1,60,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",5,2,6,8,45,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",10,2,5,1,60,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",13,2,30,6,60,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",8,2,5,1,60,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",14,2,30,6,60,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",17,2,3,1,30,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",11,3,,,,
"20-02-77-43","218cb290a69743c69e521b6122a6d507",22,1,0.2,1,1,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",24,2,5,8,30,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",9,2,30,6,60,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",19,2,30,6,60,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",18,2,3,1,30,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",1,1,0.1,1,5,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",16,2,3,1,30,1
"20-02-77-43","218cb290a69743c69e521b6122a6d507",20,1,0.3,1,5,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",3,2,5,8,30,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",4,2,6,8,35,2
"20-02-77-43","218cb290a69743c69e521b6122a6d507",2,1,0.5,1,10,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",16,2,7.5,6,10,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",26,2,7.2,6,15,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",2,1,0.2,1,5,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",24,2,2,6,4,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",10,1,0,1,0,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",4,2,2,1,35,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",8,2,2.5,1,38,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",18,2,7.5,6,10,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",13,2,7.2,6,20,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",23,1,0,1,0,3
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",17,2,7.5,6,10,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",15,2,7.5,6,10,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",20,2,3,6,5,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",25,2,7.2,6,10,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",22,1,0,1,0,3
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",1,1,0.3,1,10,2
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",32,2,7.2,6,10,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",19,2,7.5,6,10,1
"90-21-50-09","228bcac6d0b147dbaebbc943965f78c1",21,1,0,1,0,3
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",1,1,3,1,60,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",17,1,0.5,1,10,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",23,1,0.5,1,15,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",2,1,2,6,10,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",10,1,1,1,30,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",13,2,92,2,120,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",14,1,1,1,30,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",16,1,0.5,1,10,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",22,1,0.4,1,5,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",26,3,,,,
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",5,1,3,1,60,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",32,1,0.5,1,15,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",28,1,1,1,20,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",8,1,1.5,1,40,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",15,1,0.5,1,20,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",19,1,0,1,0,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",20,1,0.4,1,10,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",9,2,82,2,120,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",24,1,0.5,1,10,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",18,2,6.5,1,240,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",33,2,4,1,60,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",25,1,0.5,1,10,1
"76-53-22-95","237d3bd58d47443f984a1146cfb17596",3,1,2,1,30,1
"71-53-71-15","2625ab72d0ca4e74bcc7a51eefc3c049",22,1,0,1,1,2
