"t0_hhid","APCode","hhid","s6cq03a","s6cq03b","s6cq03c","s6cq03d","s6cq03e","s6cq03f","s6cq04a","s6cq04b","s6cq04c","s6cq05a","s6cq05b","s6cq05c","s6cq06","s6cq07","s6cq08","s6cq09","s6cq10","s6cq11","s6cq12","s6cq13a","s6cq13b","s6cq14a","s6cq14b","s6cq15","s6cq15b","s6cq15c","s6cq16"
"H3321001",24,"7fe25d5c499543fdb78afd80e0e0593f",215,,,,,2,0,,,0,,,120,0,0,0,0,0,13,112,3500,0,,4,1,,2
"H1921202",23,"80d0ecaedca641c2a0f867765fda1514",7,1,5,2,5,2,0,,,0,,,2,9,0,0,0,4,0,0,,0,,0,1,3,1
"H1310601",23,"80f30786d98847dcaf51293b98e26af2",6,1,2,1,2,2,0,,,0,,,22,4,0,0,0,0,20,0,,0,,0,1,5,1
"H0720202",23,"80fa64dba6bd4a6280425a1bf6465139",0,,,,,2,0,,,0,,,1,0,0,0,0,0,0,0,,1,15000,0,3,1,1
"H2050702",23,"81641869667e4bd18500c2c5445fb7cf",10,1,4,1,4,2,0,,,0,,,23,0,0,0,0,0,0,0,,5,12000,8,3,1,1
"H2050702",26,"81641869667e4bd18500c2c5445fb7cf",18,1,4,1,4,2,0,,,0,,,5,13,0,0,0,0,0,0,,0,,0,4,1,1
"H1760601",23,"816bdb925355484d85aa075906b803ed",0,,,,,2,0,,,0,,,10,0,0,0,0,0,8,0,,0,,2,3,1,1
"H2140102",23,"819e4071d5f3439fa69f60ee61baa339",5,2,,1,,2,0,,,0,,,7,0,0,0,0,1,1,0,,0,,0,6,1,1
"H3750601",23,"81c3d2c774684647b90ab53abbd00705",3,1,,1,,2,0,,,0,,,7,0,0,0,0,0,7,3,10000,0,,0,1,3,1
"H1950801",23,"82134df5fecb43efabf29617edab6a54",20,1,,1,2,2,0,,,0,,,5,16,0,0,0,0,0,0,,1,13000,0,6,4,1
"H2310904",23,"825defcb843146229acc6ab3e06bcd35",12,1,2,2,,2,0,,,0,,,6,9,0,0,0,0,0,0,,2,13000,1,1,3,1
"H1880902",23,"8260cf63f01f481dbce7be784d1a634f",35,1,3,1,2,2,0,,,0,,,20,25,0,0,0,0,2,0,,4,12000,4,1,3,1
"H3840702",23,"82afcbf7c27d488cac728a47deee95d6",14,1,4,1,4,2,1,1,4,0,,,8,9,0,0,0,0,3,0,,0,,0,1,3,1
"H1180101",23,"82f3147f85d74b49bbb0e5e54d2bbb9e",6,1,,1,6,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,2,3,6,1
"H1530102",23,"83ce8374498f4ed59337e5c85a1dab1b",1,4,,4,,2,0,,,0,,,0,0,0,0,0,0,0,1,5000,0,,0,3,,1
"H2211007",23,"83d1f09fef504b6683d5e99997d63cda",25,1,2,1,2,2,0,,,0,,,40,0,0,0,0,3,0,0,,9,10000,3,1,3,1
"H2000503",23,"84b6fa38728a41669642629a315df1f1",13,1,2,1,2,2,0,,,0,,,4,9,0,0,0,0,0,0,,0,,0,6,,1
"H2821002",23,"84dc714744d94d7980b643f901b9afb2",3,1,4,1,4,2,0,,,0,,,1,5,0,0,0,3,0,0,,0,,0,6,3,1
"H2230304",23,"851527301809472fb74628a837c5ebb2",59,1,2,1,2,2,0,,,0,,,32,36,0,5,0,0,0,0,,0,,4,3,6,1
"H2820605",23,"85204a72cfa14cb0adabcc664f006361",8,1,2,1,2,1,0,,,0,,,0,0,0,0,0,0,0,8,11000,0,,0,1,4,1
"H4090201",23,"85c17f7403dc446fad29254e5d379145",10,1,2,2,,2,0,,,0,,,18,2,0,0,0,4,2,0,,2,20000,2,1,6,1
"H2390501",23,"85ceb53eb1bd41a4bfb5f897f8800ac7",7,3,,6,8,2,0,,,0,,,3,4,0,0,0,0,0,0,,0,,0,5,3,1
"H3640301",23,"860a1b47a8c04b36b2c21b1238863cf5",9,1,,1,,1,0,,,0,,,9,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3940701",23,"8658c239083f48c1a35fa7666868d94a",0,,,,,2,0,,,0,,,3,0,0,0,0,0,3,0,,0,,0,5,6,1
"H1681002",23,"86668fd2837248ef9ab6590fad3f84a9",18,1,7,1,7,2,0,,,0,,,22,0,0,0,0,0,0,0,,2,8000,2,1,,1
"H3710901",23,"866f6a8e646840eba3ed5335760613fc",5,1,,1,,2,0,,,0,,,3,5,0,0,0,1,0,0,,0,,2,1,3,1
"H3760301",23,"86a9fa3980384a5d905b1f8fa8533c97",2,1,,1,,2,0,,,0,,,10,0,0,0,0,0,3,0,,4,10000,1,1,4,1
"H1500702",23,"86d2fcfb7ec14961b67d4806c8b1c873",2,1,2,1,2,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,8,1,3,1
"H3540701",23,"8712b74250794fddac99ea78d80997db",3,2,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,5000,0,,0,3,,1
"H3380401",23,"871ce70794974b6e92089daa702c5fef",10,1,4,1,4,2,0,,,0,,,10,6,0,0,0,0,2,0,,2,15000,2,3,1,1
"H1890601",23,"8728fb96ed9e4334909c0477bae7855a",14,1,2,1,2,2,0,,,0,,,7,7,0,0,0,1,0,1,7000,0,,0,1,3,1
"H2820604",23,"87b9fa9f6c5d41f692d6671d4e24bb78",13,1,2,1,2,1,0,,,0,,,9,6,0,0,0,0,0,0,,0,,2,1,5,1
"H2140601",23,"87c4e00c7e5748e28a863e4b24de142a",2,1,,1,,2,0,,,0,,,5,0,0,0,0,1,1,0,,0,,1,3,,1
"H1080303",23,"87e27e3874834bd78aa01fd5f3d35e87",22,5,,2,5,2,0,,,0,,,18,12,0,0,0,0,0,0,,6,18000,2,6,5,1
"H2820501",23,"881cff26a2b141539b62557a525c35ca",15,5,,5,,2,0,,,0,,,6,9,0,0,0,0,0,0,,0,,0,1,5,1
"H0690301",26,"88308be5dc024f0da569f7f4f1365ad6",17,2,,2,,2,0,,,0,,,8,12,0,0,0,2,0,0,,0,,1,1,3,1
"H2500601",23,"885f34fec90d45c9b754bdb340c19612",4,1,,2,,2,0,,,0,,,4,2,0,0,0,2,0,0,,0,,0,3,6,1
"H2350301",26,"886036020ce3462394ff6ef50b910fc5",4,1,,1,,2,0,,,0,,,12,0,0,0,0,0,2,0,,3,15000,3,1,3,1
"H1290301",23,"88c462fd6f074e23a79eabc018993315",10,1,2,1,2,2,0,,,0,,,15,3,0,0,0,0,0,0,,5,11200,3,1,3,1
"H2620903",23,"88f986f6edb64cb583939d1732e2c621",21,1,,1,2,2,0,,,0,,,16,10,0,0,0,0,0,0,,0,,5,1,3,1
"H3600602",23,"89031bc5406a4cc7a66a827f60487cbd",8,1,2,1,2,2,0,,,0,,,14,0,0,0,0,0,3,0,,0,,3,1,3,1
"H3821001",23,"89145e187f3b49d7b2182ddf0de09a06",25,3,5,2,5,2,0,,,0,,,66,18,0,0,0,0,50,0,,4,13000,5,1,3,1
"H1950401",23,"893875030df44f56843645c439b7e448",3,1,,1,3,2,0,,,0,,,0,0,0,0,0,0,0,3,7000,0,,0,5,,1
"H2080301",23,"8939b54be5c84966932985b5f49a8a66",28,1,3,1,3,2,0,,,0,,,12,20,0,0,0,0,0,0,,2,10000,2,3,1,1
"H0620701",23,"8952c72850ac4c84a3086bbc723427b4",8,1,2,1,2,2,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,3,,1
"H2081001",23,"896dd5a665a048e7ba281bf572724e8e",14,2,3,2,3,2,0,,,0,,,9,8,0,0,0,0,0,0,,0,,3,3,,1
"H2081001",26,"896dd5a665a048e7ba281bf572724e8e",3,2,3,2,3,2,0,,,0,,,0,0,0,0,0,0,0,3,10000,0,,0,3,,1
"H1070901",23,"89a7cc1fcd2a4017b6b059abbdd0fbc0",6,2,3,3,,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,1,3,6,1
"H1430904",23,"89c852aab9a34a6ca26f86fac5ffb794",7,1,2,1,2,1,0,,,0,,,11,0,0,0,0,0,0,0,,2,7000,2,5,6,1
"H2150101",23,"8a20bc31d0ad47eba0bdf9f16a613fa1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1501001",23,"8a487ec2e2d0462684843b3a800f2a52",10,1,10,7,10,2,0,,,0,,,6,8,0,0,4,0,0,0,,0,,0,1,3,1
"H3550601",23,"8a627d794b3240638fa31e67d85fa282",22,1,2,1,2,2,0,,,0,,,10,12,0,0,0,0,0,0,,0,,0,1,4,2
"H3440301",23,"8a862a0c291b4dafbf287b83572eab3c",6,4,,4,,2,0,,,0,,,1,10,0,0,0,5,0,0,,0,,0,3,5,1
"H2610601",23,"8a87e2bb4d5545e6ba52489555900b46",10,1,,1,,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,0,1,5,1
"H1860401",23,"8aae3e00032141138985f33a4ee4ac5a",15,1,2,1,2,2,0,,,0,,,9,8,0,0,0,0,2,0,,0,,0,1,3,1
"H0401001",23,"8ad2c67a787e429bba2cf48ba9da1fdb",29,1,2,1,2,2,0,,,0,,,21,14,0,0,0,1,2,0,,1,30000,2,1,,1
"H0220701",25,"8aebb586b8e846fc80abe8ed0f5db163",127,2,,2,,2,0,,,0,,,60,0,0,0,0,0,0,100,2500,30,1050000,3,1,3,2
"H3590401",23,"8b0b41b599ee4ee7bcf30d265d1923ee",20,1,6,1,6,1,0,,,0,,,40,0,0,0,0,0,4,0,,10,15000,6,1,3,1
"85",23,"8b283f3a1c9247a7973f3b2f772cf197",5,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,3,3,6,1
"H0500701",23,"8b48e9bcb1994b4f92d1969c1e54a293",8,1,9,1,9,2,0,,,0,,,7,10,0,0,0,8,0,0,,0,,1,3,,1
"H3600501",23,"8b4d777ba5974738988aec0efdd7ef10",0,,,,,2,0,,,0,,,4,0,0,0,0,0,4,0,,0,,0,6,,1
"H3510101",23,"8b6e73cf62d3492caeb75bf11df9980d",10,1,,1,3,2,0,,,0,,,5,8,0,0,0,2,0,0,,0,,1,3,,1
"H4120301",23,"8bb14e81d3b84807a12cfed594724f12",8,1,2,1,2,2,0,,,0,,,12,8,0,0,0,8,0,0,,2,12000,2,1,3,1
"H1250201",26,"8be06091a17c4093be71af31ce99f42e",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"H1251001",23,"8bf96b447a2e4263992ef11da8cbbdc1",4,1,,1,6,2,0,,,0,,,6,0,0,0,0,0,1,0,,1,13000,0,5,1,1
"##N/A##",23,"8c60078f31be46d7bcf8e3231b002f01",3,1,2,1,2,2,0,,,0,,,3,10,0,0,0,0,10,0,,0,,0,5,,1
"H1971001",23,"8c847054105a4c7d8df8cd778a781d00",2,2,,2,,2,1,2,,0,,,9,0,0,0,0,0,6,0,,0,,1,3,6,1
"H1300201",23,"8c9a6b525a3c4ef3a99a96c03fa199ac",10,3,5,3,5,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,3,,1
"H1290801",23,"8d4f77c1d64c4c71aa844ee56e0f979f",17,1,2,1,2,2,0,,,0,,,9,11,0,0,0,0,0,0,,0,,3,3,6,1
"H4020901",23,"8d50c07a637b422bb68d3a3114998cc8",24,1,2,1,2,2,5,1,2,0,,,11,14,0,1,0,0,0,2,20000,0,,2,4,3,1
"H1800101",23,"8d6843d2394544fcba72c27e8497a8c3",4,1,2,1,2,2,0,,,0,,,8,10,0,0,0,6,8,0,,0,,0,3,1,1
"H3810901",23,"8d7afd4d3b36456cbeb5ad5ca9bae80f",6,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,3,4,1
"H1640903",23,"8d8eec5d1fc04309982bbe2873aaf4fe",10,1,2,1,2,2,0,,,0,,,8,5,0,0,0,0,0,0,,2,15000,1,1,3,1
"H2170401",23,"8dbc0f7397874081a104d8ed0ed4c639",0,,,,,2,0,,,0,,,4,0,0,0,0,0,4,0,,0,,0,5,6,1
"H3970101",23,"8dc61da3ba6e42d082821c42f93386bd",14,1,,1,,2,0,,,0,,,8,9,0,0,2,1,0,2,8500,0,,2,5,3,1
"H0670901",23,"8dd65b7172ee421fa7e2883e90df0951",3,1,4,1,4,1,0,,,0,,,5,0,0,0,0,2,0,0,,0,,0,1,3,1
"H2240701",23,"8df87ec021f94ad9b03185b5283c279e",18,1,4,4,,2,0,,,0,,,5,17,0,0,0,0,0,0,,2,15000,2,3,1,1
"H1801301",23,"8e46484bb7824d3fb6d59fa00e5f96e8",8,1,,1,,1,2,1,,0,,,10,0,0,0,0,0,0,0,,0,,2,1,3,1
"H3810401",23,"8e70cdad3a9045fdb4d573587bc2ea8f",5,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,1,3,,1
"H2621001",23,"8e90f50f86204364ab92afa5342cb346",8,1,2,1,2,2,0,,,0,,,8,7,2,0,0,5,0,0,,0,,4,3,6,1
"H1490701",23,"8ec715ba51ee402f998c3cc182d29deb",5,1,,1,2,2,0,,,0,,,4,2,0,0,0,0,0,0,,0,,1,1,5,1
"H2611102",23,"8ee09f114c144bd192bce8c656660d7e",5,1,,1,,1,0,,,0,,,1,4,0,0,0,0,0,0,,0,,0,1,3,1
"H2340501",23,"8ef19c13bc2c40768f94983065c7ee1c",0,,,,,2,0,,,0,,,3,0,0,0,0,0,0,0,,2,7000,1,5,6,1
"H1820702",23,"8f222f9618624d03afb44548f35b8613",8,1,2,1,2,2,0,,,0,,,8,10,0,1,0,7,0,0,,0,,2,3,4,1
"H4100301",23,"8f3b951b0d984592b4a19027f878b728",2,,,,,2,0,,,0,,,0,0,0,0,0,0,0,2,7000,0,,0,1,5,1
"H1180601",23,"8f62ead3a4554156a8313e1bab4c6545",3,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,2,5000,0,,0,3,5,1
"H4280501",23,"8f6724a9559747548bff8f3f5c7ccd1a",31,1,2,1,2,2,0,,,0,,,5,33,0,0,0,0,0,0,,7,6000,0,1,5,1
"H1950602",23,"8f884f10378545f2bdd297e2031b631c",12,1,2,1,2,2,2,1,2,0,,,15,6,0,0,0,0,7,0,,0,,2,3,5,1
"H2000502",23,"8f9d730b39f1418893033ecfd171ab85",9,1,2,1,2,2,0,,,0,,,7,7,0,0,0,0,2,1,12000,0,,4,1,3,1
"H3350901",23,"8fc5f95c10f1417281d49d08a4e39ec0",8,1,,1,,2,0,,,0,,,2,6,0,0,0,0,0,0,,0,,0,1,,2
"H3931001",23,"9071fd7767284b7aaf52d96b02285f6e",8,1,,1,3,2,0,,,0,,,7,11,0,0,0,0,3,0,,2,15000,5,1,3,1
"H1820402",23,"90c205421b7849048f521c9cade968e2",2,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,1,3500,0,,0,3,4,1
"H2620401",23,"90cef1cd17c74e4aba6b4badd52a8284",9,1,2,1,2,2,0,,,0,,,12,8,0,0,0,9,0,0,,0,,2,3,6,1
"H1430202",23,"9120019c770b41bb84ace09dbd0887bb",12,1,2,1,2,2,0,,,0,,,1,12,0,0,0,1,0,0,,0,,0,1,3,1
"H1490302",23,"912e7827f70b4ff4870e7677f0efd5e8",5,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,2,0,,0,,0,1,5,1
"H3590101",23,"91a808c38a6b4b218286b818be0574fc",6,1,2,1,2,2,0,,,0,,,12,0,0,0,0,0,0,0,,6,12000,0,1,3,1
"H4200101",23,"91d6755d336d4fd0abe7eb483faa423a",3,1,2,1,2,2,0,,,0,,,6,6,0,0,0,0,0,0,,5,20000,4,1,3,1
"H1270801",23,"91e617af4db540cea7459ac0c20adab8",3,2,,2,,2,0,,,0,,,7,2,0,1,3,1,0,0,,0,,1,3,6,1
"H2060401",23,"9241ba2a0c3f4a64ae06d29a31ed13c9",0,,,,,2,0,,,0,,,12,0,0,0,0,0,12,0,,0,,0,1,3,1
"H2341201",23,"924dae4582ab4da381f6f9fcec82c556",6,6,,1,,2,0,,,0,,,1,6,0,0,0,1,0,0,,0,,0,1,,2
"H0860202",23,"925b4fdaa3a94f728baf1542d5bd409b",5,8,10,8,10,2,0,,,0,,,1,10,0,0,0,6,0,0,,0,,0,1,,1
"H2061004",23,"92788551b8104147bea89eb3f69fa327",30,1,2,2,5,2,0,,,0,,,38,0,0,0,0,0,0,0,,4,15000,4,1,3,1
"H3601002",23,"92e805f310474bd583cd464cc548c1b4",1,7,,3,7,2,0,,,0,,,13,0,0,0,0,0,10,0,,0,,2,1,6,1
"H3930301",23,"9303f456a1ed4c78b4c9a05b5ec5e510",10,1,2,1,2,2,0,,,0,,,9,10,0,0,0,0,5,0,,0,,4,3,4,1
"95",23,"9307472cfa3848d3873b346424a94ed2",5,1,2,1,2,2,0,,,0,,,1,7,0,0,0,3,0,0,,0,,0,1,,1
"H2200601",23,"940eea86ddac4bf6b37255a9a3f61d5a",14,1,2,1,2,2,0,,,0,,,7,12,0,0,0,2,0,0,,0,,3,1,3,1
"H3591001",23,"942067d8a7de4ed68124024723fddf6c",1,2,,2,,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,3,,1
"H1641001",23,"9467dbc180ae48b7a9a634766d5f6a06",10,1,,1,,1,0,,,0,,,20,0,0,0,3,1,3,0,,0,,3,3,,1
"H4010801",23,"94baa03b72d8492894456868a3a33cfb",12,4,,4,,2,0,,,0,,,10,0,1,0,0,0,0,1,7000,0,,0,1,,1
"H1700801",23,"94cd2189abaa4b3396a9111c9b2f133c",34,1,,1,,2,0,,,0,,,20,26,0,2,1,0,5,0,,2,15000,2,1,3,1
"H2020202",23,"94e123b0b04f4912b83bc27cd74861bd",13,1,2,1,2,2,0,,,0,,,7,14,0,0,0,6,0,0,,0,,2,1,4,2
"H1900401",23,"94e6a25eca10407abdafce6da5066ea9",4,1,2,2,3,2,0,,,0,,,7,0,0,0,3,0,0,0,,0,,0,3,4,1
"H3690201",23,"94fe8b7d63524f1294468b62ca211148",2,1,,1,,2,0,,,0,,,7,0,0,0,0,0,0,0,,3,10000,2,1,3,2
"H1430401",26,"9508fec209f64f518fbcd94c2a832faf",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2311001",26,"950f795e94c446529cc9776e1f1c7aa6",10,1,,2,,2,0,,,0,,,4,12,0,0,0,3,0,0,,1,14000,2,1,3,1
"H1250901",23,"95273ec43706465d82378855f0c61ac5",10,1,,1,,2,0,,,0,,,10,10,0,0,0,0,5,0,,5,10000,0,5,1,1
"H3990601",23,"952915b13afe42e09666a7166b950f9b",25,1,2,1,2,2,0,,,0,,,42,16,0,0,0,0,23,0,,4,10000,6,1,,1
"H1440201",23,"953275e458a64cf284b90cceb337d067",3,2,,2,3,2,0,,,0,,,2,0,0,0,0,0,0,3,4000,0,,2,5,6,1
"H1310301",23,"9577e263d2da4321be0d17643d1e75a9",10,1,2,2,9,2,0,,,0,,,20,15,0,0,0,0,15,0,,5,20000,5,6,4,1
"H1261101",23,"958a368fa116418996e7711693042b45",1,1,,1,,2,0,,,0,,,5,0,0,0,0,0,4,0,,0,,0,3,5,1
"H3360201",23,"95cdaafa424549e9a10b50c893f7790d",9,1,,1,,2,0,,,0,,,15,5,0,0,0,2,9,0,,0,,0,3,,1
"H2650901",27,"9667f85b9b2c47129792d5848c182b3b",29,4,,7,16,2,0,,,0,,,2,27,0,0,0,0,0,0,,0,,0,1,4,1
"H1200805",23,"96be321f17d74fe8b29ee5d36ab5ac2d",2,1,,1,2,2,0,,,0,,,4,0,0,0,0,0,2,0,,0,,0,5,6,1
"H2881001",23,"96d31abd5b6c4d20b1187928bdc1a085",21,1,2,1,2,2,0,,,0,,,20,7,0,0,0,3,0,0,,2,15000,1,1,3,1
"H1080702",23,"970500789c8e4bc1a146547813053f14",5,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,5,1
"H0491201",23,"9761754db1804372bee3f6e6182c0c8b",11,1,8,1,8,2,0,,,0,,,7,6,0,0,0,0,0,0,,0,,2,3,,1
"H1830107",23,"976f4955f15648ec8316df40f7872b46",20,5,6,5,6,2,0,,,0,,,8,16,0,0,0,0,4,0,,0,,0,1,,1
"H2641103",23,"97af4a6c6a314ca1aafde9deb5c54d53",8,,,,,2,0,,,0,,,0,5,0,0,0,0,0,3,15000,0,,0,1,5,1
"H2480501",23,"97b6abc54c7b4163b70a45c8750081ac",10,2,,2,,2,0,,,0,,,10,5,0,0,0,0,5,0,,0,,0,5,3,1
"H4270901",23,"97dbb65730814c03b57d13186021dcad",4,2,,2,,2,0,,,0,,,5,10,0,0,0,11,0,0,,0,,0,3,,1
"H1491001",23,"98014e07486c4f7887d1afb8546919fc",5,1,2,1,2,2,0,,,0,,,13,0,0,0,7,0,0,0,,0,,1,3,4,1
"H3600401",23,"9834be0072104008a2788b64689b3bd5",9,1,2,1,2,2,0,,,0,,,18,0,0,0,0,0,9,0,,0,,0,3,1,1
"H3850201",23,"9838ce15202749c097e3ca42074a4827",6,1,,1,,1,2,1,,0,,,14,0,0,0,0,2,0,0,,2,10000,4,3,4,1
"H2620201",23,"987cf05707f24064abe69ffe2302bbdb",5,1,,1,2,2,0,,,0,,,1,8,0,0,0,2,0,0,,0,,2,3,6,1
"H3840401",23,"993244dcd47c4a5193c160a2532f80a4",45,1,4,1,,2,0,,,0,,,25,22,0,0,0,0,0,0,,0,,2,1,3,1
"H1270902",23,"994a67318ceb45688e8f485e9ff734ac",13,1,5,1,5,2,0,,,0,,,5,8,0,0,0,0,0,0,,0,,0,5,6,1
"H4260501",23,"994c2d6aa1014965b20adafd13fa9d9a",5,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,,2
"H0900403",23,"995c00a60f604f0093fb4448a5adf5d1",9,1,,1,,2,0,,,0,,,1,8,0,0,0,0,0,0,,0,,0,1,3,1
"H1880201",23,"997bebcc6d544fde988186b37619a51d",13,3,,3,,2,0,,,0,,,8,11,0,0,0,0,4,0,,0,,2,3,1,1
"H0720801",23,"99f7629ee696416a8316b904812a0fc2",5,2,3,2,3,2,0,,,0,,,6,3,0,0,0,3,0,0,,0,,1,3,4,1
"H0720801",26,"99f7629ee696416a8316b904812a0fc2",10,2,3,2,3,2,0,,,0,,,6,12,0,0,0,8,0,0,,0,,0,3,4,1
"H3740901",23,"9aea58f72c1c428d8ce3ef2250967bbf",15,1,2,1,2,2,0,,,0,,,10,5,0,0,0,0,0,0,,0,,0,3,,1
"H3760701",23,"9af98578a02940a38c642fc32c1e5a8d",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,17000,0,,0,3,,1
"H1430502",23,"9b2853a3791142088c41ddd6a75bfe4a",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1300603",23,"9b81afb9f2314aceaf0a79c60a3452ac",13,1,2,1,2,2,0,,,0,,,10,3,0,0,0,0,0,0,,0,,0,1,3,1
"H3210801",23,"9b91d76f77fd43f58e3e620645139638",8,1,2,2,,2,0,,,0,,,8,6,0,0,0,4,0,0,,0,,2,3,6,1
"H1400404",23,"9bbceb52edd64161a52fd6228b646fb0",4,4,,4,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,2
"3",23,"9c16760b26414b76b545285a17fc3e69",2,1,2,1,2,2,6,1,2,0,,,14,0,0,0,0,0,12,0,,0,,0,3,1,1
"H2980302",23,"9c46a867c52748f19dd83e517d003c53",10,1,,1,,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,6,,1
"H0530503",23,"9d195c87e2a247d5adc67bae49b9541b",7,2,,2,,2,0,,,0,,,9,19,0,0,0,20,0,0,,0,,1,1,3,1
"H1430203",23,"9d32794676c248ddaaa4c3fc8a35520b",14,1,2,1,2,2,0,,,0,,,4,15,0,0,0,0,3,0,,0,,2,1,3,1
"H0510101",26,"9d4bb69584544bc2a758cac87fbb24da",3,1,7,1,7,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,5,,1
"H1500601",23,"9d6182b62416405ea5966b5c70f02cdb",10,1,,1,,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,0,3,4,1
"H1500601",26,"9d6182b62416405ea5966b5c70f02cdb",2,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H0880601",26,"9d63b4a45c4741de9281b3d84a498e69",4,2,,2,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,5,1
"H0880601",23,"9d63b4a45c4741de9281b3d84a498e69",8,2,6,2,6,2,0,,,0,,,4,6,0,0,0,0,0,0,,2,20000,0,1,4,1
"H1771001",26,"9d7d1a4cb1f345be8f0efd6ba463dfcb",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,,1
"H1771001",23,"9d7d1a4cb1f345be8f0efd6ba463dfcb",3,1,2,1,2,2,0,,,0,,,9,0,0,0,0,0,0,0,,0,,6,3,,1
"H3030701",23,"9d8877f75f884c07b986675713fdbc8c",4,1,,1,9,2,0,,,0,,,4,0,0,0,0,1,0,1,10000,0,,0,1,3,1
"H3880401",23,"9da0ba5c27434920b78b640746915804",3,1,2,2,7,1,0,,,0,,,7,0,0,1,0,0,0,0,,3,17000,0,1,5,1
"H0750901",23,"9dfb92ad1de74379be1318b90ae02fc2",3,1,,1,,2,3,1,,0,,,1,2,0,0,0,0,0,0,,0,,0,3,,1
"H3691001",23,"9e3b3a9be40b4ce2af57aabcfb6929ec",31,1,2,1,2,2,0,,,0,,,14,19,0,0,2,0,0,0,,0,,0,1,,1
"H1680903",23,"9e927e1d7fb84c2c969316100a479ceb",2,1,2,1,2,2,0,,,0,,,5,0,0,0,0,3,0,0,,0,,0,3,,1
"H2460301",23,"9ec342f4c8994bbd8469be0601269b62",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,1,1
"H2340601",23,"9ede9c1b174644b29ae79b85c41661bd",1,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,0,0,5,6,1
"H4000401",23,"9f7baf58a8494ec5aa35ffe6a6e6d055",18,1,,1,2,2,0,,,0,,,12,8,0,0,0,0,0,0,,0,,2,3,1,1
"H4050101",23,"9fd55f084f264a2ba1a0de2752b91626",6,1,2,1,2,2,0,,,0,,,9,6,1,1,1,2,4,0,,1,7000,1,1,5,1
"H3721001",23,"a01dae8d1b104d79b35b56c0b3952ba1",9,1,2,1,2,2,0,,,0,,,4,5,0,0,0,0,0,0,,0,,0,3,,1
"H4040501",23,"a06bf55606a24e7783f5e15a2863ed42",12,2,5,2,5,2,0,,,0,,,8,13,2,3,0,0,0,0,,4,18000,4,1,3,2
"H1731001",23,"a08435dd2e1b4ecd81cef70d913547f6",42,1,2,1,2,2,0,,,0,,,32,30,0,0,0,0,20,0,,0,,0,1,5,1
"H2000401",26,"a10720b216e34c9496ca87f796d1af44",10,1,6,6,7,2,0,,,0,,,16,0,0,0,0,0,0,0,,6,13000,0,1,3,1
"H2000401",25,"a10720b216e34c9496ca87f796d1af44",3,6,,6,7,2,0,,,0,,,0,0,0,0,0,0,0,3,15000,0,,0,3,5,1
"H2000401",23,"a10720b216e34c9496ca87f796d1af44",11,6,7,6,7,2,0,,,0,,,12,7,0,0,0,0,2,0,,3,12000,3,3,5,1
"H1820703",23,"a10a5b3284014fe6b24cfa7243f6c29e",4,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,1,1,3,1
"H1830106",23,"a139406d51364a7e9638f366529bca5e",81,1,4,1,4,2,0,,,0,,,69,31,0,0,0,0,0,0,,13,12000,6,1,3,1
"H2441001",23,"a16cea0862ad4867ab08784b63b48b83",,,,,,,,,,,,,,,,,,,,,,,,,,,
