"t0_hhid","hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"H2090302","0a32ecc59b4543d991993511531bcbdc",22,1,9000,1,1,,2,,
"H2090302","0a32ecc59b4543d991993511531bcbdc",1,3,15000,3,1,,2,,
"H2090302","0a32ecc59b4543d991993511531bcbdc",3,1,4000,1,1,,2,,
"H2090302","0a32ecc59b4543d991993511531bcbdc",4,1,3000,1,1,,2,,
"H4200601","0a396d4827b24ea099971029d14bd817",1,4,28000,4,1,,2,,
"H4200601","0a396d4827b24ea099971029d14bd817",3,2,4000,2,1,,2,,
"H4200601","0a396d4827b24ea099971029d14bd817",4,1,5000,1,1,,2,,
"H3040301","0a3fa4ae17e5425780754137a4e60987",13,2,15000,1,1,,2,,
"H3040301","0a3fa4ae17e5425780754137a4e60987",3,2,8000,1,1,,2,,
"H3040301","0a3fa4ae17e5425780754137a4e60987",1,4,12000,3,1,,2,,
"H3040301","0a3fa4ae17e5425780754137a4e60987",8,1,2000,1,1,,2,,
"H2940601","0a72dc2637f34612b2fa35e4d4b6cc60",8,1,2000,1,1,,2,,
"H2940601","0a72dc2637f34612b2fa35e4d4b6cc60",12,1,6000,1,1,,2,,
"H2940601","0a72dc2637f34612b2fa35e4d4b6cc60",1,3,24000,3,1,,2,,
"H2940601","0a72dc2637f34612b2fa35e4d4b6cc60",4,2,8000,2,1,,2,,
"H2940601","0a72dc2637f34612b2fa35e4d4b6cc60",3,2,6000,2,1,,2,,
"H0610503","0a762151047143afb734fafb9be8275c",3,1,3000,1,1,,2,,
"H0610503","0a762151047143afb734fafb9be8275c",1,4,12000,4,1,,2,,
"H0610503","0a762151047143afb734fafb9be8275c",19,1,30000,1,1,,2,,
"H1080302","0ab5e0705d5b40beb0a2e79f49183356",4,1,2500,1,1,,2,,
"H1080302","0ab5e0705d5b40beb0a2e79f49183356",1,4,22000,0,1,,2,,
"H2310501","0ac58cb4e81e452daa6d87169534e762",14,1,150000,1,1,,2,,
"H2310501","0ac58cb4e81e452daa6d87169534e762",1,4,22000,4,1,,2,,
"H2310501","0ac58cb4e81e452daa6d87169534e762",22,1,6000,1,1,,2,,
"H2310501","0ac58cb4e81e452daa6d87169534e762",3,0,,1,1,,2,,
"H2310501","0ac58cb4e81e452daa6d87169534e762",4,,,,,,,,
"H0510301","0acb15747a494855adae111b05ec1af2",3,1,6000,1,1,,2,,
"H0510301","0acb15747a494855adae111b05ec1af2",1,5,50000,5,1,,2,,
"H0510301","0acb15747a494855adae111b05ec1af2",12,1,10000,1,1,,2,,
"H0510301","0acb15747a494855adae111b05ec1af2",4,1,4000,1,1,,2,,
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",12,0,,0,1,,1,1,0
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",1,7,35000,5,1,,2,,
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",22,1,5000,1,1,,2,,
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",3,1,3500,1,1,,2,,
"H3971001","0ad4b37a214a455aa6080a4f197e50ca",7,1,4000,1,1,,2,,
"H2610201","0b195170755f4768ac89c0dc1d08645a",1,8,40000,7,1,,2,,
"H2610201","0b195170755f4768ac89c0dc1d08645a",3,1,4000,1,1,,2,,
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",4,0,,0,1,,1,1,0
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",13,0,,0,1,,1,1,0
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",1,3,19000,2,1,,2,,
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",5,0,,0,1,,1,1,0
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",19,0,,0,1,,1,1,0
"H3660401","0b1dda6c9bc74ad6b7b18d9de2497355",14,0,,0,1,,1,1,35000
"H1750401","0b5e2febcfa54a2aa9c1369db7b62f76",1,2,6000,2,1,,2,,
"H1750401","0b5e2febcfa54a2aa9c1369db7b62f76",3,1,2000,1,1,,2,,
"##N/A##","0b7f6c75dec34a6bb3c0990283c92be6",3,1,2000,1,1,,2,,
"##N/A##","0b7f6c75dec34a6bb3c0990283c92be6",1,3,20000,3,1,,2,,
"H3581001","0b9218083309477ab20ef5b6e13a2ab0",3,1,2000,1,2,1,,,
"H3581001","0b9218083309477ab20ef5b6e13a2ab0",1,2,8000,2,2,1,,,
"H3581001","0b9218083309477ab20ef5b6e13a2ab0",4,1,2000,1,2,1,,,
"58","0be0f54fc2f44d4d8328e2b8878a06d0",1,2,20000,2,1,,2,,
"58","0be0f54fc2f44d4d8328e2b8878a06d0",22,1,12000,1,1,,2,,
"58","0be0f54fc2f44d4d8328e2b8878a06d0",3,1,12000,1,1,,2,,
"H3410501","0c3e9a0e660a4ec8a84320ec2aee7f95",8,1,1000,1,2,1,,,
"H3410501","0c3e9a0e660a4ec8a84320ec2aee7f95",3,1,1500,1,1,,2,,
"H3410501","0c3e9a0e660a4ec8a84320ec2aee7f95",1,2,4000,2,1,,2,,
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",4,0,,0,1,,1,1,0
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",1,4,16000,4,1,,2,,
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",14,0,,0,1,,1,1,48000
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",22,1,8000,1,1,,2,,
"H3990501","0c7ed7713a3b4c80ab675ecc093d0a2a",3,0,,0,1,,1,1,0
"H2630401","0cac20f5e69f4d00ac5d1bfc15689dba",3,1,3000,1,1,,2,,
"H2630401","0cac20f5e69f4d00ac5d1bfc15689dba",4,1,5000,1,1,,2,,
"H2630401","0cac20f5e69f4d00ac5d1bfc15689dba",1,6,30000,6,1,,2,,
"H4180201","0ccd9462978a4880b1f650cecd2d26dd",8,1,2000,1,1,,2,,
"H4180201","0ccd9462978a4880b1f650cecd2d26dd",3,1,4000,1,1,,2,,
"H4180201","0ccd9462978a4880b1f650cecd2d26dd",1,5,30000,3,1,,2,,
"H4080401","0cf284629d3f460eb8d1ac4e90b0639b",1,2,12000,2,1,,2,,
"H4080401","0cf284629d3f460eb8d1ac4e90b0639b",3,1,3000,1,1,,2,,
"H1751103","0d05119207a2485cbe3a503f04c33f1d",1,4,20000,4,1,,2,,
"H1751103","0d05119207a2485cbe3a503f04c33f1d",3,1,4000,1,1,,2,,
"H1430103","0d0e29faff394154a69562b4527b48b8",1,4,8500,4,1,,2,,
"H1251201","0d1503da1c134a0e912f2b7115137d57",19,0,,0,1,,1,3,0
"H1251201","0d1503da1c134a0e912f2b7115137d57",1,9,75000,9,1,,2,,
"H1251201","0d1503da1c134a0e912f2b7115137d57",3,2,10000,2,1,,2,,
"H1741001","0d15c30cd22c44ca829cb62b6e630c26",1,3,12000,3,1,,2,,
"H1741001","0d15c30cd22c44ca829cb62b6e630c26",3,1,4000,1,1,,2,,
"H2020101","0d3fe7c0dc864f1eb4c9c7559a351a39",1,7,35000,7,1,,2,,
"H2020101","0d3fe7c0dc864f1eb4c9c7559a351a39",3,1,5000,1,1,,2,,
"H0610401","0da5a64fbb634dd5a96a9d945a7ea296",3,1,3000,1,1,,2,,
"H0610401","0da5a64fbb634dd5a96a9d945a7ea296",12,1,2000,1,1,,2,,
"H0610401","0da5a64fbb634dd5a96a9d945a7ea296",1,1,3000,1,1,,2,,
"H3410801","0dc5a325d5dd4987b0255e6dc261c7c9",3,1,5000,1,1,,2,,
"H3410801","0dc5a325d5dd4987b0255e6dc261c7c9",1,2,20000,2,1,,2,,
"H2630601","0dd53d87ea84437b9f5a26b992f3d396",3,1,3500,1,1,,2,,
"H2630601","0dd53d87ea84437b9f5a26b992f3d396",1,1,6000,1,1,,2,,
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",1,3,25000,3,1,,2,,
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",19,1,45000,1,1,,1,1,0
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",14,1,80000,1,1,,2,,
"H1201001","0df38d4bdeaa40a8b3407e57cc315e31",3,1,1000,1,1,,2,,
"H3770202","0e03e253c35d4333a1ffad2df9d38850",1,3,24000,3,1,,2,,
"H3770202","0e03e253c35d4333a1ffad2df9d38850",19,0,,0,1,,1,4,4000
"H3770202","0e03e253c35d4333a1ffad2df9d38850",4,1,6000,1,1,,2,,
"H3770202","0e03e253c35d4333a1ffad2df9d38850",3,2,5000,2,1,,2,,
"H2540902","0e22abe9b0524c3f81a1babba4b3a651",1,1,5000,1,1,,2,,
"H2540902","0e22abe9b0524c3f81a1babba4b3a651",12,1,7000,1,1,,2,,
"H2540902","0e22abe9b0524c3f81a1babba4b3a651",3,1,4000,1,1,,2,,
"H1510501","0e25633f83884662b852b82b7c7724cd",4,0,,0,1,,2,,
"H1510501","0e25633f83884662b852b82b7c7724cd",1,2,10000,1,1,,2,,
"H1510501","0e25633f83884662b852b82b7c7724cd",3,1,4000,1,1,,2,,
"H0491303","0e3bcf22a773456eb3475d233a7dc880",3,1,5000,1,1,,2,,
"H0491303","0e3bcf22a773456eb3475d233a7dc880",1,3,30000,3,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",5,1,50000,1,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",4,3,10000,3,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",7,1,3000,1,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",19,1,5000,1,1,,1,1,0
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",1,6,30000,9,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",14,1,80000,1,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",3,3,15000,2,1,,2,,
"H4050901","0e587b69c8364b7ea11ac6ad8155d944",12,3,15000,3,1,,2,,
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",19,1,40000,1,1,,1,1,0
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",8,2,3000,2,1,,2,,
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",12,1,5000,1,1,,2,,
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",4,1,3000,1,1,,2,,
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",1,4,20000,4,1,,2,,
"H0840604","0e6bbfd7a7ff407ba8c19c68b4614a43",3,2,5000,2,1,,2,,
"H1400901","0eacd048e8244b7bb60a9ef372d37bd4",2,1,20000,1,2,2,,,
"H1400901","0eacd048e8244b7bb60a9ef372d37bd4",3,1,3000,1,1,,2,,
"H1400901","0eacd048e8244b7bb60a9ef372d37bd4",1,3,15000,3,1,,2,,
"H0480501","0ead3d9097d14f19afae3f37ed3fa95e",1,2,5000,2,1,,2,,
"H0480501","0ead3d9097d14f19afae3f37ed3fa95e",3,1,3000,1,1,,2,,
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",5,1,35000,1,1,,2,,
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",12,1,6000,1,1,,2,,
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",1,2,14000,3,1,,2,,
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",4,1,4000,1,1,,2,,
"H1801101","0eb527381cfb4f258ee6a1ad0862d96b",3,1,4000,1,1,,2,,
"H1770401","0ef4563b33504453b6221a3e597f4ac1",4,,,,,,,,
"H1770401","0ef4563b33504453b6221a3e597f4ac1",3,1,5000,1,1,,2,,
"H1770401","0ef4563b33504453b6221a3e597f4ac1",1,2,20000,2,1,,2,,
"H0750903","0f0210463290453bb298ac2094d5322e",3,1,7000,1,1,,2,,
"H0750903","0f0210463290453bb298ac2094d5322e",1,1,12000,1,1,,2,,
"H0540702","0f1fae5e3c164a0689a528daa0977068",3,2,12000,0,1,,2,,
"H0540702","0f1fae5e3c164a0689a528daa0977068",19,1,60000,1,1,,2,,
"H0540702","0f1fae5e3c164a0689a528daa0977068",12,1,10000,1,1,,2,,
"H0540702","0f1fae5e3c164a0689a528daa0977068",1,3,30000,3,1,,2,,
"H3080701","0f3a4301801440ada74bb46498bddedb",8,1,3000,1,1,,2,,
"H3080701","0f3a4301801440ada74bb46498bddedb",3,1,3000,1,1,,2,,
"H3080701","0f3a4301801440ada74bb46498bddedb",1,2,12000,2,1,,2,,
"H3080701","0f3a4301801440ada74bb46498bddedb",12,1,7000,0,2,1,,,
"H0510201","0f667b218c504918a233aac6e8ee5bda",12,1,2000,1,1,,2,,
"H0510201","0f667b218c504918a233aac6e8ee5bda",19,0,,0,1,,1,2,0
"H0510201","0f667b218c504918a233aac6e8ee5bda",7,0,,0,1,,1,2,0
"H0510201","0f667b218c504918a233aac6e8ee5bda",3,1,1000,1,1,,2,,
"H0510201","0f667b218c504918a233aac6e8ee5bda",4,1,2000,1,1,,2,,
"H0510201","0f667b218c504918a233aac6e8ee5bda",1,4,34000,4,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",13,4,16000,0,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",12,3,15000,3,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",8,1,5000,1,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",19,1,200000,1,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",1,8,24000,8,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",5,1,30000,1,1,,2,,
"H3040501","0f6771f84c3a4bbb850133c3e9b7e498",3,3,12000,3,1,,2,,
"H0021101","0f89c593c872418cbe8ce314e2d06348",3,1,3000,1,1,,2,,
"H0021101","0f89c593c872418cbe8ce314e2d06348",1,2,6000,2,1,,2,,
"H3510601","0f9890d1fd734a5cace8f29bedc49979",3,1,3000,1,1,,2,,
"H3510601","0f9890d1fd734a5cace8f29bedc49979",1,2,5000,2,1,,2,,
"H0691101","0fc2473477df48789bebde3b8239f2c4",3,1,3500,1,1,,2,,
"H0691101","0fc2473477df48789bebde3b8239f2c4",1,2,20000,2,1,,2,,
"H4270101","104c763be4a348c7858dd66cc2fbc597",1,3,30000,3,1,,2,,
"H4270101","104c763be4a348c7858dd66cc2fbc597",3,2,10000,2,1,,2,,
"H2900502","10651f09e6a44d788c5947935927ecd0",3,1,5000,1,1,,2,,
"H2900502","10651f09e6a44d788c5947935927ecd0",1,2,22000,2,1,,2,,
"H1620302","108160782ccd45a9b7a3b97da91f5483",22,1,3000,1,1,,2,,
"H1620302","108160782ccd45a9b7a3b97da91f5483",19,1,3500,1,1,,2,,
"H1620302","108160782ccd45a9b7a3b97da91f5483",3,0,,0,1,,1,1,0
"H1620302","108160782ccd45a9b7a3b97da91f5483",1,2,6000,2,1,,2,,
"H4290901","108581c17994453a902a47aaec861b78",13,2,20000,2,1,,2,,
"H4290901","108581c17994453a902a47aaec861b78",3,4,32000,4,1,,2,,
"H4290901","108581c17994453a902a47aaec861b78",1,4,40000,4,1,,2,,
"H2170501","108ebe553d994ae8bee890ebd2447fbf",1,3,7500,3,1,,2,,
"H2170501","108ebe553d994ae8bee890ebd2447fbf",3,0,,0,1,,1,1,0
"H1260101","10c39a24e0784c66897740bdbc426cc8",19,0,,0,1,,1,1,2000
"H1260101","10c39a24e0784c66897740bdbc426cc8",3,1,3000,1,1,,2,,
"H1260101","10c39a24e0784c66897740bdbc426cc8",1,3,15000,3,1,,2,,
"H2990202","10c74627258044b8a3441bd75e51c277",8,1,1500,1,1,,2,,
"H2990202","10c74627258044b8a3441bd75e51c277",3,1,3000,1,1,,2,,
"H2990202","10c74627258044b8a3441bd75e51c277",1,2,12000,2,1,,2,,
"H3960901","110f81c0d9254505838dcaf2497d130a",3,1,3000,1,1,,2,,
"H3960901","110f81c0d9254505838dcaf2497d130a",1,4,12000,4,1,,2,,
"H3940201","112126f886be4437a68c163a94797d71",3,1,2000,1,1,,2,,
"H3940201","112126f886be4437a68c163a94797d71",1,4,10000,4,1,,2,,
"H2850505","117be70b702543a2a9b2c6ed42bde0d8",3,1,3500,1,1,,2,,
"H2850505","117be70b702543a2a9b2c6ed42bde0d8",1,2,8000,2,1,,2,,
"H2850505","117be70b702543a2a9b2c6ed42bde0d8",8,1,2000,1,1,,2,,
"H1880802","118e5671a1e0437baebdd563bf3e43df",3,0,,0,1,,1,1,0
"H1880802","118e5671a1e0437baebdd563bf3e43df",22,1,10000,1,1,,2,,
"H1880802","118e5671a1e0437baebdd563bf3e43df",1,3,17000,3,1,,2,,
"H1880802","118e5671a1e0437baebdd563bf3e43df",4,0,,0,1,,1,1,0
"H1880802","118e5671a1e0437baebdd563bf3e43df",14,0,,0,1,,1,1,0
"H2440102","119f2e2e03f143fc879b9f0ed133f62e",3,2,4500,2,1,,2,,
"H2440102","119f2e2e03f143fc879b9f0ed133f62e",1,4,22000,4,1,,2,,
"51","11c06407f2894aa696b02bd42e1ad325",1,1,5000,1,1,,2,,
"51","11c06407f2894aa696b02bd42e1ad325",3,1,4000,1,1,,2,,
"H1640703","11cce051e10f463e9d807eac544f8298",4,1,3000,0,1,,1,1,0
"H1640703","11cce051e10f463e9d807eac544f8298",1,4,24000,4,1,,2,,
"H1640703","11cce051e10f463e9d807eac544f8298",3,1,5000,0,1,,1,1,0
"H1880701","11d8e6e27924401f975392dbb4bb0cfb",22,2,6000,2,1,,2,,
"H1880701","11d8e6e27924401f975392dbb4bb0cfb",1,3,18000,2,1,,2,,
"H3410901","11fa0219f3c04dc69816ce8f2784a912",1,2,20000,2,1,,2,,
"H3940501","11fe2002e4b64d6a9f6f9dc246c6b5cb",1,3,12000,3,1,,2,,
"H3940501","11fe2002e4b64d6a9f6f9dc246c6b5cb",14,0,,0,1,,1,0,0
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",3,1,10000,1,1,,2,,
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",1,1,7000,1,1,,2,,
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",13,1,7000,1,1,,2,,
"H3930801","12326283f3b543f7a0204eeb08c3a7cd",22,1,10000,1,1,,2,,
"59","1254e7d5420845449d4b2d63d8f8b555",1,2,6000,1,1,,1,2,0
"59","1254e7d5420845449d4b2d63d8f8b555",3,1,5000,1,1,,1,1,0
"59","1254e7d5420845449d4b2d63d8f8b555",2,1,200000,1,1,,2,,
"H3800701","1281f3064b5548e58be32cadc2a9904e",3,1,4000,1,1,,2,,
"H3800701","1281f3064b5548e58be32cadc2a9904e",22,1,35000,1,1,,2,,
"H3800701","1281f3064b5548e58be32cadc2a9904e",1,3,12000,3,1,,2,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",13,1,6000,1,1,,2,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",12,1,5000,1,1,,2,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",19,1,30000,1,2,3,,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",4,1,3000,1,1,,2,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",3,1,3000,1,1,,2,,
"H0280301","12a4d25d94ea436285c294aef2a8dba5",1,4,20000,4,1,,2,,
"H0750902","12a8632b753f40c6959744f160ade8ff",1,1,10000,2,1,,1,1,0
"H0750902","12a8632b753f40c6959744f160ade8ff",3,1,7000,1,1,,2,,
"H0750902","12a8632b753f40c6959744f160ade8ff",12,1,12000,1,1,,2,,
"H2080601","12ea98f53d374c2ab9476c087af2913e",1,3,15000,3,1,,2,,
"H2080601","12ea98f53d374c2ab9476c087af2913e",19,1,4000000,1,1,,1,1,6000000
"H2080601","12ea98f53d374c2ab9476c087af2913e",5,1,30000,1,1,,2,,
"H2080601","12ea98f53d374c2ab9476c087af2913e",3,1,3000,1,1,,2,,
"H2080601","12ea98f53d374c2ab9476c087af2913e",6,1,40000,1,1,,1,1,24000000
"H2080601","12ea98f53d374c2ab9476c087af2913e",14,1,100000,1,2,5,,,
"H3100301","131fdb31a30649e792542baee928cee3",1,3,9000,4,1,,2,,
"H3100301","131fdb31a30649e792542baee928cee3",3,1,4000,1,1,,2,,
"H3100301","131fdb31a30649e792542baee928cee3",8,1,3500,1,1,,2,,
"H4200801","132b1d61a34e4480a249784896828820",3,1,2000,1,1,,2,,
"H4200801","132b1d61a34e4480a249784896828820",19,1,20000,1,1,,2,,
"H4200801","132b1d61a34e4480a249784896828820",1,3,5000,3,1,,2,,
"H4200801","132b1d61a34e4480a249784896828820",13,1,2000,1,1,,2,,
"H4200801","132b1d61a34e4480a249784896828820",12,1,2000,1,1,,2,,
"H3610501","1335c4b914e64b079a15b82332bc3a62",3,1,3000,1,1,,2,,
"H3610501","1335c4b914e64b079a15b82332bc3a62",1,4,30000,4,1,,2,,
"H0540601","137047ed72be45cbbe79528e9a8febcf",1,1,3000,1,1,,2,,
"H1680201","137fab734a03455f98d0124f4847fc13",3,2,8000,2,1,,2,,
"H1680201","137fab734a03455f98d0124f4847fc13",1,5,30000,5,1,,2,,
"H4300701","1390e21908ee4f50811be182bc761552",19,0,,0,1,,1,1,3000
"H4300701","1390e21908ee4f50811be182bc761552",1,3,15000,3,1,,2,,
"H4300701","1390e21908ee4f50811be182bc761552",3,1,3000,1,1,,2,,
"H4190101","139766f7e0d947e39160c8cdbe782c90",8,1,3000,1,1,,1,1,1000
"H4190101","139766f7e0d947e39160c8cdbe782c90",1,3,16000,3,1,,2,,
"H4190101","139766f7e0d947e39160c8cdbe782c90",3,1,3000,1,1,,2,,
"H3730201","13c8dabea0a14e74b5409df736d0c6fc",1,3,9000,3,1,,2,,
"H3730201","13c8dabea0a14e74b5409df736d0c6fc",3,1,3000,1,2,1,,,
"H2140902","13e1b70c74264df2b3ce9571a64d04b7",3,1,5000,1,1,,2,,
"H2140902","13e1b70c74264df2b3ce9571a64d04b7",14,0,,0,1,,2,,
"H2140902","13e1b70c74264df2b3ce9571a64d04b7",1,2,20000,2,1,,2,,
"H3730401","13e8276c99cd496081c2d78d058b2a21",5,0,,0,1,,1,1,6000
"H3730401","13e8276c99cd496081c2d78d058b2a21",1,6,54000,6,1,,2,,
"H3730401","13e8276c99cd496081c2d78d058b2a21",19,0,,0,1,,1,1,2000
"H3730401","13e8276c99cd496081c2d78d058b2a21",12,0,,0,1,,1,1,3000
"H3730401","13e8276c99cd496081c2d78d058b2a21",3,1,6000,1,1,,2,,
"41","13f725a28a91400690aa319519c0dbf6",3,0,,0,1,,1,1,2500
"41","13f725a28a91400690aa319519c0dbf6",22,0,,0,1,,1,1,2500
"41","13f725a28a91400690aa319519c0dbf6",1,2,20000,2,1,,2,,
"41","13f725a28a91400690aa319519c0dbf6",14,0,,0,1,,1,1,25000
"H2960401","141911dad9474c8d879f53c8bfd6edee",1,2,10000,2,1,,2,,
"H2960401","141911dad9474c8d879f53c8bfd6edee",3,1,4000,1,1,,2,,
"H2310201","14284880612f4308abfe7ad7f51cdcf8",3,1,2000,1,1,,2,,
"H2310201","14284880612f4308abfe7ad7f51cdcf8",1,9,45000,0,1,,2,,
"H1310503","1444adc6326d439eaeaba1546d02d59d",1,3,24000,3,1,,2,,
"H1310503","1444adc6326d439eaeaba1546d02d59d",3,1,6000,1,1,,2,,
"H3711001","147c52ca54784111b65348d2fc3eed37",3,1,4000,1,1,,2,,
"H3711001","147c52ca54784111b65348d2fc3eed37",1,2,12000,2,1,,1,2,0
"H0500901","148096d4034442419b34538a7bc0dcf6",1,7,25000,7,1,,2,,
"H0500901","148096d4034442419b34538a7bc0dcf6",5,1,50000,1,1,,2,,
"H0500901","148096d4034442419b34538a7bc0dcf6",12,1,2000,1,1,,2,,
"H0500901","148096d4034442419b34538a7bc0dcf6",3,1,2000,1,1,,2,,
"H0500901","148096d4034442419b34538a7bc0dcf6",8,1,1000,1,1,,2,,
"H3041201","14bfad8162b7405dbeb905bf436d082c",1,3,18000,4,1,,1,1,2000
"H3041201","14bfad8162b7405dbeb905bf436d082c",8,1,3000,1,1,,2,,
"H3041201","14bfad8162b7405dbeb905bf436d082c",3,2,8000,2,1,,1,1,1000
"H3041201","14bfad8162b7405dbeb905bf436d082c",12,1,10000,1,1,,2,,
"H3041201","14bfad8162b7405dbeb905bf436d082c",22,1,15000,1,1,,2,,
"H3041201","14bfad8162b7405dbeb905bf436d082c",19,1,50000,1,1,,1,1,40000
"H1300801","15112bb7ee2c432d83517c273c01cf0b",3,1,5000,1,1,,2,,
"H1300801","15112bb7ee2c432d83517c273c01cf0b",4,0,,0,1,,1,1,0
"H1300801","15112bb7ee2c432d83517c273c01cf0b",1,5,50000,5,1,,2,,
"H1300801","15112bb7ee2c432d83517c273c01cf0b",9,3,9000,3,1,,2,,
"H1300801","15112bb7ee2c432d83517c273c01cf0b",14,0,,0,1,,1,1,140000
"H4030301","1553987122bb403eac103947ccf14569",1,3,15000,3,1,,1,1,0
"H4030301","1553987122bb403eac103947ccf14569",3,1,2000,1,1,,2,,
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",19,,,,,,,,
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",8,1,3000,1,1,,2,,
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",3,2,10000,2,1,,2,,
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",1,2,10000,2,1,,2,,
"H0850201","156df40d4f9c476c80ebbb625b8d60ec",4,,,,,,,,
"H3960101","15765778f2514e5db3c9fa6bb742cd00",2,1,50000,1,1,,2,,
"H3960101","15765778f2514e5db3c9fa6bb742cd00",1,2,5000,3,1,,1,1,0
"H4230601","1588fa8bc10343c6a213180e185b4c77",3,1,5000,1,1,,2,,
"H4230601","1588fa8bc10343c6a213180e185b4c77",1,2,10000,2,1,,2,,
"H4230601","1588fa8bc10343c6a213180e185b4c77",4,1,4000,1,1,,2,,
"H4000201","158f0ced0e9a41aa975d268a4c9b98a0",14,1,100000,1,1,,2,,
"H4000201","158f0ced0e9a41aa975d268a4c9b98a0",1,2,12000,1,1,,2,,
"H4000201","158f0ced0e9a41aa975d268a4c9b98a0",22,1,3500,1,1,,2,,
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",12,1,5000,1,2,3,,,
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",1,4,32000,4,1,,2,,
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",7,1,4000,1,1,,2,,
"H2090201","15d2c6fc84e440a2b5aafd69093157f2",3,1,1000,1,1,,2,,
"36","15f9cb22388f428f9f3dcf081ccfc10a",1,3,15000,3,1,,2,,
"36","15f9cb22388f428f9f3dcf081ccfc10a",12,1,4000,1,1,,2,,
"36","15f9cb22388f428f9f3dcf081ccfc10a",3,1,3000,1,1,,2,,
"H3760801","15fd3aeeaeb34f6ea14d42f6bcdee0d6",3,1,3000,1,1,,2,,
"H3760801","15fd3aeeaeb34f6ea14d42f6bcdee0d6",1,4,15000,4,1,,2,,
"H3540101","161df9ca153241e19e955e373574448f",5,1,70000,1,1,,2,,
"H3540101","161df9ca153241e19e955e373574448f",8,1,3000,1,1,,2,,
"H3540101","161df9ca153241e19e955e373574448f",19,1,50000,1,1,,1,1,0
"H3540101","161df9ca153241e19e955e373574448f",12,1,5000,1,1,,2,,
"H3540101","161df9ca153241e19e955e373574448f",3,2,10000,2,1,,1,1,0
"H3540101","161df9ca153241e19e955e373574448f",4,1,3000,1,1,,2,,
"H3540101","161df9ca153241e19e955e373574448f",1,4,25000,4,1,,2,,
"H3800501","16282cde170b4278acdeccb779ce6b33",1,3,15000,3,1,,2,,
"H3800501","16282cde170b4278acdeccb779ce6b33",4,1,3000,1,1,,2,,
"H3800501","16282cde170b4278acdeccb779ce6b33",3,1,3000,1,1,,2,,
