"t0_hhid","ALiveStock_Small_ID","hhid","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq05a","s6b05b","s6bq05c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"H3711001",18,"147c52ca54784111b65348d2fc3eed37",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H3711001",19,"147c52ca54784111b65348d2fc3eed37",0,,,,,,0,,,0,,,3,2,0,0,0,0,0,0,,5,60000,0,1,,2
"H3711001",22,"147c52ca54784111b65348d2fc3eed37",4,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,4,30000,0,,0,1,,2
"H0500901",19,"148096d4034442419b34538a7bc0dcf6",3,2,4,2,4,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,1
"H0500901",22,"148096d4034442419b34538a7bc0dcf6",4,2,4,2,4,2,0,,,0,,,2,0,0,0,0,0,0,4,50000,2,150000,0,1,,1
"H1300801",19,"15112bb7ee2c432d83517c273c01cf0b",0,,,,,,0,,,0,,,2,0,0,2,0,0,0,0,,0,,0,9,,2
"H1300801",18,"15112bb7ee2c432d83517c273c01cf0b",0,,,,,,0,,,0,,,4,0,0,4,0,0,0,0,,0,,0,9,,3
"H4030301",22,"1553987122bb403eac103947ccf14569",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,1
"H0850201",19,"156df40d4f9c476c80ebbb625b8d60ec",1,1,,1,,1,2,1,,0,,,0,2,0,0,0,0,1,0,,0,,0,1,,1
"H3960101",21,"15765778f2514e5db3c9fa6bb742cd00",2,2,,2,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"H3960101",18,"15765778f2514e5db3c9fa6bb742cd00",0,,,,,,0,,,0,,,2,0,0,0,0,0,2,0,,0,,0,1,,2
"H3960101",19,"15765778f2514e5db3c9fa6bb742cd00",0,,,,,,0,,,0,,,2,2,0,0,0,0,3,0,,1,50000,0,1,,2
"H2090201",19,"15d2c6fc84e440a2b5aafd69093157f2",3,2,,2,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2090201",18,"15d2c6fc84e440a2b5aafd69093157f2",2,2,,2,4,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"36",19,"15f9cb22388f428f9f3dcf081ccfc10a",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,70000,0,,0,1,,1
"H3760801",19,"15fd3aeeaeb34f6ea14d42f6bcdee0d6",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,100000,0,,0,1,3,1
"H3540101",18,"161df9ca153241e19e955e373574448f",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,2
"H3540101",21,"161df9ca153241e19e955e373574448f",7,1,,1,,2,0,,,0,,,5,2,0,0,0,0,0,0,,0,,0,5,,2
"H3540101",20,"161df9ca153241e19e955e373574448f",8,1,,1,,2,0,,,0,,,6,2,0,0,0,0,0,0,,0,,0,1,,2
"H3540101",19,"161df9ca153241e19e955e373574448f",12,1,2,1,2,2,0,,,0,,,11,1,0,0,0,0,0,0,,0,,0,1,,2
"H3090601",18,"162c504b1fed4a5b9848882e7752940a",1,1,,1,,2,0,,,0,,,0,2,0,0,0,1,0,0,,0,,0,1,,2
"H3090601",19,"162c504b1fed4a5b9848882e7752940a",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H0870101",19,"162c7da3721a4b318a125f5be123aa6e",8,2,,2,,2,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,1,,2
"H0870101",18,"162c7da3721a4b318a125f5be123aa6e",2,1,2,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H2241001",19,"164f59280b494e09a7618a255a2334c1",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,,1
"H3770702",19,"16658cfcf7f14257a2be301b98bb0de1",4,1,2,2,,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,6,5,1
"H2210202",18,"16887c92f1b147cba6be26cdd50b01f3",1,4,5,4,5,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,4,1,1
"H2210202",19,"16887c92f1b147cba6be26cdd50b01f3",2,4,5,4,5,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H1310801",19,"168c7ae537cc4394827298958c374b1d",1,2,,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2370201",19,"16b2d34dfa854a44b17e4a2a1fe1dcbb",3,1,,1,2,1,0,,,0,,,3,1,0,0,0,1,0,0,,0,,0,6,1,1
"1100701",18,"16c0790e52ec43c58fcd99e7d75e10d3",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"1100701",19,"16c0790e52ec43c58fcd99e7d75e10d3",4,1,2,1,2,2,0,,,0,,,4,2,0,0,0,0,0,0,,2,90000,0,1,5,1
"1100701",22,"16c0790e52ec43c58fcd99e7d75e10d3",4,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,5,1,1
"H0870801",18,"16d236cfaa29413abb6fca138f544ec4",11,1,2,2,4,2,0,,,0,,,15,7,0,0,0,0,9,0,,0,,2,1,,1
"H0870801",19,"16d236cfaa29413abb6fca138f544ec4",35,1,2,2,4,2,0,,,0,,,35,7,0,0,0,0,5,0,,2,100000,0,1,,1
"H0870301",21,"16db46d7f22e41f9a04f1fbe342a0392",13,1,2,2,6,2,0,,,0,,,11,3,0,0,0,0,0,0,,1,130000,0,1,,2
"H0870301",19,"16db46d7f22e41f9a04f1fbe342a0392",14,2,3,2,6,2,0,,,0,,,11,4,0,0,0,0,0,0,,1,200000,0,1,3,2
"H0870301",18,"16db46d7f22e41f9a04f1fbe342a0392",4,2,3,2,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,1,1,3,2
"H0870301",20,"16db46d7f22e41f9a04f1fbe342a0392",5,2,3,2,6,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,,2
"H1280801",22,"17378333324c461a88f1ea03eb7e316d",8,1,2,1,2,2,0,,,0,,,4,7,0,0,0,0,0,0,,3,50000,0,1,,2
"H1280801",19,"17378333324c461a88f1ea03eb7e316d",2,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,2,0,,0,,0,1,5,1
"H0750801",22,"174d7bce575c45bbae624af39a4e3f2c",0,,,,,,8,2,,0,,,0,0,0,0,0,0,0,0,,0,,0,1,3,1
"H0750801",18,"174d7bce575c45bbae624af39a4e3f2c",2,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,,1
"H3350801",19,"1776b63bada845109ea54547ac3216d1",1,2,,2,,2,0,,,0,,,2,1,0,0,0,1,0,0,,1,120000,0,1,,1
"H3350801",18,"1776b63bada845109ea54547ac3216d1",2,2,,2,,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"H2020301",19,"178cc701f007453aa380b10c4fa065a5",4,1,2,1,2,2,0,,,0,,,5,0,0,1,0,0,0,0,,0,,0,1,5,1
"H2020301",21,"178cc701f007453aa380b10c4fa065a5",4,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,4,40000,0,,0,1,6,1
"H2020301",20,"178cc701f007453aa380b10c4fa065a5",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3680201",19,"178ff51df3c54803bb149cb31659e262",0,,,,,,4,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,6,5,1
"H3560701",17,"17c17bf8cc054454a67df0e8837d3cdc",4,2,,2,,1,1,2,,0,,,3,1,0,0,0,0,0,1,5000,1,130000,0,1,,1
"H3900701",22,"17f8b87f9b8f4438bf729c2dea6df75d",0,,,,,,0,,,0,,,1,0,0,0,0,0,0,0,,1,80000,0,1,,2
"H1820203",19,"18024d9ef636472298f3cf2ef37a7f74",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1820203",18,"18024d9ef636472298f3cf2ef37a7f74",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,65000,0,1,5,1
"H3080602",22,"18419b46a04f4771a998a61279eb3ae1",1,2,,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H3080602",21,"18419b46a04f4771a998a61279eb3ae1",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,1,0,0,,0,,0,1,,1
"H1950501",18,"187d1528fc524811bc61dd37d5dc083f",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,,1
"H1950501",19,"187d1528fc524811bc61dd37d5dc083f",2,1,,1,,2,2,1,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,,1
"H0830101",19,"18b9c926f94c4c8282495f4324e4cb68",3,1,2,1,3,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"H2981001",19,"18ce6918b33347719d97ec41a14e3df6",6,7,,7,,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,,2
"H2981001",18,"18ce6918b33347719d97ec41a14e3df6",1,7,,7,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H2460302",19,"18ea57abd7794ada8cdb3ab63b317587",6,1,,2,,2,0,,,0,,,4,2,0,0,0,0,0,0,,0,,0,6,5,1
"H2540701",22,"18f5bd33a6c246459366da21c90338a0",1,8,,8,,2,0,,,0,,,0,0,0,0,0,0,0,1,120000,0,,0,1,6,1
"H2540701",19,"18f5bd33a6c246459366da21c90338a0",4,8,,8,,2,0,,,0,,,4,4,0,0,0,0,0,0,,4,120000,0,1,6,1
"H1420702",19,"1928b1ae90cf45a68b37285a9554df5c",1,2,,2,6,2,0,,,0,,,0,0,0,0,0,0,0,1,45000,0,,0,5,6,1
"H3420101",22,"194a945af9444a8bb7ce17dd53a03244",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,30000,0,,0,1,,1
"H1400402",21,"194c70f94cca497aac045956fa1b6124",3,1,2,1,2,1,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"H1400402",19,"194c70f94cca497aac045956fa1b6124",3,1,2,1,2,2,0,,,0,,,3,1,0,0,0,0,0,0,,1,55000,0,1,,2
"H1400402",18,"194c70f94cca497aac045956fa1b6124",1,1,2,1,2,2,1,2,,0,,,0,2,0,0,0,0,1,0,,0,,0,1,,2
"H1400402",20,"194c70f94cca497aac045956fa1b6124",3,1,2,1,2,1,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"H1400402",22,"194c70f94cca497aac045956fa1b6124",2,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,1,60000,0,1,,2
"H2790301",19,"1a270f97ea7144f7ba1c5543ad51845a",4,2,,2,6,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,5,2
"H2440302",19,"1a37d2e805614d7d9a3373852ab74ea4",1,1,,1,,2,4,1,2,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2850301",19,"1a5e7470e5e349f4bdf3b8bd8779b225",3,1,3,1,3,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"H0461001",17,"1afc0338bf3b4f9ba59f4529c7e8b830",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,5,1
"H3960801",19,"1b1ff5ccd14147ea971879bf82e54780",2,1,3,1,3,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H3960801",21,"1b1ff5ccd14147ea971879bf82e54780",2,1,3,1,3,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"H3960801",18,"1b1ff5ccd14147ea971879bf82e54780",1,1,3,1,3,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,1,1
"H3350401",22,"1b599a7d26094ccaadac933ba550fd0a",0,,,,,,0,,,0,,,3,0,0,0,0,0,2,0,,1,60000,0,1,,2
"33",19,"1b6c16815b70461dbde0af4dbea1bc68",20,1,,1,,1,0,,,0,,,15,5,0,0,0,0,0,0,,0,,0,6,5,1
"H0510801",19,"1b8f63cdd081456c8598deeab3c32140",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0510801",22,"1b8f63cdd081456c8598deeab3c32140",6,2,,2,,2,0,,,0,,,1,5,0,0,0,0,0,0,,0,,0,1,,1
"H4000701",19,"1ba46e5f44f84f31936a8e9e2d8f7e49",6,1,,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,3,1
"H4000701",18,"1ba46e5f44f84f31936a8e9e2d8f7e49",5,1,,1,2,2,0,,,0,,,2,3,0,0,0,0,0,0,,0,,0,1,4,1
"H3360301",19,"1bfd952f27704db5aa96059df2731fa2",2,5,4,5,4,2,0,,,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,,1
"H1920801",18,"1c510d719fcc4e01ba4f19ddc878f6f2",4,1,11,6,11,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,4,1
"H1920801",21,"1c510d719fcc4e01ba4f19ddc878f6f2",2,1,11,6,11,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,4,1
"H1920801",19,"1c510d719fcc4e01ba4f19ddc878f6f2",15,1,11,6,11,2,0,,,0,,,13,2,0,0,0,0,0,0,,0,,0,1,4,1
"H1920801",20,"1c510d719fcc4e01ba4f19ddc878f6f2",1,1,11,6,11,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1
"H1831101",21,"1d179e34397249688d8b0b57232a08b9",2,,,,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,4,5,1
"H1831101",18,"1d179e34397249688d8b0b57232a08b9",3,,,,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,4,5,1
"H1831101",19,"1d179e34397249688d8b0b57232a08b9",2,,,,,2,0,,,0,,,2,0,0,0,0,0,0,1,50000,1,70000,0,4,5,1
"H2110901",19,"1d3e82924a9d449ab1ff8838a10ed95b",5,1,,2,3,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,1,,1
"H2110901",18,"1d3e82924a9d449ab1ff8838a10ed95b",1,1,,2,3,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"H0830302",22,"1d5db1452c134d13a766ce2d80347a47",2,2,3,2,3,2,0,,,0,,,4,0,0,0,0,0,0,0,,2,200000,0,1,4,2
"H0830302",19,"1d5db1452c134d13a766ce2d80347a47",5,2,3,2,3,2,0,,,0,,,9,0,0,0,0,0,0,0,,4,150000,0,1,,2
"H2090502",19,"1d8871f1764249158f6fd0c5bf6e97b7",6,1,2,1,,2,1,1,,0,,,6,0,0,0,0,0,0,0,,0,,0,1,,1
"H2090502",18,"1d8871f1764249158f6fd0c5bf6e97b7",7,1,2,1,,2,0,,,0,,,1,6,0,0,0,0,0,0,,0,,0,1,,1
"65",19,"1d938aa42c73429e9889c7a86cedaa2f",3,1,,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,6,1
"H2700602",22,"1d9e7c2ca373492bbd6da273b791c7be",5,,,,,2,0,,,0,,,0,0,0,0,0,0,0,5,50000,0,,0,1,,1
"H1820206",18,"1dcf29bde5ad4b38bfaca4a5f224acdc",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,4,5,1
"H1820206",19,"1dcf29bde5ad4b38bfaca4a5f224acdc",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,4,5,1
"H4050801",18,"1dd61fdf96334543aebada64e960f897",2,1,,1,3,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,3,1
"H4050801",19,"1dd61fdf96334543aebada64e960f897",6,1,,1,3,2,0,,,0,,,7,0,0,0,0,0,0,0,,1,45000,0,4,1,1
"H1950101",19,"1de029ce91744778826d44fd2ccc246e",2,1,,1,,2,0,,,0,,,3,0,0,1,0,0,0,0,,0,,0,1,6,1
"H1310202",18,"1e603a50fb0842b7b442cb034660f8ff",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1310202",22,"1e603a50fb0842b7b442cb034660f8ff",3,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,2,40000,1,220000,0,1,5,1
"H1310202",19,"1e603a50fb0842b7b442cb034660f8ff",2,1,2,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,5,1
"H3910701",19,"1e6d3e4b71e8433ebec03f89d6b099b9",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,,1
"H3910701",18,"1e6d3e4b71e8433ebec03f89d6b099b9",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H4101002",19,"1e796e9fa1c64e16943f69008601d15b",2,,,,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"H1550801",18,"1e99e5da500a4d44aef666fb07a8d0d2",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,,2
"H0500501",19,"1eb28777f39148c7a2a3a36617f9a251",1,4,,1,4,2,0,,,0,,,2,0,0,1,0,0,0,0,,0,,0,1,,2
"H0500501",18,"1eb28777f39148c7a2a3a36617f9a251",2,4,,1,4,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,2
"H2171001",19,"1ed5c910418a4333a97bc91869250c15",3,1,4,1,4,2,0,,,0,,,6,0,0,0,0,0,0,0,,3,50000,0,4,6,1
"H2171001",18,"1ed5c910418a4333a97bc91869250c15",2,1,4,1,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,1,50000,0,4,6,1
"H2140501",19,"1ee1ef1774294ebe8767b0cf2f71cb8a",3,1,8,1,8,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,70000,0,4,6,1
"H2140501",21,"1ee1ef1774294ebe8767b0cf2f71cb8a",3,1,,1,8,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,4,6,1
"H3170601",22,"1ee466cb73bb431abc6c0704ce7a012d",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H2590401",22,"1f0b5aa37fca42318a4ffedde0f6fed5",2,2,,2,,2,0,,,0,,,5,0,0,0,1,2,0,0,,0,,0,1,,2
"H3950201",19,"1f19f2165bba4e73aac18269975c88ea",0,,,,,,1,1,,0,,,0,0,0,0,0,0,0,0,,0,,0,5,,1
"H3950201",22,"1f19f2165bba4e73aac18269975c88ea",0,,,,,,1,1,3,0,,,0,0,0,0,0,0,0,0,,0,,0,5,,1
"H1860901",19,"1f5ce03f97d9472a9103a6dc7a53b304",4,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,4,1
"H1860901",18,"1f5ce03f97d9472a9103a6dc7a53b304",3,1,2,1,2,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,4,1
"H1860901",20,"1f5ce03f97d9472a9103a6dc7a53b304",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,1,1,5,1
"H1860901",21,"1f5ce03f97d9472a9103a6dc7a53b304",3,1,2,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1880803",19,"1f9c7edda3584270b8139bfb81fef543",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1880803",18,"1f9c7edda3584270b8139bfb81fef543",0,,,,,,0,,,0,,,4,0,0,0,0,0,0,0,,4,60000,0,4,1,1
"H2540302",19,"20eff2f68f514a169a4d565c7e03c714",2,1,3,1,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H2540302",22,"20eff2f68f514a169a4d565c7e03c714",1,1,3,1,3,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1860103",18,"21228dd963014e41a1abc66bc2e70d39",7,1,5,1,5,2,0,,,0,,,6,3,0,0,0,0,0,0,,1,52000,1,1,4,1
"H1860103",19,"21228dd963014e41a1abc66bc2e70d39",6,1,5,1,5,2,0,,,0,,,3,3,0,0,0,0,0,0,,0,,0,1,6,1
"H3580402",22,"217a20d82c0446a4928918df038adca4",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,30000,0,,0,1,,1
"H2390902",22,"218ef963d2584ed5809a0223c8f07994",1,1,,1,,1,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,5,1
"H2390902",18,"218ef963d2584ed5809a0223c8f07994",2,1,,1,,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,4,1
"H2390902",19,"218ef963d2584ed5809a0223c8f07994",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2641601",19,"21af07d78ce04063a86281f45e4277be",6,1,2,2,3,2,0,,,0,,,4,3,0,0,0,0,0,0,,1,100000,0,1,6,1
"H2641601",18,"21af07d78ce04063a86281f45e4277be",1,1,2,2,3,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2350302",19,"21c1e89cf5b74595b06ebbd7bc9271c8",2,1,2,2,5,2,0,,,0,,,5,0,0,0,0,0,0,0,,3,65000,0,1,4,1
"H2350302",18,"21c1e89cf5b74595b06ebbd7bc9271c8",1,1,2,2,5,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1
"H3100601",21,"21edfe97cd3b4d8b95d3bf4876da3784",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H1721001",22,"220e6e6cd04e48fda927b0736a33769f",2,1,,1,,2,0,,,0,,,10,0,0,0,0,0,0,0,,8,40000,0,1,,2
"H3770101",19,"22332408a42c448fa7ac8f958aea186f",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,2,90000,0,6,1,1
"H2620904",22,"22844fe158ea44cfae5adc224aa11ad0",4,1,,1,2,2,0,,,0,,,8,0,0,0,0,0,8,4,50000,0,,0,1,,1
"H1670701",19,"23565eb411ee4d4fa2184a26d4c6fa91",1,1,,1,3,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2780401",19,"236a304fee1f4de29bda56006ce6d313",2,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,2,100000,0,5,6,1
"H2780401",22,"236a304fee1f4de29bda56006ce6d313",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,70000,0,5,,1
"H1250701",19,"23b418ce7f8f4276aa4df9c04473aded",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,5,1,1
"H4140801",19,"25a7e21d7611402293c81b697f449178",1,1,,1,,2,0,,,0,,,1,3,0,0,0,0,3,0,,0,,0,5,,1
"H1290701",19,"25c2024587844800b222361a9ab26749",3,1,,1,,2,0,,,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,1
"H1290701",18,"25c2024587844800b222361a9ab26749",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1080101",22,"25dc375c204c42e39c18b99f42fc1778",1,4,,4,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H2001002",22,"26044ee7130241baba4bdc7a96acea48",1,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,110000,0,1,,2
"H2001002",18,"26044ee7130241baba4bdc7a96acea48",1,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,55000,0,1,,2
"H2001002",19,"26044ee7130241baba4bdc7a96acea48",2,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,1,70000,0,1,,2
"H2560301",19,"263386962d864374a0b0a547ec62a350",4,1,,1,,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,4,1
"H2560301",18,"263386962d864374a0b0a547ec62a350",1,1,,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1
"H3580301",22,"2641680671474fe9bcaa1400527c6fad",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H4000501",19,"264b7a9fbdbc44c6898a02a98b23f99e",3,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,3,63000,0,,0,1,5,1
"H0881102",22,"2670bf53415049f5b5bbb050fcae0c78",1,1,,1,,1,0,,,0,,,2,0,0,0,0,0,0,0,,1,350000,0,1,,2
"H1700501",19,"2679d8e3f29c45da958667e8eb732ac6",1,1,,1,7,2,0,,,0,,,0,0,0,0,0,0,0,1,35000,0,,0,1,3,1
"H0751001",19,"2699e718776c46c3bce1a0e2bec03fce",1,1,,2,4,2,3,1,2,0,,,1,0,0,0,0,0,0,0,,0,,0,3,,1
"H0751001",18,"2699e718776c46c3bce1a0e2bec03fce",0,,,,,,1,2,4,0,,,0,0,0,0,0,0,0,0,,0,,0,3,,1
"H3970801",20,"27097004d4f94669ae340ca26746683a",1,1,2,1,,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,1,1
"H3970801",18,"27097004d4f94669ae340ca26746683a",2,1,2,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H3970801",19,"27097004d4f94669ae340ca26746683a",1,1,2,1,,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H3550902",21,"2715f05e4bf74f6ab35ff0768a856cb6",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,120000,0,,0,1,3,1
"H0610502",18,"275105346d6546298931c7fc48c2180b",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0610502",19,"275105346d6546298931c7fc48c2180b",2,1,2,1,2,2,0,,,0,,,2,1,0,0,0,1,0,0,,0,,0,1,,1
"H0610502",22,"275105346d6546298931c7fc48c2180b",4,1,2,1,2,2,0,,,0,,,1,9,0,0,0,1,0,0,,5,40000,0,1,,2
"H2150601",19,"27601ff81e98425c8616230962088eb4",4,1,2,2,4,2,0,,,0,,,6,2,0,0,0,0,0,0,,4,50000,0,1,,2
"H2150601",20,"27601ff81e98425c8616230962088eb4",2,1,2,2,4,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,2
"H2150601",21,"27601ff81e98425c8616230962088eb4",4,1,2,1,,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,2
"H2150601",18,"27601ff81e98425c8616230962088eb4",3,1,2,2,4,2,0,,,0,,,4,1,0,0,0,0,0,0,,2,60000,0,1,,2
"H3060501",19,"276430fd8d7e4c538fcf6a118cc79610",4,2,,2,5,2,0,,,0,,,7,0,0,0,0,0,1,0,,2,80000,0,1,3,2
"H3060501",22,"276430fd8d7e4c538fcf6a118cc79610",2,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,1,40000,0,,0,1,3,2
"H3740701",19,"277509c12a5148299027784fbb1bfd7c",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3740701",18,"277509c12a5148299027784fbb1bfd7c",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1590903",19,"278f265f66af4decb24250d3bf8660af",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,1,1
"H1920701",19,"279ea3f4cec74bc8b427913dbdf52218",2,1,,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
