hhid,h10q1,h10q2,h10q3,h10q4,h10q5a,h10q5b,h10q6,h10q7a,h10q7b,h10q7c,h10q7d,h10q9,h10q10,h10q11,h10q12,hh
H0590401,Yes,24.0,Bill from power company,25.0,25000.0,30.0,No,,,,,Charcoal,No,3.0,In a separate kitchen,H05904-05-01
H0590601,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H05906-05-01
H0590602,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H05906-05-02
H0590603,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H05906-05-03
H0590604,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H05906-05-04
H0590901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H05909-05-01
H0590902,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,0.0, In a room in the dwelling not just devoted to cooking,H05909-05-02
H0590903,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,7.0,In an outdoor space,H05909-05-03
H0590904,Yes,23.0,Bill from power company,32.0,19000.0,30.0,No,,,,,Charcoal,Yes,6.0,In a separate kitchen,H05909-05-04
H0590905,No,,,,,,No,,,,,Charcoal,Yes,5.0,In a separate kitchen,H05909-05-05
H0590906,No,,,,,,No,,,,,Charcoal,Yes,2.0,In an outdoor space,H05909-05-06
H0591001,Yes,24.0,Bill from power company,32.0,20000.0,30.0,No,,,,,Charcoal,No,5.0,In a separate kitchen,H05910-05-01
H0591002,No,,,,,,No,,,,,lpg,,1.0, In a room in the dwelling not just devoted to cooking,H05910-05-02
H0600101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06001-05-01
H0600501,Yes,24.0,Bill from power company,80.0,46000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H06005-05-01
H0600601,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H06006-05-01
H0600701,No,,,,,,No,,,,,Kerosene,No,3.0,In an outdoor space,H06007-05-01
H0600801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06008-05-01
H0600901,Yes,24.0,Bill from power company,83.0,50000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H06009-05-01
H0601001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06010-05-01
H0601002,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H06010-05-02
H0610101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06101-05-01
H0610201,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H06102-05-01
H0610301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H06103-05-01
H0610401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06104-05-01
H0610402,Yes,24.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Charcoal,No,5.0,In an outdoor space,H06104-05-02
H0610403,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H06104-05-03
H0610501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06105-05-01
H0610502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06105-05-02
H0610503,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H06105-05-03
H0610701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06107-05-01
H0610801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06108-05-01
H0610901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H06109-05-01
H0611001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06110-05-01
H0620101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06201-05-01
H0620701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H06207-05-01
H0620801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06208-05-01
H0620901,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H06209-05-01
H0630101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06301-05-01
H0630201,No,,,,,,No,,,,,Charcoal,No,0.0,In an outdoor space,H06302-05-01
H0630202,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H06302-05-02
H0630301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06303-05-01
H0630302,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H06303-05-02
H0630303,Yes,10.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Charcoal,No,5.0,In an outdoor space,H06303-05-03
H0630501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06305-05-01
H0630601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H06306-05-01
H0630701,No,,,,,,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H06307-05-01
H0630901,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H06309-05-01
H0631001,Yes,24.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Open fire,No,4.0,In an outdoor space,H06310-05-01
H0631002,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H06310-05-02
H0631003,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H06310-05-03
H0640101,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H06401-05-01
H0640201,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H06402-05-01
H0640401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06404-05-01
H0640501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06405-05-01
H0640601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06406-05-01
H0640801,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H06408-05-01
H0640901,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H06409-05-01
H0641001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06410-05-01
H0641002,Yes,24.0,Bill from power company,97.0,50000.0,30.0,No,,,,,Charcoal,No,4.0,In a separate kitchen,H06410-05-02
H0641101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06411-05-01
H0660101,No,,,,,,No,,,,,Kerosene,No,1.0, In a room in the dwelling not just devoted to cooking,H06601-05-01
H0660201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06602-05-01
H0660401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06604-05-01
H0660501,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H06605-05-01
H0660601,No,,,,,,No,,,,,Charcoal,No,1.0,In an outdoor space,H06606-05-01
H0660602,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06606-05-02
H0660701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H06607-05-01
H0660801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H06608-05-01
H0660901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06609-05-01
H0670101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06701-05-01
H0670201,Yes,23.0,Bill from power company,38.0,25000.0,30.0,No,,,,,Charcoal,No,3.0,In a separate kitchen,H06702-05-01
H0670301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06703-05-01
H0670401,No,,,,,,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H06704-05-01
H0670601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06706-05-01
H0670701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06707-05-01
H0670702,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H06707-05-02
H0670801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06708-05-01
H0670802,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06708-05-02
H0670901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06709-05-01
H0671001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H06710-05-01
H0680101,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H06801-05-01
H0680201,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H06802-05-01
H0680302,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H06803-05-02
H0680501,Yes,24.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,lpg,,2.0, In a room in the dwelling not just devoted to cooking,H06805-05-01
H0680601,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H06806-05-01
H0680701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H06807-05-01
H0681001,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H06810-05-01
H0681002,Yes,24.0,Bill from power company,10.0,10000.0,30.0,No,,,,,Open fire,No,7.0,In an outdoor space,H06810-05-02
H0690101,No,,,,,,No,,,,,Charcoal,No,1.0, In a room in the dwelling not just devoted to cooking,H06901-05-01
H0690301,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H06903-05-01
H0690601,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H06906-05-01
H0690801,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H06908-05-01
H0690901,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H06909-05-01
H0691101,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H06911-05-01
H0691103,No,,,,,,No,,,,,Charcoal,No,2.0,In a separate kitchen,H06911-05-03
H0691104,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H06911-05-04
H0691401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H06914-05-01
H0700301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07003-05-01
H0700701,Yes,24.0,Bill from power company,56.25,45000.0,30.0,No,,,,,Open fire,No,5.0,In a separate kitchen,H07007-05-01
H0700702,Yes,10.0,Provide in rent,,,,No,,,,,Electric,,2.0, In a room in the dwelling not just devoted to cooking,H07007-05-02
H0700801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07008-05-01
H0700802,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,6.0,In a separate kitchen,H07008-05-02
H0700901,Yes,18.0,Bill from power company,21.25,17000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H07009-05-01
H0701001,Yes,18.0,Bill from power company,34.4,20000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H07010-05-01
H0701002,Yes,20.0,Bill from power company,14.0,10000.0,30.0,No,,,,,Charcoal,No,3.0,In an outdoor space,H07010-05-02
H0720101,No,,,,,,No,,,,,Charcoal,No,10.0, In a room in the dwelling not just devoted to cooking,H07201-05-01
H0720201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H07202-05-01
H0720202,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H07202-05-02
H0720301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07203-05-01
H0720401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07204-05-01
H0720501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H07205-05-01
H0720601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07206-05-01
H0720701,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H07207-05-01
H0720801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H07208-05-01
H0720802,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H07208-05-02
H0720901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H07209-05-01
H0721001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07210-05-01
H0730201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07302-05-01
H0730301,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H07303-05-01
H0730401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H07304-05-01
H0730402,Yes,24.0,Bill from power company,25.0,10000.0,30.0,No,,,,,Kerosene,No,1.0, In a room in the dwelling not just devoted to cooking,H07304-05-02
H0730601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H07306-05-01
H0730701,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H07307-05-01
H0730901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07309-05-01
H0730902,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H07309-05-02
H0730903,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H07309-05-03
H0731001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07310-05-01
H0731101,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H07311-05-01
H0740301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H07403-05-01
H0740401,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H07404-05-01
H0740601,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H07406-05-01
H0740801,Yes,24.0,Bill from power company,24.0,15000.0,30.0,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H07408-05-01
H0740802,No,,,,,,No,,,,,Charcoal,Yes,2.0,In a separate kitchen,H07408-05-02
H0740803,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H07408-05-03
H0741001,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H07410-05-01
H0741201,No,,,,,,No,,,,,Charcoal,No,4.0, In a room in the dwelling not just devoted to cooking,H07412-05-01
H0741202,No,,,,,,No,,,,,Charcoal,No,1.0,In an outdoor space,H07412-05-02
H0741301,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H07413-05-01
H0750101,No,,,,,,No,,,,,Charcoal,Yes,5.0,In an outdoor space,H07501-05-01
H0750201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H07502-05-01
H0750202,No,,,,,,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H07502-05-02
H0750203,Yes,20.0,Bill from power company,20.0,20000.0,30.0,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H07502-05-03
H0750204,No,,,,,,No,,,,,Charcoal,No,5.0,In a separate kitchen,H07502-05-04
H0750206,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H07502-05-06
H0750207,Yes,24.0,Bill from power company,40.0,40000.0,30.0,No,,,,,Charcoal,No,3.0,In a separate kitchen,H07502-05-07
H0750208,Yes,12.0,Bill from power company,6.0,10000.0,30.0,No,,,,,Charcoal,No,4.0,In an outdoor space,H07502-05-08
H0750401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07504-05-01
H0750601,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H07506-05-01
H0750701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H07507-05-01
H0750702,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H07507-05-02
H0750801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H07508-05-01
H0750901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H07509-05-01
H0750902,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H07509-05-02
H0750903,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H07509-05-03
H0750904,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H07509-05-04
H0750906,No,,,,,,No,,,,,Kerosene,No,0.0, In a room in the dwelling not just devoted to cooking,H07509-05-06
H0751001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H07510-05-01
H0810101,Yes,12.0,Pay fee to neighbor,,5000.0,30.0,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H08101-05-01
H0810201,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H08102-05-01
H0810202,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H08102-05-02
H0810203,Yes,20.0,Bill from power company,140.0,80000.0,30.0,No,,,,,Open fire,No,5.0,In a separate kitchen,H08102-05-03
H0810204,Yes,20.0,Provide in rent,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H08102-05-04
H0810206,Yes,12.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Kerosene,No,2.0, In a room in the dwelling not just devoted to cooking,H08102-05-06
H0810301,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H08103-05-01
H0810701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08107-05-01
H0811001,No,,,,,,No,,,,,,,,,H08110-05-01
H0811401,Yes,24.0,Bill from power company,20.0,10000.0,30.0,No,,,,,Charcoal,No,5.0, In a room in the dwelling not just devoted to cooking,H08114-05-01
H0830101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08301-05-01
H0830201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08302-05-01
H0830202,Yes,24.0,Bill from power company,30.0,15000.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H08302-05-02
H0830203,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08302-05-03
H0830204,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08302-05-04
H0830205,Yes,24.0,Bill from power company,26.0,10000.0,30.0,No,,,,,,,,,H08302-05-05
H0830301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08303-05-01
H0830302,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H08303-05-02
H0830401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08304-05-01
H0830601,Yes,24.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Charcoal,No,4.0,In an outdoor space,H08306-05-01
H0830701,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H08307-05-01
H0830703,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08307-05-03
H0830704,Yes,18.0,Pay fee to neighbor,,5000.0,30.0,No,,,,,Open fire,No,5.0,In an outdoor space,H08307-05-04
H0830801,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H08308-05-01
H0830803,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H08308-05-03
H0830901,No,,,,,,No,,,,,Charcoal,No,7.0, In a room in the dwelling not just devoted to cooking,H08309-05-01
H0831001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08310-05-01
H0831002,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08310-05-02
H0840201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08402-05-01
H0840401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08404-05-01
H0840501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08405-05-01
H0840601,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H08406-05-01
H0840602,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H08406-05-02
H0840604,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08406-05-04
H0840801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08408-05-01
H0840901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08409-05-01
H0840902,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08409-05-02
H0840903,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08409-05-03
H0841001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08410-05-01
H0841002,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H08410-05-02
H0841101,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H08411-05-01
H0850101,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H08501-05-01
H0850201,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08502-05-01
H0850301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08503-05-01
H0850302,Yes,24.0,Bill from power company,23.0,15000.0,32.0,No,,,,,Charcoal,No,4.0,In a separate kitchen,H08503-05-02
H0850303,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H08503-05-03
H0850401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08504-05-01
H0850501,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H08505-05-01
H0850601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08506-05-01
H0850701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H08507-05-01
H0850801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08508-05-01
H0850901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08509-05-01
H0851001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08510-05-01
H0851002,Yes,24.0,Bill from power company,20.0,15000.0,30.0,No,,,,,Charcoal,No,1.0, In a room in the dwelling not just devoted to cooking,H08510-05-02
H0860201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08602-05-01
H0860202,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H08602-05-02
H0860203,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08602-05-03
H0860301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08603-05-01
H0860302,Yes,24.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,,,,,H08603-05-02
H0860501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08605-05-01
H0860901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08609-05-01
H0861101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08611-05-01
H0870101,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H08701-05-01
H0870301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08703-05-01
H0870601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08706-05-01
H0870701,No,,,,,,No,,,,,Open fire,Yes,12.0,In a separate kitchen,H08707-05-01
H0870801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08708-05-01
H0870802,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08708-05-02
H0870901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08709-05-01
H0871001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08710-05-01
H0880101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08801-05-01
H0880201,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H08802-05-01
H0880202,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H08802-05-02
H0880301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08803-05-01
H0880401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H08804-05-01
H0880501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08805-05-01
H0880502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08805-05-02
H0880601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08806-05-01
H0880602,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H08806-05-02
H0881001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H08810-05-01
H0881101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H08811-05-01
H0881102,Yes,21.0,Provide in rent,,,,No,,,,,Other (specify),No,0.0,,H08811-05-02
H0900101,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H09001-05-01
H0900102,No,,,,,,No,,,,,Charcoal,No,6.0, In a room in the dwelling not just devoted to cooking,H09001-05-02
H0900301,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H09003-05-01
H0900402,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H09004-05-02
H0900403,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H09004-05-03
H0900501,Yes,24.0,Bill from power company,9.0,5850.0,30.0,No,,,,,Open fire,No,5.0,In a separate kitchen,H09005-05-01
H0900701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H09007-05-01
H0900801,Yes,14.0,Bill from power company,35.0,50000.0,30.0,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H09008-05-01
H0900802,No,,,,,,No,,,,,,,,,H09008-05-02
H0900901,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H09009-05-01
H0900902,Yes,12.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H09009-05-02
H0901001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H09010-05-01
H0901101,No,,,,,,No,,,,,Charcoal,No,4.0, In a room in the dwelling not just devoted to cooking,H09011-05-01
H0910101,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H09101-05-01
H0910201,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H09102-05-01
